publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	DOI	ISSNs	eISSNs	ISBNs
Celebrity Studies	1939-2397	1939-2400	2010-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcel20		openurl?genre=journal&stitle=rcel20		fulltext			serial										1939-2397	1939-2400	
China Journal of Accounting Studies	2169-7213	2169-7221	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcja20		openurl?genre=journal&stitle=rcja20		fulltext			serial										2169-7213	2169-7221	
Comparative Legal History	2049-677X	2049-6788	2013-05-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rclh20		openurl?genre=journal&stitle=rclh20		fulltext	transfer in (2015): Hart Publishing		serial										2049-677X	2049-6788	
China Law Review	1745-7238	1750-6611	2005-01-01	1	1	2005-12-31	1	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rclr20		openurl?genre=journal&stitle=rclr20		fulltext	Ceased:2005		serial										1745-7238	1750-6611	
Journal of Corporate Law Studies	1473-5970	1757-8426	2001-06-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcls20		openurl?genre=journal&stitle=rcls20		fulltext	transfer in (2015): Hart Publishing		serial										1473-5970	1757-8426	
Speech Monographs	0038-7169		1934-01-01	1	1	1975-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rcmm19		openurl?genre=journal&stitle=rcmm19		fulltext			serial										0038-7169		
Critical Military Studies	2333-7486	2333-7494	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcms20		openurl?genre=journal&stitle=rcms20		fulltext	New for 2015		serial										2333-7486	2333-7494	
Contemporary Nurse	1037-6178		1992-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RCNJ		openurl?genre=journal&stitle=RCNJ		fulltext	transfer in (2015): Econtent Management		serial										1037-6178		
Journal of Graphic Novels and Comics	2150-4857	2150-4865	2010-01-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcom20		openurl?genre=journal&stitle=rcom20		fulltext			serial										2150-4857	2150-4865	
Comedy Studies	2040-610X	2040-6118	2010-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcos20		openurl?genre=journal&stitle=rcos20		fulltext	Transfer in (2014): Intellect		serial										2040-610X	2040-6118	
Counselling and Psychotherapy Research	1473-3145	1746-1405	2001-01-01	1	1	2014-12-31	14	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rcpr20		openurl?genre=journal&stitle=rcpr20		fulltext	transfer out (2015): Wiley		serial										1473-3145	1746-1405	
Today's Speech	0040-8573		1953-01-01	1	1	1975-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rcqu19		openurl?genre=journal&stitle=rcqu19		fulltext			serial										0040-8573		
Crime Psychology Review	2374-4006	2374-4014	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcrm20		openurl?genre=journal&stitle=rcrm20		fulltext	New for 2015		serial										2374-4006	2374-4014	
Critical Studies on Security	2162-4887	2162-4909	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcss20		openurl?genre=journal&stitle=rcss20		fulltext			serial										2162-4887	2162-4909	
Theatre & Performance Design	2332-2551	2332-2578	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rdes20		openurl?genre=journal&stitle=rdes20		fulltext	New for 2015		serial										2332-2551	2332-2578	
Digital Journalism	2167-0811	2167-082X	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rdij20		openurl?genre=journal&stitle=rdij20		fulltext			serial										2167-0811	2167-082X	
Danish Journal of Archaeology	2166-2282	2166-2290	2012-01-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rdja20		openurl?genre=journal&stitle=rdja20		fulltext	previously: Journal of Danish Archaeology (1982 - 2011)		serial										2166-2282	2166-2290	
Development Studies Research		2166-5095	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rdsr		openurl?genre=journal&stitle=rdsr		fulltext	Open Access										F			2166-5095	
Eastern African Literary and Cultural Studies	2327-7408	2327-7416	2014-01-01	1	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=real20		openurl?genre=journal&stitle=real20		fulltext			serial										2327-7408	2327-7416	
Advances in Eating Disorders	2166-2630	2166-2649	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=reat20		openurl?genre=journal&stitle=reat20		fulltext			serial										2166-2630	2166-2649	
European Competition Journal	1744-1056		2005-03-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=recj20		openurl?genre=journal&stitle=recj20		fulltext	transfer in (2015): Hart Publishing		serial										1744-1056		
European Journal of Cultural and Political Sociology	2325-4823	2325-4815	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=recp20		openurl?genre=journal&stitle=recp20		fulltext			serial										2325-4823	2325-4815	
Studies in Eastern European Cinema	2040-350X	2040-3518	2010-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=reec20		openurl?genre=journal&stitle=reec20		fulltext	transfer in (2014) : Intellect		serial										2040-350X	2040-3518	
Effective Education	1941-5532	1941-5540	2009-03-01	1	1	2012-12-31	4	2	http://www.tandfonline.com/openurl?genre=journal&stitle=refe20		openurl?genre=journal&stitle=refe20		fulltext	Ceased:2013		serial										1941-5532	1941-5540	
Economic & Finance Research	2164-9480	2164-9499	2013-01-01	1	1	2013-12-31	1	1	http://www.tandfonline.com/openurl?genre=journal&stitle=refr		openurl?genre=journal&stitle=refr		fulltext	Open Access. now: Cogent Economics & Finance		serial								F		2164-9480	2164-9499	
Cogent Economics & Finance		2332-2039	2014-01-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=refr20		openurl?genre=journal&stitle=refr20		fulltext	Open Access. previously: Economic & Finance Research										F			2332-2039	
Soviet Geography	0038-5417		1960-01-01	1	01-Feb	1991-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rege17		openurl?genre=journal&stitle=rege17		fulltext			serial										0038-5417		
Post-Soviet Geography	1060-5851		1992-01-01	33	1	1995-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rege18		openurl?genre=journal&stitle=rege18		fulltext			serial										1060-5851		
European Journal of Higher Education	2156-8235	2156-8243	2011-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rehe20		openurl?genre=journal&stitle=rehe20		fulltext			serial										2156-8235	2156-8243	
European Journal of Legal Education	1684-1360	1750-4686	2004-01-01	1	1	2007-12-31	4	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rejl20		openurl?genre=journal&stitle=rejl20		fulltext	Ceased:2008		serial										1684-1360	1750-4686	
European Journal of Behavior Analysis	1502-1149	2377-729X	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rejo20		openurl?genre=journal&stitle=rejo20		fulltext	transfer in (2015): The Norwegian Association for Behavior Analysis.		serial										1502-1149	2377-729X	
Education, Knowledge and Economy	1749-6896	1749-690X	2007-04-01	1	1	2011-12-31	5	3	http://www.tandfonline.com/openurl?genre=journal&stitle=reke20		openurl?genre=journal&stitle=reke20		fulltext	Ceased:2011		serial										1749-6896	1749-690X	
Electronic Markets	1019-6781	1422-8890	1991-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rema20		openurl?genre=journal&stitle=rema20		fulltext			serial										1019-6781	1422-8890	
Environmental Sociology		2325-1042	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rens20		openurl?genre=journal&stitle=rens20		fulltext	New for 2015													2325-1042	
Economic Research-Ekonomska Istraživanja	1331-677X	1848-9664	2014-01-01	27	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rero20		openurl?genre=journal&stitle=rero20		fulltext	Open Access		serial										1331-677X	1848-9664	
Resilience	2169-3293	2169-3307	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=resi20		openurl?genre=journal&stitle=resi20		fulltext			serial										2169-3293	2169-3307	
Architecture and Culture	2050-7828	2050-7836	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfac20		openurl?genre=journal&stitle=rfac20		fulltext	transfer in: (2015) Bloomsbury		serial										2050-7828	2050-7836	
Journal of Aesthetics and Phenomenology	2053-9320	2053-9339	2014-05-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=rfap20		openurl?genre=journal&stitle=rfap20		fulltext	transfer in (2015): Bloomsbury		serial										2053-9320	2053-9339	
Art in Translation		1756-1310	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfat20		openurl?genre=journal&stitle=rfat20		fulltext	transfer in: (2015) Bloomsbury													1756-1310	
Journal of Communication Design: Interdisciplinary and Graphic Design Research	2055-7132	2055-7140							http://www.tandfonline.com/openurl?genre=journal&stitle=rfcd20		openurl?genre=journal&stitle=rfcd20		fulltext	transfer in (2015): Bloomsbury content not yet available. new for 2015  Previously: Iridescent (2011 - 2014)		serial										2055-7132	2055-7140	
Design and Culture	1754-7075	1754-7083	2009-04-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfdc20		openurl?genre=journal&stitle=rfdc20		fulltext	transfer in (2015): Bloomsbury		serial										1754-7075	1754-7083	
Global Food History	2054-9547	2054-9555	2015-06-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=rfgf20		openurl?genre=journal&stitle=rfgf20			transfer in (2015): Bloomsbury		serial										2054-9547	2054-9555	
Interiors	2041-9112	2041-9120	2010-07-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfin20		openurl?genre=journal&stitle=rfin20		fulltext	transfer in (2015): Bloomsbury		serial										2041-9112	2041-9120	
Luxury	2051-1817	2051-1825	2014-09-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=rflu20		openurl?genre=journal&stitle=rflu20		fulltext	transfer in: (2015)		serial										2051-1817	2051-1825	
Journal of Religious and Political Practice	2056-6093	2056-6107	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfrp20		openurl?genre=journal&stitle=rfrp20		fulltext	transfer in (2015): Bloomsbury		serial										2056-6093	2056-6107	
Family Science	1942-4620	1942-4639	2010-01-02	1	1	2015-12-31	6	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rfsc20		openurl?genre=journal&stitle=rfsc20		fulltext	Ceased:2016		serial										1942-4620	1942-4639	
Stanislavski Studies	2056-7790	2054-4170	2012-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfst20		openurl?genre=journal&stitle=rfst20		fulltext	transfer in (2015): Bloomsbury		serial										2056-7790	2054-4170	
Speech Association of America: Committee on Freedom of Speech - Yearbook	0584-8679		1962-01-01	1	1	1969-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rfsy18		openurl?genre=journal&stitle=rfsy18		fulltext			serial										0584-8679		
Fatigue	#2167-1846	2164-1862	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rftg20		openurl?genre=journal&stitle=rftg20		fulltext			serial										2167-1846	2164-1862	
First World War Studies	1947-5020	1947-5039	2010-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfww20		openurl?genre=journal&stitle=rfww20		fulltext			serial										1947-5020	1947-5039	
Global Affairs	2334-0460	2334-0479	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rgaf20		openurl?genre=journal&stitle=rgaf20		fulltext	New for 2015		serial										2334-0460	2334-0479	
GeoHumanities	2373-566X	2373-5678	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rgeo20		openurl?genre=journal&stitle=rgeo20		fulltext	New for 2015		serial										2373-566X	2373-5678	
Journal of East and West Studies	1229-4098		1973-01-01	1	1	1996-12-31	25	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rger19		openurl?genre=journal&stitle=rger19		fulltext			serial										1229-4098		
Journal of Global Fashion Marketing	2093-2685	2325-4483	2010-01-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rgfm20		openurl?genre=journal&stitle=rgfm20		fulltext			serial										2093-2685	2325-4483	
Global Discourse	2326-9995	2043-7897	2010-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rgld20		openurl?genre=journal&stitle=rgld20		fulltext	New to Routledge for 2013.		serial										2326-9995	2043-7897	
Global Public Health	1744-1692	1744-1706	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rgph20		openurl?genre=journal&stitle=rgph20		fulltext			serial										1744-1692	1744-1706	
Green Letters	1468-8417	2168-1414	2000-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rgrl20		openurl?genre=journal&stitle=rgrl20		fulltext			serial										1468-8417	2168-1414	
Health Psychology and Behavioral Medicine		2164-2850	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rhpb		openurl?genre=journal&stitle=rhpb		fulltext	Open Access										F			2164-2850	
International Journal of Health Promotion and Education	1463-5240	2164-9545	1998-01-01	36	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rhpe20		openurl?genre=journal&stitle=rhpe20		fulltext			serial										1463-5240	2164-9545	
History of Retailing and Consumption	2373-518X	2373-5171	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rhrc20		openurl?genre=journal&stitle=rhrc20		fulltext	New for 2015		serial										2373-518X	2373-5171	
Health Sociology Review	1446-1242		2001-01-01	10	2				http://www.tandfonline.com/openurl?genre=journal&stitle=RHSR		openurl?genre=journal&stitle=RHSR		fulltext	transfer in (2015): Econtent Management.previously: Annual Review of Health Social Science (1991 - 2000) 		serial										1446-1242		
Innovation and Development	2157-930X	2157-9318	2011-01-04	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=riad20		openurl?genre=journal&stitle=riad20		fulltext			serial										2157-930X	2157-9318	
Journal of Medieval Iberian Studies	1754-6559	1754-6567	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ribs20		openurl?genre=journal&stitle=ribs20		fulltext			serial										1754-6559	1754-6567	
International Studies in Catholic Education	1942-2539	1942-2547	2009-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rice20		openurl?genre=journal&stitle=rice20		fulltext			serial										1942-2539	1942-2547	
International Critical Thought	2159-8282	2159-8312	2011-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rict20		openurl?genre=journal&stitle=rict20		fulltext			serial										2159-8282	2159-8312	
Israel Journal of Foreign Affairs	2373-9770	2373-9789	2015-01-01	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RIFA		openurl?genre=journal&stitle=RIFA		fulltext	transfer in (2015): Self Published		serial										2373-9770	2373-9789	
Geographical Society of Ireland. Bulletin	0790-6978		1944-01-01	1	1	1953-12-31	2	5	http://www.tandfonline.com/openurl?genre=journal&stitle=rigy19		openurl?genre=journal&stitle=rigy19		fulltext	now: Irish Geography		serial										0790-6978		
Irish Geography	0075-0778	1939-4055	1954-01-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rigy20		openurl?genre=journal&stitle=rigy20		fulltext	Previously: Geographical Society of Ireland. Bulletin (1944-1953)		serial										0075-0778	1939-4055	
International Journal of Jungian Studies	1940-9052	1940-9060	2009-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rijj20		openurl?genre=journal&stitle=rijj20		fulltext			serial										1940-9052	1940-9060	
International Journal of Mental Health Promotion	1462-3730	2049-8543	2002-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rijm20		openurl?genre=journal&stitle=rijm20		fulltext			serial										1462-3730	2049-8543	
International Journal of Play	2159-4937	2159-4953	2012-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rijp20		openurl?genre=journal&stitle=rijp20		fulltext	New to Routledge for 2012		serial										2159-4937	2159-4953	
International Journal of Tourism Sciences	1598-0634	2377-0058	2000-01-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=rijt20		openurl?genre=journal&stitle=rijt20		fulltext	transfer in (2015): TOSOK.		serial										1598-0634	2377-0058	
Innovation	1447-9338		2002-01-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RIMP		openurl?genre=journal&stitle=RIMP		fulltext	transfer in (2015): Econtent Management		serial										1447-9338		
International Journal of Advertising	0265-0487	1759-3948	1982-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RINA		openurl?genre=journal&stitle=RINA		fulltext	transfer in (2015): WARC		serial									10.1111/(ISSN)0285-0487	0265-0487	1759-3948	
Indo-Pacific Journal of Phenomenology	2079-7222	1445-7377	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ripj20		openurl?genre=journal&stitle=ripj20		fulltext	Open Access		serial										2079-7222	1445-7377	
Behavioral Sciences of Terrorism and Political Aggression	1943-4472	1943-4480	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rirt20		openurl?genre=journal&stitle=rirt20		fulltext			serial										1943-4472	1943-4480	
Contemporary Italian Politics	2324-8823	2324-8831	2013-01-04	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rita20		openurl?genre=journal&stitle=rita20		fulltext	New to Routledge for 2013		serial										2324-8823	2324-8831	
International Journal of Training Research	1448-0220		2003-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RITR		openurl?genre=journal&stitle=RITR		fulltext	transfer in (2015): Econtent Management		serial										1448-0220		
Journal of Arabian Studies	2153-4764	2153-4780	2011-01-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjab20		openurl?genre=journal&stitle=rjab20		fulltext			serial										2153-4764	2153-4780	
Javnost - The Public	1318-3222		1994-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RJAV		openurl?genre=journal&stitle=RJAV		fulltext	transfer in (2015): Euricom		serial										1318-3222		
Journal of Development Effectiveness	1943-9342	1943-9407	2009-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjde20		openurl?genre=journal&stitle=rjde20		fulltext			serial										1943-9342	1943-9407	
British Journal of In-Service Education	0305-7631		1974-01-01	1	1	1996-12-31	22	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rjie18		openurl?genre=journal&stitle=rjie18		fulltext			serial										0305-7631		
Journal of Japanese and Korean Cinema	1756-4905	1756-4913	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjkc20		openurl?genre=journal&stitle=rjkc20		fulltext			serial										1756-4905	1756-4913	
Journal of Media Law	1757-7632	1757-7640	2009-07-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjml20		openurl?genre=journal&stitle=rjml20		fulltext	transfer in (2015): Hart Publishing		serial										1757-7632	1757-7640	
Journal of Natural Resources Policy Research	1939-0459	1939-0467	2008-01-01	1	1	2015-12-31	7	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rjnr20		openurl?genre=journal&stitle=rjnr20		fulltext	Ceased: 2016		serial										1939-0459	1939-0467	
Journal of the American Institute of Planners	0002-8991		1935-01-01	1	1	1978-12-31	44	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rjpa19		openurl?genre=journal&stitle=rjpa19		fulltext	now: Journal of the American Planning Association		serial										0002-8991		
International Journal of Pedagogies and Learning		1833-4105	2005-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=RJPL		openurl?genre=journal&stitle=RJPL		fulltext	transfer in (2015): Econtent Management													1833-4105	
Jurisprudence	2040-3313	2040-3321	2010-06-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpn20		openurl?genre=journal&stitle=rjpn20		fulltext	transfer in (2015): Hart Publishing		serial										2040-3313	2040-3321	
Land Development Studies	0264-0821		1984-01-01	1	1	1990-01-01	7	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rjpr19		openurl?genre=journal&stitle=rjpr19		fulltext	now: Journal of Property Research		serial										0264-0821		
Philosophische en Theologische Faculteiten der Nederlandsche Jezuieten	0923-7984		1938-01-01	1	01-Feb	1943-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=rjpt18		openurl?genre=journal&stitle=rjpt18		fulltext			serial										0923-7984		
Journal of Social Entrepreneurship	1942-0676	1942-0684	2010-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjse20		openurl?genre=journal&stitle=rjse20		fulltext			serial										1942-0676	1942-0684	
Journal of Trust Research	2151-5581	2151-559X	2011-01-04	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjtr20		openurl?genre=journal&stitle=rjtr20		fulltext			serial										2151-5581	2151-559X	
Journal on the Use of Force and International Law	2053-1702	2053-1710	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjuf20		openurl?genre=journal&stitle=rjuf20		fulltext	New for 2015		serial										2053-1702	2053-1710	
King's Law Journal	0961-5768	1757-8442	1999-01-01	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rklj20		openurl?genre=journal&stitle=rklj20		fulltext	transfer in (2015): Hart Publishing		serial										0961-5768	1757-8442	
Law and Humanities	1752-1483	1752-1491	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlah20		openurl?genre=journal&stitle=rlah20		fulltext	transfer in (2015): Hart Publishing		serial										1752-1483	1752-1491	
Local Economy	0269-0942	1470-9325	1986-01-01	1	1	1996-01-01	11	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rlce20		openurl?genre=journal&stitle=rlce20		fulltext			serial										0269-0942	1470-9325	
Legal Ethics	1460-728X	1757-8450	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlet20		openurl?genre=journal&stitle=rlet20		fulltext	transfer in (2015): Hart Publishing		serial										1460-728X	1757-8450	
Law and Financial Markets Review	1752-1440	1752-1459	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlfm20		openurl?genre=journal&stitle=rlfm20		fulltext	transfer in (2015): Hart Publishing		serial										1752-1440	1752-1459	
Law, Innovation and Technology	1757-9961	1757-997X	2009-07-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlit20		openurl?genre=journal&stitle=rlit20		fulltext	transfer in (2015): Hart Publishing		serial										1757-9961	1757-997X	
English Usage in Southern Africa	0256-5986		1991-01-01	22	1	1992-12-31	23	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rlms19		openurl?genre=journal&stitle=rlms19		fulltext			serial										0256-5986		
Learning: Research and Practice	2373-5082	2373-5090	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rlrp20		openurl?genre=journal&stitle=rlrp20		fulltext	New for 2015		serial										2373-5082	2373-5090	
Migration and Development	2163-2324	2163-2332	2012-01-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmad20		openurl?genre=journal&stitle=rmad20		fulltext			serial										2163-2324	2163-2332	
Myth & Symbol	1022-3827	1753-5972	1993-01-01	1	1	2010-12-31	6	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rmas20		openurl?genre=journal&stitle=rmas20		fulltext	Ceased:2011		serial										1022-3827	1753-5972	
Middle East Development Journal	1793-8120	1793-8171	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmdj20		openurl?genre=journal&stitle=rmdj20		fulltext	Transfer in (2014). World Scientific		serial										1793-8120	1793-8171	
Media Asia	0129-6612	2377-6277	2015-01-01	42	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=rmea20		openurl?genre=journal&stitle=rmea20		fulltext	transfer in (2015): Asian Media Information and Communication Centre		serial										0129-6612	2377-6277	
Multicultural Education Review	2005-615X	2377-0031	2009-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmer20		openurl?genre=journal&stitle=rmer20		fulltext	transfer in (2015): KAME		serial										2005-615X	2377-0031	
Méthod(e)s: African Review of Social Sciences Methodology	2375-4745	2375-4753	2015-06-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmet20		openurl?genre=journal&stitle=rmet20		fulltext	New for 2015		serial										2375-4745	2375-4753	
Mental Health and Substance Use	1752-3281	1752-3273	2008-01-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rmhs20		openurl?genre=journal&stitle=rmhs20		fulltext			serial										1752-3281	1752-3273	
International Journal of Museum Management and Curatorship	0260-4779		1982-01-01	1	1	1989-12-31	8	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rmmc19		openurl?genre=journal&stitle=rmmc19		fulltext			serial										0260-4779		
NJ: Drama Australia Journal	1445-2294	2200-775X	2002-01-01	26	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rnjd20		openurl?genre=journal&stitle=rnjd20			transfer in (2015): Drama Australia. content not available		serial										1445-2294	2200-775X	
Neuropsychoanalysis	1529-4145		1999-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rnpa20		openurl?genre=journal&stitle=rnpa20		fulltext	transfer in (2013): 		serial										1529-4145		
Nordic Social Work Research	2156-857X	2156-8588	2011-01-06	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rnsw20		openurl?genre=journal&stitle=rnsw20		fulltext			serial										2156-857X	2156-8588	
Journal of Occupational Science	1442-7591	2158-1576	1993-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rocc20		openurl?genre=journal&stitle=rocc20		fulltext			serial										1442-7591	2158-1576	
Oxford University Commonwealth Law Journal	1472-9342	1757-8469	2001-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rouc20		openurl?genre=journal&stitle=rouc20		fulltext	transfer in (2015): Hart Publishing		serial										1472-9342	1757-8469	
Public Art Dialogue	2150-2552	2150-2560	2011-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpad20		openurl?genre=journal&stitle=rpad20		fulltext			serial										2150-2552	2150-2560	
Papers in Applied Geography	2375-4931	2375-494X	2015-04-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpag20		openurl?genre=journal&stitle=rpag20		fulltext	New for 2015		serial										2375-4931	2375-494X	
Peacebuilding	#2164-7529	2164-7267	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpcb20		openurl?genre=journal&stitle=rpcb20		fulltext			serial										2164-7529	2164-7267	
Psychology, Evolution & Gender	1461-6661		2000-01-01	2	1	2002-12-31	4	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rpeg20		openurl?genre=journal&stitle=rpeg20		fulltext	Ceased:2006. continues: Sexualities, Evolution & Gender (2003-2005)		serial										1461-6661		
Politics, Groups and Identities	2156-5503	2156-5511	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpgi20		openurl?genre=journal&stitle=rpgi20		fulltext			serial										2156-5503	2156-5511	
Research and Practice in Intellectual and Developmental Disabilities	2329-7018	2329-7026	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpid20		openurl?genre=journal&stitle=rpid20		fulltext			serial										2329-7018	2329-7026	
Peking University Law Journal	2051-7483	2052-5907	2014-01-01	1	2				http://www.tandfonline.com/openurl?genre=journal&stitle=rplj20		openurl?genre=journal&stitle=rplj20		fulltext			serial										2051-7483	2052-5907	
