publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	notes	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status	field34
International Journal of Cardiovascular Interventions	1462-8848	1471-1796	1998-01-01	1	1	2005-12-31	7	4	http://www.tandfonline.com/openurl?genre=journal&stitle=iacc19		iacc19		fulltext			serial									now: Acute Cardiac Care (ISSN: 1748-2941, 2006- )		1462-8848	1471-1796			2015-08-01		Current	
International Journal of Cartography	2372-9333	2372-9341	2015-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tica20		tica20		fulltext			serial									new for 2015		2372-9333	2372-9341			2015-12-01		Current	
International Journal of Cast Metals Research	1364-0461	1743-1336	1997-01-01	9	5				https://www.tandfonline.com/openurl?genre=journal&stitle=ycmr20		ycmr20		fulltext			serial									transfer in (2016): Maney		1364-0461	1743-1336			2016-01-05		Current	
International Journal of Children's Spirituality	1364-436X	1469-8455	1997-01-01	1	2				https://www.tandfonline.com/openurl?genre=journal&stitle=cijc20		cijc20		fulltext			serial											1364-436X	1469-8455					Current	
International Journal of Circumpolar Health	1239-9736	2242-3982	2001-01-01	60	1				http://www.tandfonline.com/openurl?genre=journal&stitle=zich20		zich20		fulltext			serial									Open Access		1239-9736	2242-3982			2017-01-01		Current	
International Journal of Clinical and Experimental Hypnosis	0020-7144	1744-5183	1997-01-01	45	1				https://www.tandfonline.com/openurl?genre=journal&stitle=nhyp20		nhyp20		fulltext			serial											0020-7144	1744-5183					Current	
International Journal of Coal Preparation and Utilization	1939-2699	1939-2702	2008-03-01	28	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcop20		gcop20		fulltext			serial									previously: Coal Preparation (ISSN: 0734-9343, 1984-2007)		1939-2699	1939-2702					Current	
International Journal of Cognitive Ergonomics	1088-6362	1532-7566	1999-01-01	3	1	2001-12-31	5	4	http://www.tandfonline.com/openurl?genre=journal&stitle=hzzl20		hzzl20		fulltext			serial									Ceased (2001)		1088-6362	1532-7566					Current	
International Journal of Comparative and Applied Criminal Justice	0192-4036	2157-6475	1997-01-01	21	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rcac20		rcac20		fulltext			serial											0192-4036	2157-6475					Current	
International Journal of Computational Fluid Dynamics	1061-8562	1029-0257	1997-01-01	8	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcfd20		gcfd20		fulltext			serial											1061-8562	1029-0257					Current	
International Journal of Computational Intelligence Systems	1875-6891	1875-6883	2008-01-01	1	1	2016-12-31	9	6	http://www.tandfonline.com/openurl?genre=journal&stitle=tcis20		tcis20		fulltext			serial									Transfer out (2017): Atlantis Press		1875-6891	1875-6883					Current	
International Journal of Computer Integrated Manufacturing	0951-192X	1362-3052	1996-01-01	9	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tcim20		tcim20		fulltext			serial											0951-192X	1362-3052					Current	
International Journal of Computer Mathematics	0020-7160	1029-0265	1997-01-01	63	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=gcom20		gcom20		fulltext			serial											0020-7160	1029-0265					Current	
International Journal of Computer Mathematics: Computer Systems Theory	2379-9927	2379-9935	2016-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tcom20		tcom20		fulltext			serial									New for 2016		2379-9927	2379-9935			2016-06-01		Current	
International Journal of Computers and Applications	1206-212X	1925-7074	2000-01-01	22	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tjca20		tjca20		fulltext			serial									transfer in (2015): ACTA Press		1206-212X	1925-7074			2015-10-06		Current	
International Journal of Construction Education and Research	1557-8771	1550-3984	2006-05-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uice20		uice20		fulltext			serial											1557-8771	1550-3984					Current	
International Journal of Construction Management	1562-3599	2331-2327	2001-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tjcm20		tjcm20		fulltext			serial									Transfer in (2014) : UChinese Research Institute of Construction Management		1562-3599	2331-2327					Current	
International Journal of Control	0020-7179	1366-5820	1997-01-01	66	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tcon20		tcon20		fulltext			serial											0020-7179	1366-5820					Current	
International Journal of Crashworthiness	1358-8265	1754-2111	1997-01-01	2	2				https://www.tandfonline.com/openurl?genre=journal&stitle=tcrs20		tcrs20		fulltext			serial											1358-8265	1754-2111					Current	
Quarterly Journal of Crude Drug Research	0033-5525		1961-01-01	1	1	1981-12-31	19	4	http://www.tandfonline.com/openurl?genre=journal&stitle=iphb20		iphb20		fulltext			serial									Now: Pharmaceutical Biology continues: International Journal of Crude Drug Research (1982-1990),International Journal of Pharmacognosy (1991-1997)		0033-5525				2015-08-01		Current	
International Journal of Cultural Policy	1028-6632	1477-2833	1997-01-01	4	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gcul20		gcul20		fulltext			serial									previously: The European Journal of Cultural Policy (ISSN: 1074-6897; 1994-1997)		1028-6632	1477-2833					Current	
International Journal of Design Creativity and Innovation	2165-0349	2165-0357	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tdci20		tdci20		fulltext			serial											2165-0349	2165-0357					Current	
International Journal of Digital Earth	1753-8947	1753-8955	2008-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tjde20		tjde20		fulltext			serial											1753-8947	1753-8955					Current	
The Slow Learning Child	0037-704X		1954-01-01	1	1	1975-12-31	22	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cijd20		cijd20		fulltext			serial									now: International Journal of Disability, Development and Education continues: The Exceptional Child (1976-1988)		0037-704X						Current	
International Journal of Disaster Medicine	1503-1438	1755-4713	2003-01-01	1	1	2006-12-31	4	4	http://www.tandfonline.com/openurl?genre=journal&stitle=idis20		idis20		fulltext			serial									Ceased: 2006		1503-1438	1755-4713			2015-08-01		Current	
International Journal of Early Years Education	0966-9760	1469-8463	1997-01-01	5	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ciey20		ciey20		fulltext			serial											0966-9760	1469-8463					Current	
International Journal of Electronic Commerce	1086-4415	1557-9301	1997-01-01	2	2				https://www.tandfonline.com/openurl?genre=journal&stitle=mjec20		mjec20		fulltext			serial									transfer in (2015): M.E. Sharpe		1086-4415	1557-9301			2015-01-01		Current	
International Journal of Electronics	0020-7217	1362-3060	1997-01-01	82	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tetn20		tetn20		fulltext			serial											0020-7217	1362-3060					Current	
International Journal of Electronics Letters	2168-1724	2168-1732	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tetl20		tetl20		fulltext			serial											2168-1724	2168-1732					Current	
International Journal of Environmental Analytical Chemistry	0306-7319	1029-0397	1997-01-01	66	1				https://www.tandfonline.com/openurl?genre=journal&stitle=geac20		geac20		fulltext			serial											0306-7319	1029-0397					Current	
International Journal of Environmental Health Research	0960-3123	1369-1619	1997-01-01	7	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cije20		cije20		fulltext			serial											0960-3123	1369-1619					Current	
International Journal of Environmental Studies	0020-7233	1029-0400	1997-01-01	51	4				https://www.tandfonline.com/openurl?genre=journal&stitle=genv20		genv20		fulltext			serial											0020-7233	1029-0400					Current	
International Journal of Fashion Design, Technology and Education	1754-3266	1754-3274	2008-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tfdt20		tfdt20		fulltext			serial											1754-3266	1754-3274					Current	
International Journal of Fluid Power	1439-9776	2332-1180	2000-01-01	1	1	2018-12-31	19	3	http://www.tandfonline.com/openurl?genre=journal&stitle=tjfp20		tjfp20		fulltext			serial									transfer in (2014) : TuTech Innovation GmbH; transfer out (2019)		1439-9776	2332-1180					Current	
International Journal of Food Properties	1094-2912	1532-2386	1998-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ljfp20		ljfp20		fulltext			serial									Open Access from 2018		1094-2912	1532-2386					Current	
International Journal of Food Sciences and Nutrition	0963-7486	1465-3478	1997-01-01	48	1				https://www.tandfonline.com/openurl?genre=journal&stitle=iijf20		iijf20		fulltext			serial											0963-7486	1465-3478			2015-12-01		Current	
International Journal of Forensic Mental Health	1499-9013	1932-9903	2002-04-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ufmh20		ufmh20		fulltext			serial											1499-9013	1932-9903					Current	
Journal of Forest Engineering	0843-5243	2327-8897	1997-01-01	8	1	1999-12-31	10	2	https://www.tandfonline.com/openurl?genre=journal&stitle=tife20		tife20		fulltext			serial									Now: International Journal of Forest Engineering		0843-5243	2327-8897					Current	
International Journal of Fruit Science	1553-8362	1553-8621	2005-08-01	5	1				https://www.tandfonline.com/openurl?genre=journal&stitle=wsfr20		wsfr20		fulltext			serial									previously: Journal of Tree Fruit Production and Small Fruit Review		1553-8362	1553-8621					Current	
International Journal of General Systems	0308-1079	1563-5104	1997-01-01	25	4				https://www.tandfonline.com/openurl?genre=journal&stitle=ggen20		ggen20		fulltext			serial									previously: International Journal of Smart Engineering System Design		0308-1079	1563-5104					Current	
International Journal of Geographical Information Science	1365-8816	1365-8824	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tgis20		tgis20		fulltext			serial									Previously: International Journal of Geographical Information Systems (1987-1996)		1365-8816	1365-8824					Current	
International Journal of Geographical Information Systems	0269-3798	1362-3087	1987-01-01	1	1	1996-12-31	10	8	http://www.tandfonline.com/openurl?genre=journal&stitle=tgis19		tgis19		fulltext			serial									Now: International Journal of Geographical Information Science		0269-3798	1362-3087					Current	
International Journal of Geotechnical Engineering	1938-6362	1939-7879	2007-10-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=yjge20		yjge20		fulltext			serial									transfer in (2016): Maney		1938-6362	1939-7879			2016-01-05		Current	
International Journal of Green Energy	1543-5075	1543-5083	2004-12-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ljge20		ljge20		fulltext			serial											1543-5075	1543-5083					Current	
International Journal of Green Nanotechnology	1943-0892	1943-0906	2009-01-01	1	1	2012-12-31	4	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ugnj20		ugnj20		fulltext			serial									Transfer out (2012): Sage		1943-0892	1943-0906					Current	
International Journal of Group Psychotherapy	0020-7284	1943-2836	1997-01-01	47	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ujgp20		ujgp20		fulltext			serial									transfer in: (2016)		0020-7284	1943-2836			2015-10-01		Current	
International Journal of Health Education	1368-1222		1997-01-01	35	1	1997-12-31	35	4	https://www.tandfonline.com/openurl?genre=journal&stitle=rhpe19		rhpe19		fulltext			serial									now: International Journal of Health Promotion and Education (ISSN: 1463-5240, 1998- ), previously: Journal of the Institute of Health Education (ISSN: 0307-3289, 1963-1996)		1368-1222						Current	
International Journal of Health Promotion and Education	1463-5240	2164-9545	1998-01-01	36	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rhpe20		rhpe20		fulltext			serial									previously: Journal of the Institute of Health Education (ISSN: 0307-3289, 1963-1996), International Journal of Health Education (ISSN: 1368-1222, 1997)		1463-5240	2164-9545					Current	
International Journal of Healthcare Management	2047-9700	2047-9719	2012-04-01	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=yjhm20		yjhm20		fulltext			serial									transfer in (2016): Maney Previously: Journal of Management & Marketing in Healthcare (2007-2011)		2047-9700	2047-9719			2015-12-01		Current	
International Journal of Heritage Studies	1352-7258	1470-3610	1997-01-01	3	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rjhs20		rjhs20		fulltext			serial											1352-7258	1470-3610					Current	
International Journal of Hospitality & Tourism Administration	1525-6480	1525-6499	2000-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=wjht20		wjht20		fulltext			serial									previously: Journal of International Hospitality, Leisure & Tourism Management		1525-6480	1525-6499					Current	
International Journal of Human Genetics	0972-3757		2001-03-01	1	1	2019-12-31	26		http://www.tandfonline.com/openurl?genre=journal&stitle=rhug20		rhug20		fulltext			serial									transfer in (2017): Kamla-Raj Enterprises; transfer out (2019)		0972-3757				2017-05-01		Current	
International Journal of Human-Computer Interaction	1044-7318	1532-7590	1997-01-01	9	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hihc20		hihc20		fulltext			serial											1044-7318	1532-7590					Current	
International Journal of Hyperthermia	0265-6736	1464-5157	1985-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ihyt20		ihyt20		fulltext			serial									Open Access from 2019		0265-6736	1464-5157			2015-08-01		Current	
International Journal of Image and Data Fusion	1947-9832	1947-9824	2010-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tidf20		tidf20		fulltext			serial											1947-9832	1947-9824					Current	
International Journal of Inclusive Education	1360-3116	1464-5173	1997-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tied20		tied20		fulltext			serial											1360-3116	1464-5173					Current	
International Journal of Injury Control and Safety Promotion	1745-7300	1745-7319	2005-03-01	12	1				https://www.tandfonline.com/openurl?genre=journal&stitle=nics20		nics20		fulltext			serial									Previously: Injury Control and Safety Promotion (2000-2004), International Journal for Consumer and Product Safety (1994-1999)		1745-7300	1745-7319					Current	
International Journal of Intelligence and CounterIntelligence	0885-0607	1521-0561	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ujic20		ujic20		fulltext			serial											0885-0607	1521-0561					Current	
International Journal of Intelligence, Security, and Public Affairs	2380-0992	2380-100X	2016-01-01	18	1				https://www.tandfonline.com/openurl?genre=journal&stitle=usip20		usip20		fulltext			serial									New for 2016		2380-0992	2380-100X			2016-07-01		Current	
International Journal of Intelligent Computing in Medical Sciences &#x26; Image Processing	1931-308X	2326-0068	2007-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tmed20		tmed20		fulltext			serial									New to Taylor & Francis for 2013		1931-308X	2326-0068					Current	
International Journal of Invertebrate Reproduction	0165-1269		1979-01-01	1	1	1983-12-31	6	5-6	http://www.tandfonline.com/openurl?genre=journal&stitle=tinv18		tinv18		fulltext			serial									Now: Invertebrate Reproduction & Development (1989-)		0165-1269						Current	
International Journal of Invertebrate Reproduction and Development	0168-8170		1984-01-01	7	1	1988-12-31	14	2-3	http://www.tandfonline.com/openurl?genre=journal&stitle=tinv19		tinv19		fulltext			serial									Now: Invertebrate Reproduction & Development. Previously: International Journal of Invertebrate Reproduction (1900-1983)		0168-8170						Current	
International Journal of Kinesiology in Higher Education	2471-1616	2471-1624	2017-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ukhe20		ukhe20		fulltext			serial									New for 2017		2471-1616	2471-1624			2017-02-01		Current	
International Journal of Leadership in Education	1360-3124	1464-5092	1998-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tedl20		tedl20		fulltext			serial											1360-3124	1464-5092					Current	
International Journal of Lifelong Education	0260-1370	1464-519X	1997-01-01	16	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tled20		tled20		fulltext			serial											0260-1370	1464-519X					Current	
International Journal of Listening	1090-4018	1932-586X	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hijl20		hijl20		fulltext			serial											1090-4018	1932-586X					Current	
International Journal of Logistics Research and Applications	1367-5567	1469-848X	1998-04-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cjol20		cjol20		fulltext			serial											1367-5567	1469-848X					Current	
International Journal of Management Science and Engineering Management	1750-9653	1750-9661	2006-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tmse20		tmse20		fulltext			serial											1750-9653	1750-9661					Current	
International Journal of Mathematical Education in Science and Technology	0020-739X	1464-5211	1970-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tmes20		tmes20		fulltext			serial											0020-739X	1464-5211					Current	
International Journal of Mental Health	0020-7411	1557-9328	1997-01-01	26	1				https://www.tandfonline.com/openurl?genre=journal&stitle=mimh		mimh		fulltext			serial									transfer in (2015): M.E. Sharpe		0020-7411	1557-9328			2015-01-01		Current	
International Journal of Mental Health Promotion	1462-3730	2049-8543	2002-01-01	4	1	2017-12-31	19	5	http://www.tandfonline.com/openurl?genre=journal&stitle=rijm20		rijm20		fulltext			serial									transfer out (2018)		1462-3730	2049-8543					Current	
International Journal of Mining, Reclamation and Environment	1748-0930	1748-0949	2006-03-01	20	1				https://www.tandfonline.com/openurl?genre=journal&stitle=nsme20		nsme20		fulltext			serial									Previously: International Journal of Surface Mining, Reclamation and Environment (1987-2005)		1748-0930	1748-0949					Current	
International Journal of Modelling and Simulation	0228-6203	1925-7082	1997-01-01	17	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tjms20		tjms20		fulltext			serial									transfer in (2015): ACTA Press		0228-6203	1925-7082			2015-10-07		Current	
International Journal of Multilingualism	1479-0718	1747-7530	2004-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rmjm20		rmjm20		fulltext			serial											1479-0718	1747-7530					Current	
International Journal of Multiple Research Approaches	1834-0806	1834-0814	2007-01-01	1	1	2015-12-31	9	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rmra20		rmra20		fulltext			serial									Ceased: 2015		1834-0806	1834-0814			2015-01-01		Current	
International Journal of Museum Management and Curatorship	0260-4779		1982-01-01	1	1	1989-12-31	8	4	http://www.tandfonline.com/openurl?genre=journal&stitle=rmmc19		rmmc19		fulltext			serial									Now: Museum Management and Curatorship		0260-4779						Current	
International Journal of Neuroscience	0020-7454	1563-5279	1970-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ines20		ines20		fulltext			serial											0020-7454	1563-5279			2015-08-01		Current	
International Journal of Occupational Safety and Ergonomics	1080-3548	2376-9130	1997-01-01	3	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=tose20		tose20		fulltext			serial									transfer in (2015): The Central Institute for Labour Protection - National Research Institute (CIOP-PIB		1080-3548	2376-9130			2015-01-01		Current	
International Journal of Odonatology	1388-7890	2159-6719	1998-10-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tijo20		tijo20		fulltext			serial											1388-7890	2159-6719					Current	
International Journal of Optomechatronics	1559-9612	1559-9620	2007-01-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uopt20		uopt20		fulltext			serial									Converts to Open Access in 2017		1559-9612	1559-9620					Current	
International Journal of Parallel, Emergent and Distributed Systems	1744-5760	1744-5779	2005-03-01	20	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gpaa20		gpaa20		fulltext			serial									previously: Parallel Algorithms and Applications (1993 - 2004)		1744-5760	1744-5779					Current	
International Journal of Pavement Engineering	1029-8436	1477-268X	1999-12-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gpav20		gpav20		fulltext			serial											1029-8436	1477-268X					Current	
International Journal of Pedagogies and Learning	2204-0552	1833-4105	2005-01-01	1	1	2016-12-31	11	2	http://www.tandfonline.com/openurl?genre=journal&stitle=RJPL		RJPL		fulltext			serial									No longer published by Taylor & Francis from 2017		2204-0552	1833-4105			2015-01-01		Current	
International Journal of Pediatric Obesity	1747-7166	1747-7174	2006-01-01	1		2011-10-31	6	s3	http://www.tandfonline.com/openurl?genre=journal&stitle=ijpo20		ijpo20		fulltext			serial									Transfer out (2011): Wiley. Now: Pediatric Obesity	10.1111/(ISSN)1747-7174	1747-7166	1747-7174			2015-08-01		Current	
International Journal of Performance Analysis in Sport	2474-8668	1474-8185	2001-07-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rpan20		rpan20		fulltext			serial									Transfer in (2017)		2474-8668	1474-8185			2017-04-01		Current	
International Journal of Performance Arts and Digital Media	1479-4713	2040-0934	2005-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rpdm20		rpdm20		fulltext			serial									Transfer in (2014). Intellect		1479-4713	2040-0934					Current	
Journal of Constructivist Psychology	1072-0537	1521-0650	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=upcy20		upcy20		fulltext			serial									previously: International Journal of Personal Construct Psychology (1988-1993)		1072-0537	1521-0650					Current	
Tropical Pest Management	0143-6147		1980-01-01	26	1	1992-12-31	38	4	http://www.tandfonline.com/openurl?genre=journal&stitle=ttpm20		ttpm20		fulltext			serial									now: International Journal of Pest Management Previously: PANS (1976-1979), PANS Pest Articles & News Summaries (1969-1975)		0143-6147						Current	
International Journal of Philosophical Studies	0967-2559	1466-4542	1997-01-01	5	1				https://www.tandfonline.com/openurl?genre=journal&stitle=riph20		riph20		fulltext			serial											0967-2559	1466-4542					Current	
International Journal of Philosophy and Theology	2169-2327	2169-2335	2013-03-01	74	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rjpt20		rjpt20		fulltext			serial									previously: Bijdragen (ISSN: 0006-2278, 1945-2012), Philosophische en Theologische Faculteiten der Nederlandsche Jezuieten (1938-1944); incorporates (2013): Ars Disputandi (ISSN: 1566-5399)		2169-2327	2169-2335					Current	
International Journal of Phytoremediation	1522-6514	1549-7879	1999-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=bijp20		bijp20		fulltext			serial											1522-6514	1549-7879					Current	
International Journal of Play	2159-4937	2159-4953	2012-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rijp20		rijp20		fulltext			serial									New to Routledge for 2012		2159-4937	2159-4953					Current	
International Journal of Political Economy	0891-1916	1558-0970	1997-01-01	27	1				https://www.tandfonline.com/openurl?genre=journal&stitle=mijp20		mijp20		fulltext			serial									transfer in (2015): M.E. Sharpe		0891-1916	1558-0970			2015-01-01		Current	
International Journal of Polymer Analysis and Characterization	1023-666X	1563-5341	1997-01-01	3	2				https://www.tandfonline.com/openurl?genre=journal&stitle=gpac20		gpac20		fulltext			serial											1023-666X	1563-5341					Current	
International Journal of Polymeric Materials and Polymeric Biomaterials	0091-4037	1563-535X	1997-01-01	35	01-Apr				https://www.tandfonline.com/openurl?genre=journal&stitle=gpom20		gpom20		fulltext			serial											0091-4037	1563-535X					Current	
International Journal of Production Research	0020-7543	1366-588X	1997-01-01	35	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tprs20		tprs20		fulltext			serial											0020-7543	1366-588X					Current	
International Journal of Psychiatry in Clinical Practice	1365-1501	1471-1788	1997-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ijpc20		ijpc20		fulltext			serial											1365-1501	1471-1788			2015-08-01		Current	
International Journal of Psychoanalytic Self Psychology	1555-1024	1940-9141	2006-01-01	1	1	2016-12-31	11	4	https://www.tandfonline.com/openurl?genre=journal&stitle=hpsp20		hpsp20		fulltext			serial									Now: Psychoanalysis, Self and Context		1555-1024	1940-9141					Current	
International Journal of Psychotherapy	1356-9082	1469-8498	2000-01-01	5	1	2003-12-31	8	3	http://www.tandfonline.com/openurl?genre=journal&stitle=cijp20		cijp20		fulltext			serial									Ceased (2003)		1356-9082	1469-8498					Current	
International Journal of Public Administration	0190-0692	1532-4265	1997-01-01	20	1				https://www.tandfonline.com/openurl?genre=journal&stitle=lpad20		lpad20		fulltext			serial											0190-0692	1532-4265					Current	
International Journal of Qualitative Studies in Education	0951-8398	1366-5898	1997-01-01	10	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tqse20		tqse20		fulltext			serial											0951-8398	1366-5898					Current	
International Journal of Qualitative Studies on Health and Well-being	1748-2623	1748-2631	2006-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=iqhw20		iqhw20		fulltext			serial									Transfer out (2010):Co-action publishing. Transfer in (2017)		1748-2623	1748-2631			2015-08-01		Current	
International Journal of Radiation Biology and Related Studies in Physics, Chemistry & Medicine	0020-7616		1959-01-01	1	1	1988-06-30	53	6	http://www.tandfonline.com/openurl?genre=journal&stitle=irab20		irab20		fulltext			serial									Now: International Journal of Radiation Biology		0020-7616				2015-08-01		Current	
Packaging, Transport, Storage & Security of Radioactive Material	1746-5095	1746-5109	2004-01-01	1	1	2014-12-31	25	3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=ypts20		ypts20		fulltext			serial									transfer in (2016): Maney. Previously: International Journal of Radioactive Materials Transport (1990-2003). Ceased (2017)		1746-5095	1746-5109			2016-01-05		Current	
International Journal of Rail Transportation	2324-8378	2324-8386	2013-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tjrt20		tjrt20		fulltext			serial											2324-8378	2324-8386					Current	
International Journal of Regional and Local Studies	1750-0478		2005-01-01	1	1	2011-04-30	7	01-Feb	https://www.tandfonline.com/openurl?genre=journal&stitle=yjrl20		yjrl20		fulltext			serial									Now: International Journal of Regional and Local History		1750-0478				2016-02-01		Current	
International Journal of Remote Sensing	0143-1161	1366-5901	1997-01-01	18	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tres20		tres20		fulltext			serial											0143-1161	1366-5901					Current	
International Journal of Research & Method in Education	1743-727X	1743-7288	2005-04-01	28	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cwse20		cwse20		fulltext			serial									previously: Westminster Studies in Education (1978 - 2004)		1743-727X	1743-7288					Current	
International Journal of River Basin Management	1571-5124	1814-2060	2003-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=trbm20		trbm20		fulltext			serial											1571-5124	1814-2060					Current	
International Journal of School and Educational Psychology	2168-3603	2168-3611	2013-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=usep20		usep20		fulltext			serial											2168-3603	2168-3611					Current	
International Journal of Science Education, Part B	2154-8455	2154-8463	2011-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rsed20		rsed20		fulltext			serial											2154-8455	2154-8463					Current	
International Journal of Sexual Health	1931-7611	1931-762X	2007-02-01	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wijs20		wijs20		fulltext			serial									previously: Journal of Psychology & Human Sexuality		1931-7611	1931-762X					Current	
International Journal of Smart Engineering System Design	1025-5818	1607-8500	2002-01-01	4	1	2003-12-31	5	4	https://www.tandfonline.com/openurl?genre=journal&stitle=gses20		gses20		fulltext			serial									now: International Journal of General Systems		1025-5818	1607-8500					Current	
International Journal of Smart and Nano Materials	1947-5411	1947-542X	2010-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tsnm		tsnm		fulltext			serial									Open Access		1947-5411	1947-542X					Current	
International Journal of Social Research Methodology	1364-5579	1464-5300	1998-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tsrm20		tsrm20		fulltext			serial											1364-5579	1464-5300					Current	
International Journal of Sociology	0020-7659	1557-9336	1997-01-01	27	1				https://www.tandfonline.com/openurl?genre=journal&stitle=mijs20		mijs20		fulltext			serial									transfer in (2015): M.E. Sharpe		0020-7659	1557-9336			2015-01-01		Current	
International Journal of Solar Energy	0142-5919		1997-01-01	18	4	2002-12-31	22	03-Apr	https://www.tandfonline.com/openurl?genre=journal&stitle=gsol19		gsol19		fulltext			serial									now: International Journal of Sustainable Energy		0142-5919						Current	
International Journal of Spa and Wellness	2472-1735	2472-1743	2018-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rspa20		rspa20		fulltext			serial									New for 2017		2472-1735	2472-1743			2017-12-01		Current	
