'publication_title'	'print_identifier'	'online_identifier'	'date_first_issue_online'	'num_first_vol_online'	'num_first_issue_online'	'date_last_issue_online'	'num_last_vol_online'	'num_last_issue_online'	'title_url'	'first_author'	'title_id'	'embargo_info'	'coverage_depth'	'coverage_notes'	'notes'	'publisher_name'	'publication_type'	'date_monograph_published_print'	'date_monograph_published_online'	'monograph_volume'	'monograph_edition'	'first_editor'	'parent_publication_title_id'	'preceding_publication_title_id'	'access_type'
'Strapdown Inertial Navigation Technology'	'9780863413582'	'9781849190930'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbra017e'	'Titterton'	'pbra017e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Switched-Currents: an analogue technique for digital technology'	'9780863412943'	'9781849193597'	'1993'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs005e'	''	'pbcs005e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1993'	'1993'	''	''	''	''	''	'P'
'Symbolic Methods in Control System Analysis and Design'	'9780852969434'	'9781849193528'	'1999'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce056e'	''	'pbce056e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1999'	'1999'	''	''	''	''	''	'P'
'Synchronized Phasor Measurements for Smart Grids'	'9781785610110'	'9781785610127'	'2017'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo097e'	''	'pbpo097e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2017'	'2017'	''	''	''	''	''	'P'
'SysML for Systems Engineering'	'9780863418259'	'9780863419799'	'2008'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/pbpc007e'	'Holt'	'pbpc007e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2008'	'2008'	''	''	''	''	''	'P'
'SysML for Systems Engineering: A Model-Based Approach'	'9781849196512'	'9781849196529'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/pbpc010e'	'Holt'	'pbpc010e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'System-on-Chip: Next Generation Electronics'	'9780863415524'	'9781849190206'	'2006'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs018e'	''	'pbcs018e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2006'	'2006'	''	''	''	''	''	'P'
'Target Detection by Marine Radar'	'9780863413599'	'9781849190824'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbra016e'	'Briggs'	'pbra016e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Technical History of the Beginnings of Radar'	'9780863410437'	'9781849194013'	'1986'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht006e'	'Swords'	'pbht006e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1986'	'1986'	''	''	''	''	''	'P'
'Technology Computer Aided Design for Si, SiGe and GaAs Integrated Circuits'	'9780863417436'	'9780863412226'	'2007'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs021e'	'Maiti'	'pbcs021e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2007'	'2007'	''	''	''	''	''	'P'
'Telecommunication Networks'	'9780852968864'	'9781849194631'	'1997'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte036e'	''	'pbte036e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1997'	'1997'	''	''	''	''	''	'P'
'Telecommunications Network Modelling, Planning and Design'	'9780863413230'	'9781849190329'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbbt006e'	''	'pbbt006e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'Telecommunications Performance Engineering'	'9780863413414'	'9781849190336'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbbt007e'	''	'pbbt007e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Telecommunications Quality of Service Management'	'9780852964248'	'9781849190862'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte048e'	'Oodan'	'pbte048e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'Telecommunications Regulation'	'9780852964446'	'9781849190879'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte050e'	'Buckley'	'pbte050e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'Telecommunications Signalling'	'9780852967614'	'9781849191814'	'1999'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte043e'	'Manterfield'	'pbte043e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1999'	'1999'	''	''	''	''	''	'P'
'Telecommunications Traffic, Tariffs and Costs. An Introduction for Managers'	'9780863411458'	'9781849194549'	'1988'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte019e'	'Farr'	'pbte019e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1988'	'1988'	''	''	''	''	''	'P'
'Television: An International History of the Formative Years'	'9780852969144'	'9781849194112'	'1998'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht022e'	'Burns'	'pbht022e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1998'	'1998'	''	''	''	''	''	'P'
'Temperature Measurement and Control'	'9780863411113'	'9781849193368'	'1988'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce033e'	'Leigh'	'pbce033e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1988'	'1988'	''	''	''	''	''	'P'
'Test and Diagnosis of Analogue, Mixed-Signal and RF Integrated Circuits: the system on chip approach'	'9780863417450'	'9780863419997'	'2008'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs019e'	''	'pbcs019e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2008'	'2008'	''	''	''	''	''	'P'
'Test and Evaluation of Aircraft  Avionics and Weapon Systems'	'9781613531761'	'9781613531808'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra507e'	'McShea'	'sbra507e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Test and Evaluation of Aircraft Avionics and Weapons Systems'	'9781891121906'	'9781613531600'	'2010'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra033e'	'McShea'	'sbra033e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2010'	'2010'	''	''	''	''	''	'P'
'The Art of Successful Business Communication'	'9780863419072'	'9780863419768'	'2008'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/mt/pbmt024e'	'Forsyth'	'pbmt024e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2008'	'2008'	''	''	''	''	''	'P'
'The Correspondence of Michael Faraday, Volume 1: 1811-1831'	'9780863412486'	'9781849194471'	'1991'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbsp021e'	''	'pbsp021e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1991'	'1991'	''	''	''	''	''	'P'
'The Correspondence of Michael Faraday, Volume 2: 1832-1840'	'9780863412493'	'9781849194488'	'1993'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbsp029e'	''	'pbsp029e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1993'	'1993'	''	''	''	''	''	'P'
'The Correspondence of Michael Faraday, Volume 3: 1841-1848'	'9780863412509'	'9781849194495'	'1996'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbsp035e'	''	'pbsp035e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1996'	'1996'	''	''	''	''	''	'P'
'The Correspondence of Michael Faraday, Volume 4: 1849-1855'	'9780863412516'	'9781849194501'	'1999'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbsp043e'	''	'pbsp043e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1999'	'1999'	''	''	''	''	''	'P'
'The Correspondence of Michael Faraday, Volume 5: 1855-1860'	'9780863418235'	'9780863419959'	'2008'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbsp044e'	''	'pbsp044e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2008'	'2008'	''	''	''	''	''	'P'
'The Correspondence of Michael Faraday, Volume 6: 1860-1867'	'9780863419577'	'9781849191159'	'2011'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbsp045e'	''	'pbsp045e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2011'	'2011'	''	''	''	''	''	'P'
'The Current Comparator'	'9780863411120'	'9781849193641'	'1988'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbel004e'	'Moore'	'pbel004e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1988'	'1988'	''	''	''	''	''	'P'
'The Development of a Strategy for Integrated Manufacturing Systems'	'9780855100353'	'9781849194174'	'1990'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/mt/pbme012e'	''	'pbme012e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1990'	'1990'	''	''	''	''	''	'P'
'The Early History of Radio: from Faraday to Marconi'	'9780852968451'	'9780863413940'	'1994'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht020e'	'Garratt'	'pbht020e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1994'	'1994'	''	''	''	''	''	'P'
'The Electric Car: development and future of battery, hybrid and fuel-cell cars'	'9780852960134'	'9781849191746'	'2001'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo038e'	'Westbrook'	'pbpo038e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2001'	'2001'	''	''	''	''	''	'P'
'The Finite-Difference Time-Domain in Electromagnetics'	'9781613531754'	'9781613531792'	'2015'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew514e'	'Elsherbeni'	'sbew514e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2015'	'2015'	''	''	''	''	''	'P'
'The GEC Research Laboratories 1919-1984'	'9780863411465'	'9781849194037'	'1989'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht010e'	'Clayton'	'pbht010e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1989'	'1989'	''	''	''	''	''	'P'
'The Handbook of Electrical Resistivity: New materials and pressure effects'	'9781849191494'	'9781849191173'	'2012'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbed013e'	''	'pbed013e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2012'	'2012'	''	''	''	''	''	'P'
'The Life and Times of A.D. Blumlein'	'9780852967737'	'9781849194136'	'2000'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht024e'	'Burns'	'pbht024e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2000'	'2000'	''	''	''	''	''	'P'
'The Lightning Flash'	'9780852967805'	'9781849190497'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo034e'	''	'pbpo034e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'The Lightning Flash'	'9781849196918'	'9781849196925'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo069e'	''	'pbpo069e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'The Struggle for Unity: Colour television, the formative years'	'9780863418242'	'9781849190916'	'2008'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht034e'	'Burns'	'pbht034e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2008'	'2008'	''	''	''	''	''	'P'
'The Switching Function: analysis of power electronic circuits'	'9780863413513'	'9781849190190'	'2006'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs017e'	'Marouchos'	'pbcs017e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2006'	'2006'	''	''	''	''	''	'P'
'The Wiener-Hopf Method in Electromagnetics'	'9781613530016'	'9781613530313'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew503e'	'Daniele'	'sbew503e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Theory and Design of Microwave Filters'	'9780852967775'	'9780863412530'	'2001'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew048e'	'Hunter'	'pbew048e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2001'	'2001'	''	''	''	''	''	'P'
'Theory and Practice of Modern Antenna Range Measurements'	'9781849195607'	'9781849195638'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew055e'	'Parini'	'pbew055e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Theory of Edge Diffraction in Electromagnetics: Origination and validation of the physical theory of diffraction'	'9781891121661'	'9781613531228'	'2009'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/sbew054e'	'Ufimtsev'	'sbew054e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2009'	'2009'	''	''	''	''	''	'P'
'Theory of Nonuniform Waveguides: the cross-section method'	'9780852969182'	'9781849193979'	'1998'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew044e'	'Katsenelenbaum'	'pbew044e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1998'	'1998'	''	''	''	''	''	'P'
'Thermal Microwave Radiation: Applications for Remote Sensing'	'9780863415739'	'9781849190022'	'2006'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew052e'	''	'pbew052e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2006'	'2006'	''	''	''	''	''	'P'
'Thermal Power Plant Simulation and Control'	'9780852964194'	'9781849190268'	'2003'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo043e'	''	'pbpo043e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2003'	'2003'	''	''	''	''	''	'P'
'Tidal Power'	'9780863411892'	'9781849193696'	'1991'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pben005e'	'Baker'	'pben005e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1991'	'1991'	''	''	''	''	''	'P'
'Tracking Filter Engineering: The Gauss-Newton and polynomial filters'	'9781849195546'	'9781849195553'	'2012'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbra023e'	'Morrison'	'pbra023e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2012'	'2012'	''	''	''	''	''	'P'
'Transceiver and System Design for Digital Communications'	'9781613532034'	'9781613532041'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/sbcs504e'	'Bullock'	'sbcs504e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Transceiver and System Design for Digital Communications'	'9781891121722'	'9781613531716'	'2009'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/sbte008e'	'Bullock'	'sbte008e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2009'	'2009'	''	''	''	''	''	'P'
'Troubled IT Projects: prevention and turnaround'	'9780852961049'	'9780863419775'	'2001'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/pbpc003e'	'Smith'	'pbpc003e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2001'	'2001'	''	''	''	''	''	'P'
'Trusted Computing'	'9780863415258'	'9781849190473'	'2005'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/pbpc006e'	''	'pbpc006e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2005'	'2005'	''	''	''	''	''	'P'
'Trusted Platform Modules: Why, when and how to use them'	'9781849198936'	'9781849198943'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/pbpc013e'	'Segall'	'pbpc013e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'UML for Systems Engineering: watching the wheels'	'9780863413544'	'9780863419782'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/pbpc004e'	'Holt'	'pbpc004e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Ultracapacitor Applications'	'9781849190718'	'9781849190725'	'2011'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo059e'	'Miller'	'pbpo059e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2011'	'2011'	''	''	''	''	''	'P'
'Ultrawideband Radar Measurements: analysis and processing'	'9780852968949'	'9781849191791'	'1997'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbra007e'	'Astanin'	'pbra007e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1997'	'1997'	''	''	''	''	''	'P'
'Understandable Electric Circuits'	'9780863419522'	'9781849191142'	'2010'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs023e'	'Wang'	'pbcs023e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2010'	'2010'	''	''	''	''	''	'P'
'Understanding Radar Systems'	'9781891121050'	'9781613531617'	'1999'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/sbra034e'	'Kingsley'	'sbra034e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1999'	'1999'	''	''	''	''	''	'P'
'Understanding Telecommunications Business'	'9781849197458'	'9781849197465'	'2015'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte060e'	'Valdar'	'pbte060e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2015'	'2015'	''	''	''	''	''	'P'
'Understanding Telecommunications Networks'	'9780863413629'	'9780863419980'	'2006'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte052e'	'Valdar'	'pbte052e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2006'	'2006'	''	''	''	''	''	'P'
'Uninterruptible Power Supplies'	'9780863412639'	'9781849194303'	'1992'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo014e'	''	'pbpo014e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1992'	'1992'	''	''	''	''	''	'P'
'VALU, AVX and GPU Acceleration Techniques for Parallel FDTD Methods'	'9781613531747'	'9781613531785'	'2013'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/pc/sbpc502e'	'Yu'	'sbpc502e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2013'	'2013'	''	''	''	''	''	'P'
'VHF and UHF Antennas'	'9780863412691'	'9781849193917'	'1992'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew035e'	'Burberry'	'pbew035e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1992'	'1992'	''	''	''	''	''	'P'
'VLSI Testing: digital and mixed analogue/digital techniques'	'9780852969014'	'9781849191654'	'1998'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs009e'	'Hurst'	'pbcs009e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1998'	'1998'	''	''	''	''	''	'P'
'Vacuum Switchgear'	'9780852968550'	'9781849194334'	'1994'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo018e'	'Greenwood'	'pbpo018e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1994'	'1994'	''	''	''	''	''	'P'
'Variable Frequency AC Motor Drive Systems'	'9780863411144'	'9781849194266'	'1988'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo008e'	'Finney'	'pbpo008e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1988'	'1988'	''	''	''	''	''	'P'
'Variable Structure Systems: from principles to implementation'	'9780863413506'	'9781849190008'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ce/pbce066e'	''	'pbce066e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Vehicle-to-Grid: Linking electric vehicles to the smart grid'	'9781849198554'	'9781849198561'	'2015'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo079e'	''	'pbpo079e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2015'	'2015'	''	''	''	''	''	'P'
'Very Small Aperture Terminals (VSATs)'	'9780863412004'	'9781849194570'	'1992'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte028e'	''	'pbte028e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1992'	'1992'	''	''	''	''	''	'P'
'Video Compression Systems: From first principles to concatenated codecs'	'9780863419638'	'9781849191036'	'2009'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte053e'	'Bock'	'pbte053e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2009'	'2009'	''	''	''	''	''	'P'
'Voice Over IP (internet protocol): systems and solutions'	'9780852960240'	'9781849190305'	'2001'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbbt003e'	''	'pbbt003e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2001'	'2001'	''	''	''	''	''	'P'
'Voltage Quality in Electrical Power Systems'	'9780852969755'	'9780863419829'	'2001'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo036e'	'Schlabbach'	'pbpo036e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2001'	'2001'	''	''	''	''	''	'P'
'Wave and Tidal Generation Devices: Reliability and availability'	'9781849197342'	'9781849197359'	'2017'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/rn/pbrn018e'	''	'pbrn018e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2017'	'2017'	''	''	''	''	''	'P'
'Waveform Design and Diversity for Advanced Radar Systems'	'9781849192651'	'9781849192668'	'2012'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbra022e'	''	'pbra022e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2012'	'2012'	''	''	''	''	''	'P'
'Waveguide Handbook'	'9780863410581'	'9781849193801'	'1986'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ew/pbew021e'	'Marcuvitz'	'pbew021e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1986'	'1986'	''	''	''	''	''	'P'
'Weibull Radar Clutter'	'9780863411915'	'9781849191777'	'1990'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ra/pbra003e'	'Sekine'	'pbra003e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1990'	'1990'	''	''	''	''	''	'P'
'Wide Area Monitoring of Interconnected Power Systems'	'9781849198530'	'9781849198547'	'2015'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo077e'	'Messina'	'pbpo077e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2015'	'2015'	''	''	''	''	''	'P'
'Wide area monitoring, protection and control systems: the enabler for smarter grids'	'9781849198301'	'9781849198318'	'2016'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo073e'	''	'pbpo073e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2016'	'2016'	''	''	''	''	''	'P'
'Wideband Amplifier Design'	'9781891121517'	'9781613530573'	'2007'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/sbcs010e'	'Hollister'	'sbcs010e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2007'	'2007'	''	''	''	''	''	'P'
'Wind Power Integration: Connection and System Operational Aspects'	'9781849194938'	'9781849194945'	'2014'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbrn014e'	'Fox'	'pbrn014e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2014'	'2014'	''	''	''	''	''	'P'
'Wind Power Integration: Connection and system operational aspects'	'9780863414497'	'9780863419874'	'2007'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo050e'	'Fox'	'pbpo050e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2007'	'2007'	''	''	''	''	''	'P'
'Wireless Communications Circuits and Systems'	'9780852964439'	'9781849190183'	'2004'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/cs/pbcs016e'	''	'pbcs016e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2004'	'2004'	''	''	''	''	''	'P'
'Wireless Receiver Design for Digital Communications'	'9781891121807'	'9781613531723'	'2012'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/sbte009e'	'McClaning'	'sbte009e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2012'	'2012'	''	''	''	''	''	'P'
'Wireless: the crucial decade 1924-34'	'9780863411885'	'9781849194051'	'1990'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/ht/pbht013e'	'Bussey'	'pbht013e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1990'	'1990'	''	''	''	''	''	'P'
'Wood Pole Overhead Lines'	'9780863413568'	'9781849190589'	'2005'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/po/pbpo048e'	'Wareing'	'pbpo048e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'2005'	'2005'	''	''	''	''	''	'P'
'World Telecommunications Economics'	'9780852969366'	'9781849194655'	'1999'	''	''	''	''	''	'http://digital-library.theiet.org/content/books/te/pbte041e'	'Wheatley'	'pbte041e'	''	'fulltext'	''	''	'Institution of Engineering and Technology'	'monograph'	'1999'	'1999'	''	''	''	''	''	'P'
