publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	publisher_name	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Les Temps Modernes	0040-3075	2272-9356	2007	n° 645-646	01	2015	n° 682	05	http://www.cairn.info/revue-les-temps-modernes.htm	Gallimard		revue-les-temps-modernes												
Les Tribunes de la santé	1765-8888	2105-2182	2003	n° 1	01	2014	n°31	05	http://www.cairn.info/revue-les-tribunes-de-la-sante.htm	Presses de Sciences Po (P.F.N.S.P.)		revue-les-tribunes-de-la-sante												
La lettre de l'enfance et de l'adolescence	1146-061X	1951-6304	2001	n° 43	01	2013	n° 88	04	http://www.cairn.info/revue-lettre-de-l-enfance-et-de-l-adolescence.htm	ERES		revue-lettre-de-l-enfance-et-de-l-adolescence												
Libres cahiers pour la psychanalyse	1625-7480	2118-2760	2000	N° 20	01	2014	N°9	02	http://www.cairn.info/revue-libres-cahiers-pour-la-psychanalyse.htm	In Press		revue-libres-cahiers-pour-la-psychanalyse												
Lignes	0988-5226	2272-818X	1987	n° 1	01	2014	n° 35	04	http://www.cairn.info/revue-lignes1.htm	Editions Léo Scheer		revue-lignes1												
Littérature	0047-4800	1958-5926	2006	n° 141	01	2014	n°172	04	http://www.cairn.info/revue-litterature.htm	Armand Colin / Dunod		revue-litterature												
Littératures classiques	2260-8478		2004	N° 54	01	2014	N°73	04	http://www.cairn.info/revue-litteratures-classiques.htm	Armand Colin / Dunod		revue-litteratures-classiques												
Maghreb - Machrek	1762-3162	2271-6815	2008	N° 195	01	2014	N° 219	04	http://www.cairn.info/revue-maghreb-machrek.htm	ESKA		revue-maghreb-machrek												
M@n@gement	1286-4692		2001	Vol. 10	01	2014	Vol. 9	05	http://www.cairn.info/revue-management.htm	AIMS		revue-management												
Management et Avenir	1768-5958	1969-6574	2004	n° 1	01	2015	n° 9	10	http://www.cairn.info/revue-management-et-avenir.htm	Management Prospective Ed.		revue-management-et-avenir												
Management et Avenir Santé			2013	N° 1	01	2013	N° 1	01	http://www.cairn.info/revue-management-et-avenir-sante.htm	Management Prospective Ed.		revue-management-et-avenir-sante												
Marché et organisations	1953-6119	2264-525X	2006	N° 1	01	2015	N° 9	03	http://www.cairn.info/revue-marche-et-organisations.htm	L'Harmattan		revue-marche-et-organisations												
Market Management	1779-3572	2111-4374	2001	Vol. 1	01	2009	Vol. 9	04	http://www.cairn.info/revue-market-management.htm	ESKA		revue-market-management												
Matériaux pour l'histoire de notre temps 	0769-3206	1952-4226	2006	N° 100	01	2014	N° 99	04	http://www.cairn.info/revue-materiaux-pour-l-histoire-de-notre-temps.htm	BDIC		revue-materiaux-pour-l-histoire-de-notre-temps												
Médiévales	0751-2708	1777-5892	2012	n° 62	01	2014	n° 66	02	http://www.cairn.info/revue-medievales.htm	Presses universitaires de Vincennes		revue-medievales												
Méditerranée	0025-8296	1760-8538	2012	n° 118	01	2013	n° 121	02	http://www.cairn.info/revue-mediterranee.htm	Presses universitaires de Provence		revue-mediterranee												
Médium	1771-3757	2259-5082	2004	N° 20 - 21	01	2015	N°9	04	http://www.cairn.info/revue-medium.htm	Association Médium		revue-medium												
Mélanges de la Casa de Velázquez	0076-230X	2173-1306	2012	Tome 42	01	2014	Tome 44	02	http://www.cairn.info/revue-melanges-de-la-casa-de-velazquez.htm	Casa de Velázquez		revue-melanges-de-la-casa-de-velazquez												
Mil neuf cent. Revue d'histoire intellectuelle	1146-1225	1960-6648	2001	n° 19	01	2013	n° 31	01	http://www.cairn.info/revue-mil-neuf-cent.htm	Société d'études soréliennes		revue-mil-neuf-cent												
Monde chinois	1767-3755	2271-1929	2012	N° 29	01	2014	Vol. 31	04	http://www.cairn.info/revue-monde-chinois.htm	ESKA		revue-monde-chinois												
Monde(s)	2261-6268	2260-7927	2012	N° 1	01	2014	N° 6	02	http://www.cairn.info/revue-mondes.htm	Armand Colin / Dunod		revue-mondes												
Mondes en développement	0302-3052	1782-1444	2001	n° 117	01	2014	n°161	04	http://www.cairn.info/revue-mondes-en-developpement.htm	De Boeck Supérieur		revue-mondes-en-developpement												
Mots. Les langages du politique	0243-6450	1960-6001	2012	n° 100	01	2014	n° 99	03	http://www.cairn.info/revue-mots.htm	E.N.S. Editions		revue-mots												
Mouvements	1291-6412	1776-2995	2001	HS n° 1	01	2015	n° 81	0HS	http://www.cairn.info/revue-mouvements.htm	La Découverte		revue-mouvements												
Multitudes	0292-0107	1777-5841	2000	HS n° 2	01	2014	n° 49	05	http://www.cairn.info/revue-multitudes.htm	Assoc. Multitudes		revue-multitudes												
Musurgia	1257-7537	2271-1856	2008	Vol. XVIII	01	2014	Volume XXI	04	http://www.cairn.info/revue-musurgia.htm	ESKA		revue-musurgia												
Napoleonica. La Revue	2100-0123		2008	N° 1	01	2014	n° 20	03	http://www.cairn.info/revue-napoleonica-la-revue.htm	La Fondation Napoléon		revue-napoleonica-la-revue												
NAQD	1111-4371		1991	Hors-série 1	01	2014	N° 8-9	03	http://www.cairn.info/revue-naqd.htm	SARL NAQD		revue-naqd												
Natures Sciences Sociétés	1240-1307	1765-2979	2004	Supplément	01	2014	Vol. 22	0Supp. 2	http://www.cairn.info/revue-natures-sciences-societes.htm	EDP Sciences		revue-natures-sciences-societes												
Négociations	1780-9231	1782-1452	2004	n° 1	01	2014	n° 9	02	http://www.cairn.info/revue-negociations.htm	De Boeck Supérieur		revue-negociations												
Norois	0029-182X	1760-8546	2012	n° 222	01	2014	n° 232	04	http://www.cairn.info/revue-norois.htm	Presses univ. de Rennes		revue-norois												
Notes du conseil d'analyse économique	2273-8525	2270-2385	2013	n° 1	01	2015	n° 9	10	http://www.cairn.info/revue-notes-du-conseil-d-analyse-economique.htm	Conseil d'analyse économique		revue-notes-du-conseil-d-analyse-economique												
Nouvelle revue d'esthétique	1969-2269	2264-2595	2008	n °8	01	2014	n° 9	02	http://www.cairn.info/revue-nouvelle-revue-d-esthetique.htm	Presses Universitaires de France		revue-nouvelle-revue-d-esthetique												
Nouvelle revue de psychosociologie	1951-9532	1961-8697	2006	n° 2	01	2014	n° 9	02	http://www.cairn.info/revue-nouvelle-revue-de-psychosociologie.htm	ERES		revue-nouvelle-revue-de-psychosociologie												
Nouvelle revue théologique	0029-4845		2013	Tome 135	01	2015	Tome 137	04	http://www.cairn.info/revue-nouvelle-revue-theologique.htm	Association Nouvelle revue théologique		revue-nouvelle-revue-theologique												
Nouvelles FondationS	1951-9745	2101-0242	2006	n° 1	01	2007	n° 7-8	03	http://www.cairn.info/revue-nouvelles-fondations.htm	Fond. G. Péri		revue-nouvelles-fondations												
Nouvelles Questions Féministes	0248-4951		2013	Vol. 32	01	2014	Vol. 33	02	http://www.cairn.info/revue-nouvelles-questions-feministes.htm	Editions Antipodes		revue-nouvelles-questions-feministes												
Outre-Terre	1636-3671	1951-624X	2003	n° 10	01	2014	N° 41	04	http://www.cairn.info/revue-outre-terre1.htm	Outre-terre		revue-outre-terre1												
Pardès	0295-5652	2271-1880	2001	N° 30	01	2014	N° 55	02	http://www.cairn.info/revue-pardes.htm	In Press		revue-pardes												
Parlement[s], Revue d'histoire politique	1768-6520	1760-6233	2004	n° 1	01	2014	n° HS 9	03	http://www.cairn.info/revue-parlements1.htm	L'Harmattan		revue-parlements1												
Participations	2034-7650	2034-7669	2011	N° 1	01	2014	N° 9	03	http://www.cairn.info/revue-participations.htm	De Boeck Supérieur		revue-participations												
Pensée plurielle	1376-0963	1782-1479	2001	n° 10	01	2014	n°16	03	http://www.cairn.info/revue-pensee-plurielle.htm	De Boeck Supérieur		revue-pensee-plurielle												
Perspectives économiques de l'OCDE	0304-3274	1684-3436	2001	n° 69	01	2012	N° 92	02	http://www.cairn.info/revue-perspectives-economiques-de-l-ocde.htm	Ed. de l'OCDE		revue-perspectives-economiques-de-l-ocde												
Perspectives Psy	0031-6032	2118-4038	2004	Vol .47	01	2014	Vol. 53	05	http://www.cairn.info/revue-perspectives-psy.htm	EDK, Groupe EDP Sciences		revue-perspectives-psy												
Philosophia Scientiæ	1281-2463	1775-4283	2012	16-1	01	2014	18-3	03	http://www.cairn.info/revue-philosophia-scientiae.htm	Editions Kimé		revue-philosophia-scientiae												
Philosophie	0294-1805	1968-391X	2001	n° 100	01	2015	n° 99	04	http://www.cairn.info/revue-philosophie.htm	Editions de Minuit		revue-philosophie												
Revue philosophique de la France et de l'étranger	0035-3833	2104-385X	2001	Tome 126	01	2015	Tome 140	04	http://www.cairn.info/revue-philosophique.htm	Presses Universitaires de France		revue-philosophique												
Plein droit	0987-3260	2262-5135	2001	n° 100	01	2014	n° 99	04	http://www.cairn.info/revue-plein-droit.htm	GISTI		revue-plein-droit												
Poétique	1245-1274	1968-3871	2003	n° 133	01	2014	n° 176	04	http://www.cairn.info/revue-poetique.htm	Le Seuil		revue-poetique												
Pôle Sud	1262-1676	1960-6656	2004	n° 20	01	2014	n° 41	02	http://www.cairn.info/revue-pole-sud.htm	ARPoS		revue-pole-sud												
Politique africaine	0244-7827	2264-5047	1999	N° 100	01	2014	N° 99	04	http://www.cairn.info/revue-politique-africaine.htm	Editions Karthala		revue-politique-africaine												
Politique américaine	1771-8848	2264-5306	2005	N° 1	01	2014	N° 9	03	http://www.cairn.info/revue-politique-americaine.htm	L'Harmattan		revue-politique-americaine												
Politique étrangère	0032-342X	1958-8992	2005	Automne	01	2015	Printemps	05	http://www.cairn.info/revue-politique-etrangere.htm	Institut français des relations internationales (IFRI)		revue-politique-etrangere												
Politique européenne	1623-6297	2105-2875	2000	n° 1	01	2014	n° 9	04	http://www.cairn.info/revue-politique-europeenne.htm	L'Harmattan		revue-politique-europeenne												
Politiques de communication	2271-068X		2013	N° 1	01	2014	N° 3	02	http://www.cairn.info/revue-politiques-de-communication.htm	Presses univ. de Grenoble		revue-politiques-de-communication												
Politiques et gestion de l'enseignement supérieur	1682-346X	1684-3592	2002	n° 14	01	2008	n° 20	03	http://www.cairn.info/revue-politiques-et-gestion-de-l-enseignement-superieur.htm	Ed. de l'OCDE		revue-politiques-et-gestion-de-l-enseignement-superieur												
Politix	0295-2319	1953-8286	2005	n° 100	01	2014	nº 80 	04	http://www.cairn.info/revue-politix.htm	De Boeck Supérieur		revue-politix												
Population	0032-4663	1957-7966	2001	Vol. 56	01	2014	Vol. 69	06	http://www.cairn.info/revue-population.htm	Institut national d'études démographiques (INED)		revue-population												
Population et Avenir	0223-5706	1968-3952	2005	n° 671	01	2015	n° 721	05	http://www.cairn.info/revue-population-et-avenir.htm	Association Population et Avenir		revue-population-et-avenir												
Pour	0245-9442		2007	N° 193	01	2014	n° 199	05	http://www.cairn.info/revue-pour.htm	GREP		revue-pour												
Pouvoirs	0152-0768	2101-0390	2001	n° 100	01	2015	n°140	04	http://www.cairn.info/revue-pouvoirs.htm	Le Seuil		revue-pouvoirs												
Pratiques et Organisation des Soins	1952-9201	1961-9391	2008	Vol. 39	01	2012	Vol. 43	04	http://www.cairn.info/revue-pratiques-et-organisation-des-soins.htm	CNAMTS		revue-pratiques-et-organisation-des-soins												
Présence Africaine	0032-7638	2271-197X	1947	N° 1	01	2013	N° 99-100	14	http://www.cairn.info/revue-presence-africaine.htm	Editions Présence Africaine		revue-presence-africaine												
Problèmes d'Amérique latine	0765-1333	1968-3898	2008	 N° 76	01	2014	N° 91	05	http://www.cairn.info/revue-problemes-d-amerique-latine.htm	ESKA		revue-problemes-d-amerique-latine												
Projectics / Proyéctica / Projectique	2031-9703	2032-0043	2008	n° 0	01	2012	n°8	03	http://www.cairn.info/revue-projectique.htm	De Boeck Supérieur		revue-projectique												
Revue Projet	0033-0884	2108-6648	2001	n ° 303	01	2015	n° HS 01	07	http://www.cairn.info/revue-projet.htm	C.E.R.A.S		revue-projet												
PSN	1955-2351		2012	Volume 10	01	2015	Volume 13	04	http://www.cairn.info/revue-psn.htm	Editions Matériologiques		revue-psn												
Psychanalyse	1770-0078	1951-6320	2004	n° 1	01	2014	n° 9	03	http://www.cairn.info/revue-psychanalyse.htm	ERES		revue-psychanalyse												
Psychologie Clinique	1145-1882	2118-4224	2009	N° 27	01	2014	n°31	02	http://www.cairn.info/revue-psychologie-clinique.htm	EDK, Groupe EDP Sciences		revue-psychologie-clinique												
Psychologie clinique et projective	1265-5449	2118-4496	2001	n° 10	01	2014	n° 9	01	http://www.cairn.info/revue-psychologie-clinique-et-projective.htm	ERES		revue-psychologie-clinique-et-projective												
Psychosomatique relationnelle		2272-916X	2013	N° 1	01	2014	N° 3	02	http://www.cairn.info/revue-psychosomatique-relationnelle.htm	Centre international de psychosomatique		revue-psychosomatique-relationnelle												
Psychothérapies	0251-737X		2002	Vol. 22	01	2014	Vol. 34	04	http://www.cairn.info/revue-psychotherapies.htm	Médecine et Hygiène		revue-psychotherapies												
Psychotropes	1245-2092	1782-1487	2001	Vol. 10	01	2014	Vol. 9	04	http://www.cairn.info/revue-psychotropes.htm	De Boeck Supérieur		revue-psychotropes												
Quaderni	0987-1381	2105-2956	2012	n° 77	01	2014	n° 84	03	http://www.cairn.info/revue-quaderni.htm	Éditions de la Maison des sciences de l'homme		revue-quaderni												
Questions de communication	1633-5961	2259-8901	2011	n° 19	0	2014	n° 25	02	http://www.cairn.info/revue-questions-de-communication.htm	PUN - Editions universitaires de Lorraine		revue-questions-de-communication												
Question(s) de management	2262-7030	2271-2127	2012	N° 0	01	2014	n° 8	04	http://www.cairn.info/revue-questions-de-management.htm	I.M.C.F		revue-questions-de-management												
Raisons politiques	1291-1941	1950-6708	2001	n° 1	01	2014	n°42	04	http://www.cairn.info/revue-raisons-politiques.htm	Presses de Sciences Po (P.F.N.S.P.)		revue-raisons-politiques												
Annales des Mines - Réalités industrielles	1148-7941	2271-7978	2008	Août 2008	01	2015	Novembre 2014	04	http://www.cairn.info/revue-realites-industrielles1.htm	ESKA		revue-realites-industrielles1												
Recherche en soins infirmiers	0297-2964	2271-8362	2005	N° 100	01	2014	N°108	04	http://www.cairn.info/revue-recherche-en-soins-infirmiers.htm	Association de recherche en soins infirmiers (ARSI)		revue-recherche-en-soins-infirmiers												
Recherche et formation	0988-1824	1968-3936	2012	n° 69	01	2013	n° 74	03	http://www.cairn.info/revue-recherche-et-formation.htm	E.N.S. Editions		revue-recherche-et-formation												
Recherches de Science Religieuse	0034-1258	2104-3884	2001	Tome 100	01	2014	Tome 99	04	http://www.cairn.info/revue-recherches-de-science-religieuse.htm	Centre Sèvres		revue-recherches-de-science-religieuse												
Recherches économiques de Louvain	0770-4518	1782-1495	2001	Vol. 67	01	2014	Vol. 80	04	http://www.cairn.info/revue-recherches-economiques-de-louvain.htm	De Boeck Supérieur		revue-recherches-economiques-de-louvain												
Recherches en psychanalyse	1767-5448	1965-0213	2004	n° 1	01	2014	n° 9	02	http://www.cairn.info/revue-recherches-en-psychanalyse.htm	Association Recherches en psychanalyse		revue-recherches-en-psychanalyse												
Recherches en Sciences de Gestion	2259-6372	2271-2836	2011	N° 100	01	2014	N° 99	06	http://www.cairn.info/revue-recherches-en-sciences-de-gestion.htm	ISEOR		revue-recherches-en-sciences-de-gestion												
Recherches familiales	1763-718X	2118-3252	2004	n° 10	01	2014	N°3	01	http://www.cairn.info/revue-recherches-familiales.htm	Union nationale des associations familiales (UNAF)		revue-recherches-familiales												
Recherches linguistiques de Vincennes	0986-6124	1958-9239	2012	n° 41	01	2013	n° 42	01	http://www.cairn.info/revue-recherches-linguistiques-de-vincennes.htm	Presses universitaires de Vincennes		revue-recherches-linguistiques-de-vincennes												
Recherches sur Diderot et sur l'Encyclopédie	0769-0886	1955-2416	2012	n° 47	01	2014	n° 49	01	http://www.cairn.info/revue-recherches-sur-diderot-et-sur-l-encyclopedie.htm	Société Diderot		revue-recherches-sur-diderot-et-sur-l-encyclopedie												
Reflets et perspectives de la vie économique	0034-2971	1782-1509	2001	Tome L	01	2014	Tome XLVIII	04	http://www.cairn.info/revue-reflets-et-perspectives-de-la-vie-economique.htm	De Boeck Supérieur		revue-reflets-et-perspectives-de-la-vie-economique												
Réformes économiques	1813-2731	1813-274X	2005	n° 1	01	2012	n° 8	01	http://www.cairn.info/revue-reformes-economiques.htm	Ed. de l'OCDE		revue-reformes-economiques												
Regards croisés sur l'économie	1956-7413	2119-3975	2007	n° 1	01	2014	n° 9	02	http://www.cairn.info/revue-regards-croises-sur-l-economie.htm	La Découverte		revue-regards-croises-sur-l-economie												
Regards sur l'économie allemande	1156-8992	1965-0787	2012	n° 104	01	2014	n° 115	04	http://www.cairn.info/revue-regards-sur-l-economie-allemande.htm	CIRAC		revue-regards-sur-l-economie-allemande												
Relations internationales 	0335-2013	2105-2654	2005	n° 121	01	2015	n° 160	04	http://www.cairn.info/revue-relations-internationales.htm	Presses Universitaires de France		revue-relations-internationales												
Reliance	1774-9743	1951-6282	2005	n° 15	01	2008	n° 29	04	http://www.cairn.info/revue-reliance.htm	ERES		revue-reliance												
Repères, cahier de danse	2112-5147	2271-7811	2006	n° 17	01	2014	n° 34	02	http://www.cairn.info/revue-reperes-cahier-de-danse.htm	La Briqueterie / CDC du Val-de-Marne		revue-reperes-cahier-de-danse												
Réseaux	0751-7971	1777-5809	1983	Hors-série	0	2014	n° 99	07	http://www.cairn.info/revue-reseaux.htm	La Découverte		revue-reseaux												
Annales des Mines - Responsabilité et environnement	1268-4783	2271-8052	2008	N° 49	01	2015	N°57	04	http://www.cairn.info/revue-responsabilite-et-environnement1.htm	ESKA		revue-responsabilite-et-environnement1												
Retraite et société	1167-4687	1961-8719	2001	n° 34	01	2014	n°65	04	http://www.cairn.info/revue-retraite-et-societe.htm	La Doc. française		revue-retraite-et-societe												
Revue française de sociologie (English)			2012	Vol. 53	01	2012	Vol. 53	04	http://www.cairn.info/revue-revue-francaise-de-sociologie-english.htm	Presses de Sciences Po (P.F.N.S.P.)		revue-revue-francaise-de-sociologie-english												
RIMHE : Revue Interdisciplinaire Management, Homme(s) et Entreprise	2259-2490	2260-5584	2012	n° 10	01	2015	n°7	05	http://www.cairn.info/revue-rimhe.htm	ARIMHE		revue-rimhe												
Rives méditerranéennes	2103-4001	2119-4696	2012	n° 41	01	2014	n° 49	03	http://www.cairn.info/revue-rives-mediterraneennes.htm	M.M.S.H.		revue-rives-mediterraneennes												
Romantisme	0048-8593	1957-7958	2004	n° 123	01	2014	n°159	04	http://www.cairn.info/revue-romantisme.htm	Armand Colin / Dunod		revue-romantisme												
Rue Descartes	1144-0821	2102-5819	2001	n° 31	01	2014	n° 83	04	http://www.cairn.info/revue-rue-descartes.htm	Collège international de Philosophie		revue-rue-descartes												
Santé Publique	0995-3914	2104-3841	2001	S1	01	2014	Vol. 26	0N°2 Suppl.	http://www.cairn.info/revue-sante-publique.htm	S.F.S.P.		revue-sante-publique												
Savoir/Agir	1958-7856	1958-5535	2007	n° 1	01	2014	n° 30	04	http://www.cairn.info/revue-savoir-agir.htm	Editions du Croquant		revue-savoir-agir												
Savoirs	1763-4229	2111-4390	2003	Hors série	01	2014	n° 36	05	http://www.cairn.info/revue-savoirs.htm	L'Harmattan		revue-savoirs												
Savoirs et clinique	1634-3298	1776-2871	2002	n° 7	01	2015	n° 9	02	http://www.cairn.info/revue-savoirs-et-cliniques.htm	ERES		revue-savoirs-et-cliniques												
Movement et Sport Sciences	2118-5735	2118-5743	2002	n° 45	01	2014	n° 86	04	http://www.cairn.info/revue-science-et-motricite.htm	EDP Sciences		revue-science-et-motricite												
Sciences Eaux et Territoires	2109-3016	1775-3783	2010	Cahier spécial	01	2014	Numéro spécial	0Numéro III	http://www.cairn.info/revue-sciences-eaux-et-territoires.htm	Irstea		revue-sciences-eaux-et-territoires												
Sciences sociales et santé	0294-0337	1777-5914	2006	Vol. 24	01	2014	Vol. 32	04	http://www.cairn.info/revue-sciences-sociales-et-sante.htm	John Libbey Eurotext		revue-sciences-sociales-et-sante												
Sciences sociales et sport	1967-7359	2264-5748	2008	N° 1	01	2014	N° 7	01	http://www.cairn.info/revue-sciences-sociales-et-sport.htm	L'Harmattan		revue-sciences-sociales-et-sport												
Sécurité globale	1959-6782	2271-2194	2008	Hors-série	01	2013	N° 9	05	http://www.cairn.info/revue-securite-globale.htm	ESKA		revue-securite-globale												
Société, droit et religion	2110-6657	2272-9054	2011	Numéro 1	01	2014	Numéro 4	01	http://www.cairn.info/revue-societe-droit-et-religion.htm	C.N.R.S. Editions		revue-societe-droit-et-religion												
Sociétés	0765-3697	1782-155X	2001	n° 71	01	2014	n°119	04	http://www.cairn.info/revue-societes.htm	De Boeck Supérieur		revue-societes												
Sociétés contemporaines	1150-1944	1950-6899	2001	n° 41-42	01	2014	n°82	04	http://www.cairn.info/revue-societes-contemporaines.htm	Presses de Sciences Po (P.F.N.S.P.)		revue-societes-contemporaines												
Sociétés et Représentations	1262-2966	2104-404X	2000	n° 10	01	2014	N° 38	02	http://www.cairn.info/revue-societes-et-representations.htm	Publications de la Sorbonne		revue-societes-et-representations												
Sociologie	2108-8845	2108-6915	2010	Vol. 1	01	2014	Vol. 5	04	http://www.cairn.info/revue-sociologie.htm	Presses Universitaires de France		revue-sociologie												
Sociologie de l'Art	0779-1674	2264-5209	2003	OPuS 1 & 2	01	2014	OPuS 9 & 10	03	http://www.cairn.info/revue-sociologie-de-l-art.htm	L'Harmattan		revue-sociologie-de-l-art												
Sociologies pratiques	1295-9278	2104-3787	2005	HS 1	01	2014	n° 29	0Supplément	http://www.cairn.info/revue-sociologies-pratiques.htm	Presses de Sciences Po (P.F.N.S.P.)		revue-sociologies-pratiques												
Spirale	1278-4699	1951-6274	2001	n° 17	01	2014	N° 72	04	http://www.cairn.info/revue-spirale.htm	ERES		revue-spirale												
Staps	0247-106X	1782-1568	2001	n° 54	01	2014	n° 105	04	http://www.cairn.info/revue-staps.htm	De Boeck Supérieur		revue-staps												
Sud/Nord	1265-2067	1776-288X	2001	n° 14	01	2010	n° 25	02	http://www.cairn.info/revue-sud-nord.htm	ERES		revue-sud-nord												
Revue sur le droit et la politique de la concurrence	1560-7798	1684-3452	2001	Vol. 3	01	2007	Vol. 9	04	http://www.cairn.info/revue-sur-le-droit-et-la-politique-de-la-concurrence.htm	Ed. de l'OCDE		revue-sur-le-droit-et-la-politique-de-la-concurrence												
Syntaxe et sémantique	1623-6742	2271-2852	2000	N° 1	01	2013	N° 9	01	http://www.cairn.info/revue-syntaxe-et-semantique.htm	Presses universitaires de Caen		revue-syntaxe-et-semantique												
Systèmes d'information et management	1260-4984		2008	Volume 13	01	2014	Volume 19	04	http://www.cairn.info/revue-systemes-d-information-et-management.htm	ESKA		revue-systemes-d-information-et-management												
Techniques et Culture	0248-6016	1952-420X	2012	n° 58	01	2012	n° 59	02	http://www.cairn.info/revue-techniques-et-culture.htm	Éditions de la Maison des sciences de l'homme		revue-techniques-et-culture												
Télévision	2108-8926		2010	N° 1	01	2014	n° 3	01	http://www.cairn.info/revue-television.htm	C.N.R.S. Editions		revue-television												
Terrains et travaux	1627-9506	2104-3779	2000	n° 1	01	2014	n° 9	02	http://www.cairn.info/revue-terrains-et-travaux.htm	ENS Cachan		revue-terrains-et-travaux												
Thérapie Familiale	0250-4952		2001	Vol. 22	01	2014	Vol. 35	04	http://www.cairn.info/revue-therapie-familiale.htm	Médecine et Hygiène		revue-therapie-familiale												
Revue Tiers Monde	1293-8882	1963-1359	2003	HS	01	2014	n°215	05	http://www.cairn.info/revue-tiers-monde.htm	Armand Colin / Dunod		revue-tiers-monde												
Topique	0040-9375	1965-0604	2001	n° 74	01	2014	N°83	04	http://www.cairn.info/revue-topique.htm	L'Esprit du temps		revue-topique												
Tracés	1763-0061	1963-1812	2012	n° 22	01	2014	n° HS-14	03	http://www.cairn.info/revue-traces.htm	E.N.S. Editions		revue-traces												
Transversalités	1286-9449	2259-3799	2008	N° 105	01	2015	N° 132	04	http://www.cairn.info/revue-transversalites.htm	Institut Catholique de Paris		revue-transversalites												
Travail et emploi	0224-4365	1775-416X	2012	HS 2013	01	2014	n° 138	05	http://www.cairn.info/revue-travail-et-emploi.htm	DARES		revue-travail-et-emploi												
Travail, genre et sociétés	1294-6303	2105-2174	1999	N° 1	01	2014	Nº 21	02	http://www.cairn.info/revue-travail-genre-et-societes.htm	La Découverte		revue-travail-genre-et-societes												
Travailler	1620-5340	2102-5150	2001	n° 10	01	2014	n° 9	02	http://www.cairn.info/revue-travailler.htm	Martin Média		revue-travailler												
Travaux de linguistique	0082-6049	1782-1576	2001	n° 50	01	2014	n°68	02	http://www.cairn.info/revue-travaux-de-linguistique.htm	De Boeck Supérieur		revue-travaux-de-linguistique												
Tumultes	1243-549X	2118-2892	2001	n° 16	01	2014	n° 43	02	http://www.cairn.info/revue-tumultes.htm	Editions Kimé		revue-tumultes												
Vacarme	1253-2479	2107-092X	1997	n° 1	01	2015	n° 9	04	http://www.cairn.info/revue-vacarme.htm	Association Vacarme		revue-vacarme												
Vie et sciences de l'entreprise	2262-5321	2262-5372	2005	N° 168 - 169	01	2014	N° 198	04	http://www.cairn.info/revue-vie-et-sciences-de-l-entreprise.htm	ANDESE		revue-vie-et-sciences-de-l-entreprise												
Vie sociale	0042-5605	2271-717X	2006	N° 1	01	2015	n° 9	04	http://www.cairn.info/revue-vie-sociale.htm	ERES		revue-vie-sociale												
VST - Vie sociale et traitements	0396-8669	1776-2898	2001	n° 69	01	2015	n° 99	04	http://www.cairn.info/revue-vie-sociale-et-traitements.htm	ERES		revue-vie-sociale-et-traitements												
Vingtième Siècle. Revue d'histoire	0294-1759	1950-6678	2001	n° 69	01	2015	n° 99	04	http://www.cairn.info/revue-vingtieme-siecle-revue-d-histoire.htm	Presses de Sciences Po (P.F.N.S.P.)		revue-vingtieme-siecle-revue-d-histoire												
Volume !	1634-5495	1950-568X	2012	10:1	01	2014	9:2	02	http://www.cairn.info/revue-volume.htm	Editions Mélanie Seteun		revue-volume												
Vraiment durable	2260-2895	2272-8481	2012	n° 1	01	2014	n° 5/ 6	02	http://www.cairn.info/revue-vraiment-durable.htm	Victoires éditions		revue-vraiment-durable												
