publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	pkb-doi
Quaker Studies	9780199608676	9780191756658							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199608676.001.0001/oxfordhb-9780199608676		oxfordhb/9780199608676					Handbook									10.1093/oxfordhb/9780199608676.001.0001
International Human Rights Law	9780199640133	9780191756672							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199640133.001.0001/oxfordhb-9780199640133		oxfordhb/9780199640133					Handbook									10.1093/oxfordhb/9780199640133.001.0001
Banking	9780199640935	9780191749506							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199640935.001.0001/oxfordhb-9780199640935		oxfordhb/9780199640935					Handbook									10.1093/oxfordhb/9780199640935.001.0001
Corporate Governance	9780199642007	9780191744662							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199642007.001.0001/oxfordhb-9780199642007		oxfordhb/9780199642007					Handbook									10.1093/oxfordhb/9780199642007.001.0001
Samuel Taylor Coleridge	9780199644179	9780191750700							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199644179.001.0001/oxfordhb-9780199644179		oxfordhb/9780199644179					Handbook									10.1093/oxfordhb/9780199644179.001.0001
Atheism	9780199644650	9780191756726							http://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199644650.001.0001/oxfordhb-9780199644650		oxfordhb/9780199644650					Handbook									10.1093/oxfordhb/9780199644650.001.0001
Asian Business Systems	9780199654925	9780191749889							http://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199654925.001.0001/oxfordhb-9780199654925		oxfordhb/9780199654925					Handbook									10.1093/oxfordhb/9780199654925.001.0001
Attention	9780199675111	9780191753015							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199675111.001.0001/oxfordhb-9780199675111		oxfordhb/9780199675111					Handbook									10.1093/oxfordhb/9780199675111.001.0001
Innovation Management	9780199694945	9780191749865							http://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199694945.001.0001/oxfordhb-9780199694945		oxfordhb/9780199694945					Handbook									10.1093/oxfordhb/9780199694945.001.0001
Employment Relations: Comparative Employment Systems	9780199695096	9780191749872							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199695096.001.0001/oxfordhb-9780199695096		oxfordhb/9780199695096					Handbook									10.1093/oxfordhb/9780199695096.001.0001
Compounding	9780199695720	9780191743566							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199695720.001.0001/oxfordhb-9780199695720		oxfordhb/9780199695720					Handbook									10.1093/oxfordhb/9780199695720.001.0001
Methodist Studies	9780199696116	9780191577017							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199696116.001.0001/oxfordhb-9780199696116		oxfordhb/9780199696116					Handbook									10.1093/oxfordhb/9780199696116.001.0001
Early Modern Theatre	9780199697861	9780191743610							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199697861.001.0001/oxfordhb-9780199697861		oxfordhb/9780199697861					Handbook									10.1093/oxfordhb/9780199697861.001.0001
Milton	9780199697885	9780191743900							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199697885.001.0001/oxfordhb-9780199697885		oxfordhb/9780199697885					Handbook									10.1093/oxfordhb/9780199697885.001.0001
Sikh Studies	9780199699308	9780191756962							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199699308.001.0001/oxfordhb-9780199699308		oxfordhb/9780199699308					Handbook									10.1093/oxfordhb/9780199699308.001.0001
Christianity and Economics	9780199729715	9780199983346							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199729715.001.0001/oxfordhb-9780199729715		oxfordhb/9780199729715					Handbook									10.1093/oxfordhb/9780199729715.001.0001
Psychology and Spirituality	9780199729920	9780199971114							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199729920.001.0001/oxfordhb-9780199729920		oxfordhb/9780199729920					Handbook									10.1093/oxfordhb/9780199729920.001.0001
Food History	9780199729937	9780199971268							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199729937.001.0001/oxfordhb-9780199729937		oxfordhb/9780199729937					Handbook									10.1093/oxfordhb/9780199729937.001.0001
Social Cognition	9780199730018	9780199984688							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199730018.001.0001/oxfordhb-9780199730018		oxfordhb/9780199730018					Handbook									10.1093/oxfordhb/9780199730018.001.0001
Sentencing and Corrections	9780199730148	9780199968756							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199730148.001.0001/oxfordhb-9780199730148		oxfordhb/9780199730148					Handbook									10.1093/oxfordhb/9780199730148.001.0001
Nineteenth-Century American Literature	9780199730438	9780199940554							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199730438.001.0001/oxfordhb-9780199730438		oxfordhb/9780199730438					Handbook									10.1093/oxfordhb/9780199730438.001.0001
Music Education, Volume 1	9780199730810	9780199971213							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199730810.001.0001/oxfordhb-9780199730810		oxfordhb/9780199730810					Handbook									10.1093/oxfordhb/9780199730810.001.0001
Economic Conflict Resolution	9780199730858	9780199971145							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199730858.001.0001/oxfordhb-9780199730858		oxfordhb/9780199730858					Handbook									10.1093/oxfordhb/9780199730858.001.0001
African American Slave Narrative	9780199731480	9780199983094							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199731480.001.0001/oxfordhb-9780199731480		oxfordhb/9780199731480					Handbook									10.1093/oxfordhb/9780199731480.001.0001
American Drama	9780199731497	9780199983131							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199731497.001.0001/oxfordhb-9780199731497		oxfordhb/9780199731497					Handbook									10.1093/oxfordhb/9780199731497.001.0001
Japanese Cinema	9780199731664	9780199983971							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199731664.001.0001/oxfordhb-9780199731664		oxfordhb/9780199731664					Handbook									10.1093/oxfordhb/9780199731664.001.0001
Sport and Performance Psychology	9780199731763	9780199971206							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199731763.001.0001/oxfordhb-9780199731763		oxfordhb/9780199731763					Handbook									10.1093/oxfordhb/9780199731763.001.0001
Iranian History	9780199732159	9780199940882							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199732159.001.0001/oxfordhb-9780199732159		oxfordhb/9780199732159					Handbook									10.1093/oxfordhb/9780199732159.001.0001
Personnel Assessment and Selection	9780199732579	9780199940745							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199732579.001.0001/oxfordhb-9780199732579		oxfordhb/9780199732579					Handbook									10.1093/oxfordhb/9780199732579.001.0001
Environmental and Conservation Psychology	9780199733026	9780199971329							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199733026.001.0001/oxfordhb-9780199733026		oxfordhb/9780199733026					Handbook									10.1093/oxfordhb/9780199733026.001.0001
Ancient Iran	9780199733309	9780199983926							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199733309.001.0001/oxfordhb-9780199733309		oxfordhb/9780199733309					Handbook									10.1093/oxfordhb/9780199733309.001.0001
New Audiovisual Aesthetics	9780199733866	9780199984268							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199733866.001.0001/oxfordhb-9780199733866		oxfordhb/9780199733866					Handbook									10.1093/oxfordhb/9780199733866.001.0001
Rehabilitation Psychology	9780199733989	9780199971169							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199733989.001.0001/oxfordhb-9780199733989		oxfordhb/9780199733989					Handbook									10.1093/oxfordhb/9780199733989.001.0001
The Indian Economy	9780199734580	9780199940844							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199734580.001.0001/oxfordhb-9780199734580		oxfordhb/9780199734580					Handbook									10.1093/oxfordhb/9780199734580.001.0001
Positive Organizational Scholarship	9780199734610	9780199940608							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199734610.001.0001/oxfordhb-9780199734610		oxfordhb/9780199734610					Handbook									10.1093/oxfordhb/9780199734610.001.0001
Thinking and Reasoning	9780199734689	9780199968718							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199734689.001.0001/oxfordhb-9780199734689		oxfordhb/9780199734689					Handbook									10.1093/oxfordhb/9780199734689.001.0001
Engineering and Technology in the Classical World	9780199734856	9780199940349							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199734856.001.0001/oxfordhb-9780199734856		oxfordhb/9780199734856					Handbook									10.1093/oxfordhb/9780199734856.001.0001
Personality Disorders	9780199735013	9780199971251							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199735013.001.0001/oxfordhb-9780199735013		oxfordhb/9780199735013					Handbook									10.1093/oxfordhb/9780199735013.001.0001
Language Production	9780199735471	9780199984022							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199735471.001.0001/oxfordhb-9780199735471		oxfordhb/9780199735471					Handbook									10.1093/oxfordhb/9780199735471.001.0001
Jewish Ethics and Morality	9780199736065	9780199971398							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199736065.001.0001/oxfordhb-9780199736065		oxfordhb/9780199736065					Handbook									10.1093/oxfordhb/9780199736065.001.0001
Reciprocal Adult Development and Learning (2 ed.)	9780199736300	9780199940639							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199736300.001.0001/oxfordhb-9780199736300		oxfordhb/9780199736300					Handbook									10.1093/oxfordhb/9780199736300.001.0001
Diversity and Work	9780199736355	9780199971497							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199736355.001.0001/oxfordhb-9780199736355		oxfordhb/9780199736355					Handbook									10.1093/oxfordhb/9780199736355.001.0001
The Social Science of Obesity	9780199736362	9780199940684							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199736362.001.0001/oxfordhb-9780199736362		oxfordhb/9780199736362					Handbook									10.1093/oxfordhb/9780199736362.001.0001
Children's Musical Cultures	9780199737635	9780199971442							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199737635.001.0001/oxfordhb-9780199737635		oxfordhb/9780199737635					Handbook									10.1093/oxfordhb/9780199737635.001.0001
Comparative Evolutionary Psychology	9780199738182	9780199940943							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199738182.001.0001/oxfordhb-9780199738182		oxfordhb/9780199738182					Handbook									10.1093/oxfordhb/9780199738182.001.0001
Evolutionary Perspectives on Violence, Homicide, and War	9780199738403	9780199971138							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199738403.001.0001/oxfordhb-9780199738403		oxfordhb/9780199738403					Handbook									10.1093/oxfordhb/9780199738403.001.0001
Cognitive Linguistics	9780199738632	9780199940219							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199738632.001.0001/oxfordhb-9780199738632		oxfordhb/9780199738632					Handbook									10.1093/oxfordhb/9780199738632.001.0001
International Psychological Ethics	9780199739165	9780199971091							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199739165.001.0001/oxfordhb-9780199739165		oxfordhb/9780199739165					Handbook									10.1093/oxfordhb/9780199739165.001.0001
Economics of the Biopharmaceutical Industry	9780199742998	9780199968749							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199742998.001.0001/oxfordhb-9780199742998		oxfordhb/9780199742998					Handbook									10.1093/oxfordhb/9780199742998.001.0001
Greek and Roman Comedy	9780199743544	9780199983728							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199743544.001.0001/oxfordhb-9780199743544		oxfordhb/9780199743544					Handbook									10.1093/oxfordhb/9780199743544.001.0001
Sociolinguistics	9780199744084	9780199971534							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199744084.001.0001/oxfordhb-9780199744084		oxfordhb/9780199744084					Handbook									10.1093/oxfordhb/9780199744084.001.0001
Feminist Multicultural Counseling Psychology	9780199744220	9780199971350							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199744220.001.0001/oxfordhb-9780199744220		oxfordhb/9780199744220					Handbook									10.1093/oxfordhb/9780199744220.001.0001
Child and Adolescent Eating Disorders: Developmental Perspectives	9780199744459	9780199940172							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199744459.001.0001/oxfordhb-9780199744459		oxfordhb/9780199744459					Handbook									10.1093/oxfordhb/9780199744459.001.0001
U.S. Enivronmental Policy	9780199744671	9780199971275							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199744671.001.0001/oxfordhb-9780199744671		oxfordhb/9780199744671					Handbook									10.1093/oxfordhb/9780199744671.001.0001
Retirement	9780199746521	9780199971343							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199746521.001.0001/oxfordhb-9780199746521		oxfordhb/9780199746521					Handbook									10.1093/oxfordhb/9780199746521.001.0001
The American Revolution	9780199746705	9780199971312							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199746705.001.0001/oxfordhb-9780199746705		oxfordhb/9780199746705					Handbook									10.1093/oxfordhb/9780199746705.001.0001
Criminological Theory	9780199747238	9780199971077							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199747238.001.0001/oxfordhb-9780199747238		oxfordhb/9780199747238					Handbook									10.1093/oxfordhb/9780199747238.001.0001
Latin American Political Economy	9780199747504	9780199968794							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199747504.001.0001/oxfordhb-9780199747504		oxfordhb/9780199747504					Handbook									10.1093/oxfordhb/9780199747504.001.0001
Intergroup Conflict	9780199747672	9780199971121							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199747672.001.0001/oxfordhb-9780199747672		oxfordhb/9780199747672					Handbook									10.1093/oxfordhb/9780199747672.001.0001
Deaf Studies, Language, and Education, Volume 1 (2 ed.)	9780199750986	9780199940271							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199750986.001.0001/oxfordhb-9780199750986		oxfordhb/9780199750986					Handbook									10.1093/oxfordhb/9780199750986.001.0001
Gender and Politics	9780199751457	9780199971503							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199751457.001.0001/oxfordhb-9780199751457		oxfordhb/9780199751457					Handbook									10.1093/oxfordhb/9780199751457.001.0001
The Economics of the Pacific Rim	9780199751990	9780199984817							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199751990.001.0001/oxfordhb-9780199751990		oxfordhb/9780199751990					Handbook									10.1093/oxfordhb/9780199751990.001.0001
Leadership and Organizations	9780199755615	9780199984053							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199755615.001.0001/oxfordhb-9780199755615		oxfordhb/9780199755615					Handbook									10.1093/oxfordhb/9780199755615.001.0001
African American Theology	9780199755653	9780199983100							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199755653.001.0001/oxfordhb-9780199755653		oxfordhb/9780199755653					Handbook									10.1093/oxfordhb/9780199755653.001.0001
Recruitment	9780199756094	9780199984565							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199756094.001.0001/oxfordhb-9780199756094		oxfordhb/9780199756094					Handbook									10.1093/oxfordhb/9780199756094.001.0001
Medical Ethnomusicology	9780199756261	9780199940509							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199756261.001.0001/oxfordhb-9780199756261		oxfordhb/9780199756261					Handbook									10.1093/oxfordhb/9780199756261.001.0001
Cognitive Engineering	9780199757183	9780199971466							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199757183.001.0001/oxfordhb-9780199757183		oxfordhb/9780199757183					Handbook									10.1093/oxfordhb/9780199757183.001.0001
Sound and Image in Digital Media	9780199757640	9780199984718							http://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199757640.001.0001/oxfordhb-9780199757640		oxfordhb/9780199757640					Handbook									10.1093/oxfordhb/9780199757640.001.0001
Psychology of Working	9780199758791	9780199984510							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199758791.001.0001/oxfordhb-9780199758791		oxfordhb/9780199758791					Handbook									10.1093/oxfordhb/9780199758791.001.0001
The Russian Economy	9780199759927	9780199984893							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199759927.001.0001/oxfordhb-9780199759927		oxfordhb/9780199759927					Handbook									10.1093/oxfordhb/9780199759927.001.0001
Religion and Violence	9780199759996	9780199971381							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199759996.001.0001/oxfordhb-9780199759996		oxfordhb/9780199759996					Handbook									10.1093/oxfordhb/9780199759996.001.0001
Political Psychology (2 ed.)	9780199760107	9780199984367							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199760107.001.0001/oxfordhb-9780199760107		oxfordhb/9780199760107					Handbook									10.1093/oxfordhb/9780199760107.001.0001
Organizational Socialization	9780199763672	9780199971152							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199763672.001.0001/oxfordhb-9780199763672		oxfordhb/9780199763672					Handbook									10.1093/oxfordhb/9780199763672.001.0001
Evidence-Based Management	9780199763986	9780199968879							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199763986.001.0001/oxfordhb-9780199763986		oxfordhb/9780199763986					Handbook									10.1093/oxfordhb/9780199763986.001.0001
Arabic Linguistics	9780199764136	9780199983193							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199764136.001.0001/oxfordhb-9780199764136		oxfordhb/9780199764136					Handbook									10.1093/oxfordhb/9780199764136.001.0001
Propaganda Studies	9780199764419	9780199984473							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199764419.001.0001/oxfordhb-9780199764419		oxfordhb/9780199764419					Handbook									10.1093/oxfordhb/9780199764419.001.0001
State and Local Government Finance	9780199765362	9780199940790							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199765362.001.0001/oxfordhb-9780199765362		oxfordhb/9780199765362					Handbook									10.1093/oxfordhb/9780199765362.001.0001
Chinese Cinemas	9780199765607	9780199983315							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199765607.001.0001/oxfordhb-9780199765607		oxfordhb/9780199765607					Handbook									10.1093/oxfordhb/9780199765607.001.0001
Offshoring, Job Growth and the Global Economic Crisis	9780199765904	9780199984282							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199765904.001.0001/oxfordhb-9780199765904		oxfordhb/9780199765904					Handbook									10.1093/oxfordhb/9780199765904.001.0001
Poverty and Child Development	9780199769100	9780199968862							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199769100.001.0001/oxfordhb-9780199769100		oxfordhb/9780199769100					Handbook									10.1093/oxfordhb/9780199769100.001.0001
Childhood and Education in the Classical World	9780199781546	9780199983308							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199781546.001.0001/oxfordhb-9780199781546		oxfordhb/9780199781546					Handbook									10.1093/oxfordhb/9780199781546.001.0001
Managerial Economics	9780199782956	9780199984091							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199782956.001.0001/oxfordhb-9780199782956		oxfordhb/9780199782956					Handbook									10.1093/oxfordhb/9780199782956.001.0001
The Psalms	9780199783335	9780199364756							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199783335.001.0001/oxfordhb-9780199783335		oxfordhb/9780199783335					Handbook									10.1093/oxfordhb/9780199783335.001.0001
Computer Music	9780199792030	9780199940233							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199792030.001.0001/oxfordhb-9780199792030		oxfordhb/9780199792030					Handbook									10.1093/oxfordhb/9780199792030.001.0001
Research Strategies for Clinical Psychology	9780199793549	9780199984602							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199793549.001.0001/oxfordhb-9780199793549		oxfordhb/9780199793549					Handbook									10.1093/oxfordhb/9780199793549.001.0001
Health Communication, Behavior Change, and Treatment Adherence	9780199795833	9780199983742							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199795833.001.0001/oxfordhb-9780199795833		oxfordhb/9780199795833					Handbook									10.1093/oxfordhb/9780199795833.001.0001
Child Psychological Assessment	9780199796304	9780199983292							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199796304.001.0001/oxfordhb-9780199796304		oxfordhb/9780199796304					Handbook									10.1093/oxfordhb/9780199796304.001.0001
Interactive Audio	9780199797226	9780199983872							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199797226.001.0001/oxfordhb-9780199797226		oxfordhb/9780199797226					Handbook									10.1093/oxfordhb/9780199797226.001.0001
The Economics of Gambling	9780199797912	9780199984794							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199797912.001.0001/oxfordhb-9780199797912		oxfordhb/9780199797912					Handbook									10.1093/oxfordhb/9780199797912.001.0001
Virtuality	9780199826162	9780199984985							http://www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199826162.001.0001/oxfordhb-9780199826162		oxfordhb/9780199826162					Handbook									10.1093/oxfordhb/9780199826162.001.0001
U.S. Social Policy 	9780199838509	9780199984954							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199838509.001.0001/oxfordhb-9780199838509		oxfordhb/9780199838509					Handbook									10.1093/oxfordhb/9780199838509.001.0001
Gender, Sex, and Crime	9780199838707	9780199983698							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199838707.001.0001/oxfordhb-9780199838707		oxfordhb/9780199838707					Handbook									10.1093/oxfordhb/9780199838707.001.0001
Papyrology	9780199843695	9780199940585							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199843695.001.0001/oxfordhb-9780199843695		oxfordhb/9780199843695					Handbook									10.1093/oxfordhb/9780199843695.001.0001
Police and Policing	9780199843886	9780199984343							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199843886.001.0001/oxfordhb-9780199843886		oxfordhb/9780199843886					Handbook									10.1093/oxfordhb/9780199843886.001.0001
Qualitative Research in American Music Education	9780199844272	9780199984541							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199844272.001.0001/oxfordhb-9780199844272		oxfordhb/9780199844272					Handbook									10.1093/oxfordhb/9780199844272.001.0001
Crime and Public Policy	9780199844654	9780199940264							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199844654.001.0001/oxfordhb-9780199844654		oxfordhb/9780199844654					Handbook									10.1093/oxfordhb/9780199844654.001.0001
Apocalyptic Literature	9780199856497	9780199367061							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199856497.001.0001/oxfordhb-9780199856497		oxfordhb/9780199856497					Handbook									10.1093/oxfordhb/9780199856497.001.0001
Ethnicity, Crime, and Immigration	9780199859016	9780199984558							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199859016.001.0001/oxfordhb-9780199859016		oxfordhb/9780199859016					Handbook									10.1093/oxfordhb/9780199859016.001.0001
The Bronze Age Aegean	9780199873609	9780199968671							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199873609.001.0001/oxfordhb-9780199873609		oxfordhb/9780199873609					Handbook									10.1093/oxfordhb/9780199873609.001.0001
Infant, Child, and Adolescent Sleep and Behavior	9780199873630	9780199983285							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199873630.001.0001/oxfordhb-9780199873630		oxfordhb/9780199873630					Handbook									10.1093/oxfordhb/9780199873630.001.0001
Emotion, Social Cognition, and Problem Solving during Adulthood	9780199899463	9780199983605							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199899463.001.0001/oxfordhb-9780199899463		oxfordhb/9780199899463					Handbook									10.1093/oxfordhb/9780199899463.001.0001
Mobile Music Studies, Volume 2	9780199913657	9780199984121							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199913657.001.0001/oxfordhb-9780199913657		oxfordhb/9780199913657					Handbook									10.1093/oxfordhb/9780199913657.001.0001
the History of English	9780199922765	9780199971237							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199922765.001.0001/oxfordhb-9780199922765		oxfordhb/9780199922765					Handbook									10.1093/oxfordhb/9780199922765.001.0001
Music Education, Volume 2	9780199928019	9780199971220							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199928019.001.0001/oxfordhb-9780199928019		oxfordhb/9780199928019					Handbook									10.1093/oxfordhb/9780199928019.001.0001
Organizational Psychology, Volume 2	9780199928286	9780199968831							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199928286.001.0001/oxfordhb-9780199928286		oxfordhb/9780199928286					Handbook									10.1093/oxfordhb/9780199928286.001.0001
Organizational Psychology, Volume 1	9780199928309	9780199968824							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199928309.001.0001/oxfordhb-9780199928309		oxfordhb/9780199928309					Handbook									10.1093/oxfordhb/9780199928309.001.0001
Quantitative Methods in Psychology, Vol. 1	9780199934874	9780199971299							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199934874.001.0001/oxfordhb-9780199934874		oxfordhb/9780199934874					Handbook									10.1093/oxfordhb/9780199934874.001.0001
Quantitative Methods in Psychology: Vol. 2: Statistical Analysis	9780199934898	9780199971305							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199934898.001.0001/oxfordhb-9780199934898		oxfordhb/9780199934898					Handbook									10.1093/oxfordhb/9780199934898.001.0001
The Italian Economy since Unification	9780199936694	9780199971480							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199936694.001.0001/oxfordhb-9780199936694		oxfordhb/9780199936694					Handbook									10.1093/oxfordhb/9780199936694.001.0001
Hoarding and Acquiring	9780199937783	9780199983773							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199937783.001.0001/oxfordhb-9780199937783		oxfordhb/9780199937783					Handbook									10.1093/oxfordhb/9780199937783.001.0001
Developmental Psychology, Volume 1	9780199958450	9780199971527							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199958450.001.0001/oxfordhb-9780199958450		oxfordhb/9780199958450					Handbook									10.1093/oxfordhb/9780199958450.001.0001
Developmental Psychology, Volume 2	9780199958474	9780199978328							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199958474.001.0001/oxfordhb-9780199958474		oxfordhb/9780199958474					Handbook									10.1093/oxfordhb/9780199958474.001.0001
Cognitive Neuroscience, Volume 1	9780199988693	9780199325573							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199988693.001.0001/oxfordhb-9780199988693		oxfordhb/9780199988693					Handbook									10.1093/oxfordhb/9780199988693.001.0001
Cognitive Neuroscience, Volume 2	9780199988709	9780199325580							www.oxfordhandbooks.com/view/10.1093/oxfordhb/9780199988709.001.0001/oxfordhb-9780199988709		oxfordhb/9780199988709					Handbook									10.1093/oxfordhb/9780199988709.001.0001
