publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	mongraph_edition	first_editor	parent_publication_title_id	Preceding_publication_title_id	access_type	frequency
"Journal of International Commercial Law and Technology"	1901-8401		2006						http://heinonline.org/HOL/Index?index=journals/jcolate&collection=journals		jcolate		fulltext		"International Association of IT Lawyers (IAITL)"	serial								P	4
"Journal of International Criminal Justice"	1478-1387		2003			2012			http://heinonline.org/HOL/Index?index=journals/jicj&collection=journals		jicj	P3Y	fulltext		"Oxford University Press"	serial								P	5
"Journal of International Economic Law"	1369-3034		1998			2000			http://heinonline.org/HOL/Index?index=journals/jiel&collection=journals		jiel		fulltext		"Oxford University Press"	serial								P	4
"Journal of International Humanitarian Legal Studies"	1878-1373		2010			2013			http://heinonline.org/HOL/Index?index=journals/jihuleg&collection=journals		jihuleg	P2Y	fulltext		Brill	serial								P	2
"Journal of International Law and International Relations"	1712-2988		2004						http://heinonline.org/HOL/Index?index=journals/jilwirl&collection=journals		jilwirl		fulltext		"University of Toronto"	serial								P	2
"Journal of International Legal Studies"			1995			1999			http://heinonline.org/HOL/Index?index=journals/jonalines&collection=journals		jonalines		fulltext			serial								P	2
"Journal of International Media and Entertainment Law"	1556-875X		2006			2011			http://heinonline.org/HOL/Index?index=journals/jintmeel&collection=journals		jintmeel	P2Y	fulltext		"American Bar Association"	serial								P	2
Journal of International Relations 			1920	10		1922	12		http://heinonline.org/HOL/Index?index=journals/jointrl		jointrl		fulltext			serial								P	
"Journal of International Wildlife Law and Policy"	1388-0292		1998			2010			http://heinonline.org/HOL/Index?index=journals/intwlp&collection=journals		intwlp	P5Y	fulltext		"Taylor & Francis"	serial								P	4
Journal of Islamic Law & Culture 	1528-817X		2000	5		2011	13		http://heinonline.org/HOL/Index?index=journals/jilc		jilc	Coverage is from volume 1 to 9. Based on the contract with the publisher no additional content will be added.	fulltext		DePaul University College of Law	serial								P	3
"Journal of Islamic State Practices in International Law"	1742-4941		2005			2014			http://heinonline.org/HOL/Index?index=journals/jispil&collection=journals		jispil	P1Y	fulltext		"Electronic Publications"	serial								P	2
"Journal of Jurisprudence"			1821	1	1	1821	1		http://heinonline.org/HOL/Index?index=journals/jjurpd&collection=journals		jjurpd		fulltext			serial								P	
"Journal of Jurisprudence (T.T. Clark)"			1857			1891			http://heinonline.org/HOL/Index?index=journals/jjuris&collection=journals		jjuris		fulltext			serial								P	
"Journal of Korean Law"	1598-1681		2001						http://heinonline.org/HOL/Index?index=journals/jkorl&collection=journals		jkorl		fulltext		"Seoul National University College of Law"	serial								P	2
"Journal of Land Use & Environmental Law"	0892-4880		1985						http://heinonline.org/HOL/Index?index=journals/jluenvl&collection=journals		jluenvl		fulltext		"Florida State University College of Law"	serial								P	2
"Journal of Law"			1830	1	1	1831	1		http://heinonline.org/HOL/Index?index=journals/jroflacas&collection=journals		jroflacas		fulltext			serial								P	
"Journal of Law"	2157-9067	"2157-9075 "	2011						http://heinonline.org/HOL/Index?index=journals/joolaw&collection=journals		joolaw		fulltext		"The Green Bag, Inc."	serial								P	3
"Journal of Law & Cyber Warfare"			2012						http://heinonline.org/HOL/Index?index=journals/jlacybrwa&collection=journals		jlacybrwa		fulltext			serial								P	2
"Journal of Law & Economics"	0022-2186		1958			2010			http://heinonline.org/HOL/Index?index=journals/jlecono&collection=journals		jlecono	P5Y	fulltext		"University of Chicago Law School"	serial								P	4
"Journal of Law & Education"	0275-6072		1972						http://heinonline.org/HOL/Index?index=journals/jle&collection=journals		jle		fulltext		"Jefferson Law Book Company"	serial								P	4
"Journal of Law & Equality"	1703-2997		2002						http://heinonline.org/HOL/Index?index=journals/jleq&collection=journals		jleq		fulltext		"University of Toronto"	serial								P	1
"Journal of Law & Family Studies"	1529-398X		1999			2013			http://heinonline.org/HOL/Index?index=journals/jlfst&collection=journals		jlfst		fulltext		"University of Utah College of Law"	serial								P	1
"Journal of Law & Politics"	0749-2227		1983						http://heinonline.org/HOL/Index?index=journals/jlp&collection=journals		jlp		fulltext		"University of Virginia School of Law"	serial								P	4
Journal of Law & Social Challenges 	1520-0159		1998	2		2010	12		http://heinonline.org/HOL/Index?index=journals/usanfrajls		usanfrajls		fulltext		University of San Francisco School of Law	serial								P	1
"Journal of Law and Administrative Sciences"	2392-8298		2014						http://heinonline.org/HOL/Index?index=journals/jladsc&collection=journals		jladsc		fulltext		"Petroleum and Gas University of Ploiesti"	serial								P	1
"Journal of Law and Border Studies"	1536-206X		2001			2004			http://heinonline.org/HOL/Index?index=journals/jlbs&collection=journals		jlbs		fulltext		"University of Texas at El Paso Center for Law and Border Studies"	serial								P	1
"Journal of Law and Commerce"	0733-2491		1981						http://heinonline.org/HOL/Index?index=journals/jlac&collection=journals		jlac		fulltext		"University of Pittsburgh School of Law"	serial								P	2
"Journal of Law and Courts"	2164-6570		2013			2015			http://heinonline.org/HOL/Index?index=journals/jlawct&collection=journals		jlawct	P3Y	fulltext		"University of Chicago Press"	serial								P	2
"Journal of Law and Health"	1044-6419		1985						http://heinonline.org/HOL/Index?index=journals/jlah&collection=journals		jlah		fulltext		"Cleveland State University"	serial								P	2
"Journal of Law and Policy"	1074-0635		1993						http://heinonline.org/HOL/Index?index=journals/jlawp&collection=journals		jlawp		fulltext		"Brooklyn Law School"	serial								P	2
"Journal of Law and Religion"	0748-0814		1983			2013			http://heinonline.org/HOL/Index?index=journals/jlrel&collection=journals		jlrel		fulltext	"Vols. 1-28 (1983-2013)"	"Hamline University School of Law"	serial								P	3
"Journal of Law and Social Deviance"	2165-5219		2011						http://heinonline.org/HOL/Index?index=journals/lawsodi&collection=journals		lawsodi		fulltext		"Florida International University"	serial								P	1
"Journal of Law and Social Policy"	0829-3929		1985			2016			http://heinonline.org/HOL/Index?index=journals/jlsp&collection=journals		jlsp		fulltext		"Osgoode Hall Law School"	serial								P	1
Journal of Law and Society 	0263-323X		1983	9		2010	37		http://heinonline.org/HOL/Index?index=journals/jlsocty		jlsocty	P5Y	fulltext		Cardiff University	serial								P	4
"Journal of Law and Technology"			1986			1990			http://heinonline.org/HOL/Index?index=journals/jlawtecy&collection=journals		jlawtecy		fulltext			serial								P	2
"Journal of Law and the Environment"			1985			1987			http://heinonline.org/HOL/Index?index=journals/jlen&collection=journals		jlen		fulltext		"University of Southern California Gould School of Law"	serial								P	
Journal of Law Business & Ethics 	1535-7961		2010	17					http://heinonline.org/HOL/Index?index=journals/jourlbun		jourlbun		fulltext		Pacific Southwest Academy of Legal Studies in Business	serial								P	1
"Journal of Law, Economics & Policy"	1553-4367		2005						http://heinonline.org/HOL/Index?index=journals/jecoplcy&collection=journals		jecoplcy		fulltext		"George Mason University School of Law"	serial								P	3
"Journal of Law, Economics, and Organization"	8756-6222		1985			1997			http://heinonline.org/HOL/Index?index=journals/jleo&collection=journals		jleo		fulltext		"Oxford University Press"	serial								P	4
"Journal of Law in Society"	1538-5876		1999						http://heinonline.org/HOL/Index?index=journals/jls&collection=journals		jls		fulltext		"Wayne State University Law School"	serial								P	2
Journal of Law Information and Science 	0729-1485		2005	16					http://heinonline.org/HOL/Index?index=journals/jlinfos		jlinfos		fulltext		University of Tasmania	serial								P	2
Journal of Law Medicine and Ethics 	1073-1105		1993	21					http://heinonline.org/HOL/Index?index=journals/medeth		medeth		fulltext		American Society of Law Medicine & Ethics	serial								P	4
"Journal of Law, Philosophy and Culture"			2007						http://heinonline.org/HOL/Index?index=journals/jrllpc&collection=journals		jrllpc		fulltext		"Catholic University of America, Columbus School of Law"	serial								P	1
"Journal of Law, Property, and Society"			2014	1	1				http://heinonline.org/HOL/Index?index=journals/jlpros&collection=journals		jlpros		fulltext		"Association for Law, Property and Society"	serial								P	3
"Journal of Law, Religion and State"	2212-6465		2012	1	1	2012	1		http://heinonline.org/HOL/Index?index=journals/jlrs&collection=journals		jlrs	P2Y	fulltext		Brill	serial								P	3
"Journal of Legal Advocacy and Practice"	1534-5599		1999			2002			http://heinonline.org/HOL/Index?index=journals/jlap&collection=journals		jlap		fulltext		"University of La Verne, College of Law"	serial								P	1
"Journal of Legal Analysis"	1946-5319		2009						http://heinonline.org/HOL/Index?index=journals/jlegan&collection=journals		jlegan		fulltext		"Harvard Law School"	serial								P	2
"Journal of Legal and Political Sociology"			1942			1945			http://heinonline.org/HOL/Index?index=journals/jolegpo&collection=journals		jolegpo		fulltext			serial								P	
"Journal of Legal Aspects of Sport"	1072-0316		1991						http://heinonline.org/HOL/Index?index=journals/jlas&collection=journals		jlas		fulltext		"Sport & Recreation Law Association (SRLA)"	serial								P	2
"Journal of Legal Economics"	1054-3023		1991						http://heinonline.org/HOL/Index?index=journals/jole&collection=journals		jole		fulltext		"American Academy of Economic and Financial Experts"	serial								P	2
"Journal of Legal Education"	0022-2208		1948						http://heinonline.org/HOL/Index?index=journals/jled&collection=journals		jled		fulltext		"Association of American Law Schools"	serial								P	4
"Journal of Legal History"	0144-0365		1980			2010			http://heinonline.org/HOL/Index?index=journals/lglhis&collection=journals		lglhis	P5Y	fulltext		"Taylor & Francis"	serial								P	3
Journal of Legal Pluralism and Unofficial Law 	0732-9113		1985	23		2011	64		http://heinonline.org/HOL/Index?index=journals/jlpul		jlpul	P5Y	fulltext		Taylor and Francis	serial								P	3
"Journal of Legal Studies"	0047-2530		1972			2010			http://heinonline.org/HOL/Index?index=journals/legstud&collection=journals		legstud	P5Y	fulltext		"University of Chicago Law School"	serial								P	2
"Journal of Legal Studies (United States Air Force Academy)"			1990			2003			http://heinonline.org/HOL/Index?index=journals/usafa&collection=journals		usafa		fulltext		"Department of Law, United States Air Force Academy"	serial								P	1
"Journal of Legal Technology Risk Management"	1932-5584		2007						http://heinonline.org/HOL/Index?index=journals/jrlgtrkm&collection=journals		jrlgtrkm		fulltext		"Taylor and Francis"	serial								P	2
Journal of Legislation 	0146-9584		1976	3					http://heinonline.org/HOL/Index?index=journals/jleg		jleg		fulltext		University of Notre Dame Law School	serial								P	2
"Journal of Maritime Law and Commerce"	0022-2410		1969			2014			http://heinonline.org/HOL/Index?index=journals/jmlc&collection=journals		jmlc	P1Y	fulltext		"Jefferson Law Book Company"	serial								P	4
"Journal of Media Law"	1757-7632	"1757-7640 "	2009			2009			http://heinonline.org/HOL/Index?index=journals/joomaw&collection=journals		joomaw	P5Y	fulltext		"Taylor and Francis"	serial								P	2
"Journal of Mental Health Law"	1466-2817		1999			2011			http://heinonline.org/HOL/Index?index=journals/jmhl&collection=journals		jmhl		fulltext		"Northumbria University"	serial								P	2
"Journal of Migration and Refugee Issues"	1832-0643		2005			2009			http://heinonline.org/HOL/Index?index=journals/jmri&collection=journals		jmri		fulltext		"Sandstone Academic Press"	serial								P	3
"Journal of National Law University, Delhi"	2277-4017		2013						http://heinonline.org/HOL/Index?index=journals/jrnludel&collection=journals		jrnludel		fulltext		"National Law University Delhi"	serial								P	1
"Journal of National Security Law & Policy"	1553-3158		2005						http://heinonline.org/HOL/Index?index=journals/jnatselp&collection=journals		jnatselp		fulltext		"University of the Pacific McGeorge School of Law"	serial								P	3
Journal of Natural Resources & Environmental Law 	1070-4833		1993	8		2009	22		http://heinonline.org/HOL/Index?index=journals/jnatrenvl		jnatrenvl		fulltext		University of Kentucky College of Law	serial								P	2
"Journal of Obligations and Remedies"			2002			2004			http://heinonline.org/HOL/Index?index=journals/jor&collection=journals		jor		fulltext		"Northumbria University"	serial								P	varies
"Journal of Open Access to Law"			2013						http://heinonline.org/HOL/Index?index=journals/jopacc&collection=journals		jopacc		fulltext		"Cornell Law School"	serial								P	
Journal of Paralegal Education and Practice 	0895-6219		1987	4		2003	19		http://heinonline.org/HOL/Index?index=journals/jpep		jpep		fulltext		American Association for Paralegal Education	serial								P	1
"Journal of Passthrough Entities"	1099-7407		1998			2013			http://heinonline.org/HOL/Index?index=journals/passtent&collection=journals		passtent	P2Y	fulltext		"CCH Incorporated"	serial								P	6
"Journal of Payment Systems Law"	1930-5176		2005			2007			http://heinonline.org/HOL/Index?index=journals/jpaysy&collection=journals		jpaysy	P3Y	fulltext		"A.S. Pratt"	serial								P	1
"Journal of Peace, Prosperity and Freedom"	2200-3037		2012						http://heinonline.org/HOL/Index?index=journals/peaprosfre&collection=journals		peaprosfre		fulltext		"Liberty Australia Institute"	serial								P	1
"Journal of Pharmacy & Law"			1992			1997			http://heinonline.org/HOL/Index?index=journals/jpharm&collection=journals		jpharm		fulltext		"Ohio Northern University Pettit College of Law"	serial								P	2
"Journal of Politics and Law"	1913-9047		2008						http://heinonline.org/HOL/Index?index=journals/jpola&collection=journals		jpola		fulltext		"Canadian Center of Science and Education"	serial								P	4
"Journal of Practical Estate Planning"	1524-5748		1999			2011			http://heinonline.org/HOL/Index?index=journals/jrlpep&collection=journals		jrlpep	P2Y	fulltext		"CCH Incorporated"	serial								P	6
"Journal of Private International Law"	1744-1048		2005			2010			http://heinonline.org/HOL/Index?index=journals/jrlpil&collection=journals		jrlpil	P5Y	fulltext		"Taylor & Francis"	serial								P	3
"Journal of Professional Legal Education"			1983			1998			http://heinonline.org/HOL/Index?index=journals/proleged&collection=journals		proleged		fulltext		"Australasian Professional Legal Education Conference"	serial								P	1
"Journal of Psychiatry and Law"	0093-1853		1973			2012			http://heinonline.org/HOL/Index?index=journals/jpsych&collection=journals		jpsych	P1Y	fulltext		"Federal Legal Publications, Inc."	serial								P	4
"Journal of Race, Gender and Poverty"			2009						http://heinonline.org/HOL/Index?index=journals/jrgenpo&collection=journals		jrgenpo		fulltext		"Southern University Law Center"	serial								P	1
Journal of Radio & Audio Media 	1095-5046		1992	1		2007	14		http://heinonline.org/HOL/Index?index=journals/jradstud		jradstud	Coverage is from volume 1 to 14. Based on the contract with the publisher no additional content will be added.	fulltext		Broadcast Education Association	serial								P	2
"Journal of Radio Law"			1931			1932			http://heinonline.org/HOL/Index?index=journals/jrl&collection=journals		jrl		fulltext			serial								P	
"Journal of Refugee Studies"	0951-6328		1988			2012			http://heinonline.org/HOL/Index?index=journals/jrefst&collection=journals		jrefst	P3Y	fulltext		"Oxford University Press"	serial								P	4
"Journal of Reprints for Antitrust Law and Economics"			1969			2000			http://heinonline.org/HOL/Index?index=journals/jrepale&collection=journals		jrepale		fulltext		"Federal Legal Publications, Inc."	serial								P	2
"Journal of Research in Gender Studies"	2164-0262		2011						http://heinonline.org/HOL/Index?index=journals/jogenst&collection=journals		jogenst		fulltext		"Addleton Academic Publishers"	serial								P	2
"Journal of Retirement Planning"	1520-0361		1998			2010			http://heinonline.org/HOL/Index?index=journals/jrlrp&collection=journals		jrlrp	P2Y	fulltext		"CCH Incorporated"	serial								P	6
"Journal of Small and Emerging Business Law"	1095-869X		1997			2004			http://heinonline.org/HOL/Index?index=journals/jsebl&collection=journals		jsebl		fulltext		"Northwestern School of Law of Lewis & Clark College"	serial								P	2
"Journal of Sociology and Social Welfare"	0191-5096		1973						http://heinonline.org/HOL/Index?index=journals/jrlsasw&collection=journals		jrlsasw		fulltext		"Western Michigan University School of Social Work"	serial								P	4
"Journal of South African Law"	0257-7747		1976			2013			http://heinonline.org/HOL/Index?index=journals/jsouafl&collection=journals		jsouafl	P2Y	fulltext		"Juta & Company, Ltd."	serial								P	4
"Journal of South Pacific Law"	1684-5307		1997						http://heinonline.org/HOL/Index?index=external-journals/jspl&collection=journals		jspl		fulltext		"University of the South Pacific"	serial								P	1
Journal of Southern Legal History 	1047-9228		1994	3					http://heinonline.org/HOL/Index?index=journals/jslh		jslh		fulltext		Mercer University School of Law	serial								P	1
"Journal of Space Law"	0095-7577		1973			2011			http://heinonline.org/HOL/Index?index=journals/jrlsl&collection=journals		jrlsl	P2Y	fulltext		"University of Mississippi School of Law"	serial								P	2
"Journal of State Taxation"	0744-6713		1982			2013			http://heinonline.org/HOL/Index?index=journals/jrnsttax&collection=journals		jrnsttax	P2Y	fulltext		"CCH Incorporated"	serial								P	4
"Journal of Tax Practice & Procedure"	1529-9279		1999			2013			http://heinonline.org/HOL/Index?index=journals/jtaxpp&collection=journals		jtaxpp	P2Y	fulltext		"CCH Tax and Accounting"	serial								P	6
"Journal of Taxation of Financial Products"	1529-9287		2000			2014			http://heinonline.org/HOL/Index?index=journals/jrlfin&collection=journals		jrlfin	P2Y	fulltext		"CCH Tax and Accounting"	serial								P	4
"Journal of Taxation of Global Transactions"	1539-3712		2001			2006			http://heinonline.org/HOL/Index?index=journals/jtxgt&collection=journals		jtxgt	P2Y	fulltext		"CCH Incorporated"	serial								P	3
"Journal of Technology Law & Policy"	1087-6995		1996						http://heinonline.org/HOL/Index?index=journals/jtlp&collection=journals		jtlp		fulltext		"University of Florida Levin College of Law"	serial								P	2
"Journal of the American Academy of Matrimonial Lawyers"	0882-6714		1985						http://heinonline.org/HOL/Index?index=journals/jaaml&collection=journals		jaaml		fulltext		"American Academy of Matrimonial Lawyers"	serial								P	2
Journal of the Copyright Society of the U.S.A. 	0886-3520		1982	29		2014	61		http://heinonline.org/HOL/Index?index=journals/jocoso		jocoso	P1Y	fulltext		Copyright Society of the U.S.A.	serial								P	4
"Journal of the Federal Circuit Historical Society"	1942-9487		2007						http://heinonline.org/HOL/Index?index=journals/jfedcihi&collection=journals		jfedcihi		fulltext		"Federal Circuit Historical Society"	serial								P	1
"Journal of the History of International Law"	1388-199X		1999			2013			http://heinonline.org/HOL/Index?index=journals/jhintl&collection=journals		jhintl	P2Y	fulltext		"Brill Academic Publishers"	serial								P	4
"Journal of the Institute for the Study of Legal Ethics"			1996			1999			http://heinonline.org/HOL/Index?index=journals/jinstule&collection=journals		jinstule		fulltext		"Hofstra University School of Law"	serial								P	1
"Journal of the Institute of Justice and International Studies"	1538-7909		2002			2014			http://heinonline.org/HOL/Index?index=journals/jijis&collection=journals		jijis		fulltext		"Central Missouri State University"	serial								P	1
"Journal of the International Commission of Jurists"			1957			1968			http://heinonline.org/HOL/Index?index=icj/jouicj&collection=journals		jouicj		fulltext			serial	1957							P	
"Journal of the Law-School, and of the Moot-Court Attached to It; at Needham, in Virginia: With an Appendix"									http://heinonline.org/HOL/Index?index=journals/jlachvap&collection=journals		jlachvap		fulltext			monograph								P	
"Journal of the Legal Profession"	0196-7487		1976						http://heinonline.org/HOL/Index?index=journals/jlegpro&collection=journals		jlegpro		fulltext		"University of Alabama School of Law"	serial								P	2
Journal of the National Association of Administrative Law Judiciary 	0735-0821		2006	26	2				http://heinonline.org/HOL/Index?index=journals/jnaa		jnaa		fulltext		National Association of Administrative Law Judges	serial								P	2
Journal of the Patent and Trademark Office Society 	0882-9098		1985	67					http://heinonline.org/HOL/Index?index=journals/jpatos		jpatos		fulltext		The Patent and Trademark Office Society	serial								P	4
"Journal of the Philosophy of International Law"	1746-1863		2006			2014			http://heinonline.org/HOL/Index?index=journals/jphiloitl&collection=journals		jphiloitl	P1Y	fulltext		"ElectronicPublications.org Ltd."	serial								P	2
Journal of the Professional Lawyer 	2153-0483		2008						http://heinonline.org/HOL/Index?index=journals/profeslwr		profeslwr		fulltext		American Bar Association	serial								P	1
Journal of the Royal Institute of International Affairs 			1927	6		1930	9		http://heinonline.org/HOL/Index?index=journals/jbrithiia		jbrithiia		fulltext			serial								P	
"Journal of the Society of Public Teachers of Law, New Series"			1947			1980			http://heinonline.org/HOL/Index?index=journals/sptlns&collection=journals		sptlns		fulltext			serial								P	
"Journal of the Society of Public Teachers of Law, Old Series"			1924			1938			http://heinonline.org/HOL/Index?index=journals/sptlos&collection=journals		sptlos		fulltext			serial								P	
"Journal of the Supreme Court of the United States"	0270-9805		1902						http://heinonline.org/HOL/Index?index=journals/joscus&collection=journals		joscus		fulltext		"United States. Supreme Court."	serial								P	4
"Journal of Transnational Law & Policy"	1067-8182		1992						http://heinonline.org/HOL/Index?index=journals/jtrnlwp&collection=journals		jtrnlwp		fulltext		"Florida State University College of Law"	serial								P	1
"Journal of Workmen's Compensation Insurance: The Ohio State Plan"			1912	1	1	1912	1		http://heinonline.org/HOL/Index?index=journals/jworinsu&collection=journals		jworinsu		fulltext			serial								P	
"Journal of World Investment & Trade"	1660-7112		2000			2013			http://heinonline.org/HOL/Index?index=journals/jworldit&collection=journals		jworldit	P2Y	fulltext		Brill	serial								P	6
"Journal on Ethnopolitics and Minority Issues in Europe"	1617-5247		2000						http://heinonline.org/HOL/Index?index=journals/jemie&collection=journals		jemie		fulltext		"European Centre for Minority Issues"	serial								P	4
"Journal on Firearms and Public Policy"			1988						http://heinonline.org/HOL/Index?index=journals/jfpp&collection=journals		jfpp		fulltext		"Second Amendment Foundation"	serial								P	1
"Journal on Migration and Human Security"	2330-2488		2013						http://heinonline.org/HOL/Index?index=journals/jmighs&collection=journals		jmighs		fulltext		"Center for Migration Studies of New York"	serial								P	4
"Journal on the Use of Force and International Law"	2053-1702		2014			2015			http://heinonline.org/HOL/Index?index=journals/jufoint&collection=journals		jufoint	P5Y	fulltext		"Hart Publishing"	serial								P	2
"Judge Advocate Journal"			1944			1945			http://heinonline.org/HOL/Index?index=journals/jajrnl&collection=journals		jajrnl		fulltext			serial								P	
Judges' Journal 	0047-2972		1971	10	2	2013	52		http://heinonline.org/HOL/Index?index=journals/judgej		judgej	P2Y	fulltext		American Bar Association	serial								P	4
Judicature 	0022-5800		1967	50		2014	98 #1		http://heinonline.org/HOL/Index?index=journals/judica		judica	P1Y	fulltext		American Judicature Society	serial								P	4
"Judicial Review"	1085-4681		1996			2010			http://heinonline.org/HOL/Index?index=journals/judire&collection=journals		judire	P5Y	fulltext		"Taylor & Francis"	serial								P	4
Jura: A Pecsi Tudomanyegyetem Allam- es Jogtudomanyi Karanak tudomanyos lapja 	1218-0793		1999						http://heinonline.org/HOL/Index?index=journals/jura		jura		fulltext		University of Pecs (Hungary)	serial								P	2
"Juridical Review"	0022-6785		1889			1938			http://heinonline.org/HOL/Index?index=journals/jure&collection=journals		jure		fulltext			serial								P	4
"Juridical Tribune"	2248-0382		2011						http://heinonline.org/HOL/Index?index=journals/juridtrib&collection=journals		juridtrib		fulltext		"Law Department of The Bucharest Academy of Economic Studies"	serial								P	2
Jurimetrics 	0897-1277		1997	37		2013	53		http://heinonline.org/HOL/Index?index=journals/juraba		juraba	P2Y	fulltext		American Bar Association	serial								P	4
Jurisprudence	2040-3313		2010			2010			http://heinonline.org/HOL/Index?index=journals/jisprud&collection=journals		jisprud	P5Y	fulltext		"Taylor and Francis"	serial								P	3
"Jurisprudence Generale"			1825			1923			http://heinonline.org/HOL/Index?index=journals/jurigen&collection=journals		jurigen		fulltext			serial								P	
"Jurist (Catholic University of America)"	0022-6858		1941						http://heinonline.org/HOL/Index?index=journals/juristcu&collection=journals		juristcu		fulltext		"Catholic University of America, Columbus School of Law"	serial								P	2
"Jurist (new series)"			1856			1866			http://heinonline.org/HOL/Index?index=journals/jurlonns&collection=journals		jurlonns		fulltext			serial								P	
"Jurist (old series)"			1838			1855			http://heinonline.org/HOL/Index?index=journals/jurlonos&collection=journals		jurlonos		fulltext			serial								P	
"Jurist or Quarterly Journal of Jurisprudence and Legislation"			1827			1833			http://heinonline.org/HOL/Index?index=journals/jurist&collection=journals		jurist		fulltext			serial								P	
"Jus Gentium: Journal of International Legal History"	2381-0254		2016	1	1				http://heinonline.org/HOL/Index?index=journals/jusge&collection=journals		jusge		fulltext		"Talbot Publishing an imprint of Lawbook Exchange Ltd."	serial								P	2
Just Resolutions E-News 			2009			2014			http://heinonline.org/HOL/Index?index=journals/justre		justre	P1Y	fulltext		American Bar Association Section of Dispute Resolution	serial								P	8
Justice			1991	1	1	1991	1		http://heinonline.org/HOL/Index?index=journals/justiceag&collection=journals		justiceag		fulltext			serial								P	
"Justice Quarterly"	0741-8825		1984			2010			http://heinonline.org/HOL/Index?index=journals/jquart&collection=journals		jquart	P5Y	fulltext		"Taylor & Francis"	serial								P	7
"Justice System Journal"	0098-261X		1974						http://heinonline.org/HOL/Index?index=journals/jusj&collection=journals		jusj		fulltext		"National Center for State Courts"	serial								P	4
"Juta's Business Law"	1021-7061		1993			2008			http://heinonline.org/HOL/Index?index=journals/jutbusil&collection=journals		jutbusil	P2Y	fulltext		"Juta & Company, Ltd."	serial								P	4
Juvenile and Family Court Journal 	0161-7109		1979	30		2013	64		http://heinonline.org/HOL/Index?index=journals/juvfc		juvfc	P2Y	fulltext		National Council of Juvenile and Family Court Judges	serial								P	4
"Kansas City Law Reporter"			1888	1	1	1888	1		http://heinonline.org/HOL/Index?index=journals/kanclrep&collection=journals		kanclrep		fulltext			serial								P	
"Kansas Journal of Law & Public Policy"	1055-8942		1991						http://heinonline.org/HOL/Index?index=journals/kjpp&collection=journals		kjpp		fulltext		"University of Kansas School of Law"	serial								P	3
"Kansas Law Journal"			1885			1887			http://heinonline.org/HOL/Index?index=journals/kansalj&collection=journals		kansalj		fulltext			serial								P	
"Kathmandu School of Law Review"			2012						http://heinonline.org/HOL/Index?index=journals/kslr&collection=journals		kslr		fulltext		"Kathmandu School of Law"	serial								P	1
"Kentucky Journal of Equine, Agriculture, & Natural Resources Law"			2008						http://heinonline.org/HOL/Index?index=journals/kjequinan&collection=journals		kjequinan		fulltext		"University of Kentucky College of Law"	serial								P	3
"Kentucky Law Journal"	0023-026X		1913						http://heinonline.org/HOL/Index?index=journals/kentlj&collection=journals		kentlj		fulltext		"University of Kentucky College of Law"	serial								P	4
"Kentucky Law Journal (Louisville)"			1881			1882			http://heinonline.org/HOL/Index?index=journals/kelolj&collection=journals		kelolj		fulltext			serial								P	
"Kentucky Law Reporter"			1880			1908			http://heinonline.org/HOL/Index?index=journals/kntwrep&collection=journals		kntwrep		fulltext			serial								P	
"Kindex: An Index to Legal Periodical Literature Concerning Children"			1965			2001			http://heinonline.org/HOL/Index?index=journals/kindex&collection=journals		kindex		fulltext		"National Center for Juvenile Justice"	serial								P	7
King's Inns Student Law Review  			2011	1		2014	4		http://heinonline.org/HOL/Index?index=journals/kingsinslr		kingsinslr		fulltext		Honorable Society of King's Inns	serial								P	1
King's Law Journal 	0961-5768		2007	18		2010	21		http://heinonline.org/HOL/Index?index=journals/kingsclj		kingsclj	P5Y	fulltext		Hart Publishing	serial								P	3
"King's Student Law Review"			2008						http://heinonline.org/HOL/Index?index=journals/kinstul&collection=journals		kinstul		fulltext		"King's College London"	serial								P	2
"Kingston Law Review"			1968			1985			http://heinonline.org/HOL/Index?index=journals/knglr&collection=journals		knglr		fulltext			serial								P	
"Korea University Law Review"	1975-7980		2007						http://heinonline.org/HOL/Index?index=journals/korunilre&collection=journals		korunilre		fulltext		"Korea University Legal Research Institute"	serial								P	1
Korean Journal of International and Comparative Law 	0377-0729		1997	25		2006	34		http://heinonline.org/HOL/Index?index=journals/ktilc		ktilc		fulltext		Korea Institute of International and Comparative Law	serial								P	1
"Korean Journal of International and Comparative Law"	2213-4476		2013	1	1	2013	1		http://heinonline.org/HOL/Index?index=journals/kjicl&collection=journals		kjicl	P2Y	fulltext		Brill	serial								P	2
Labor and Employment Law 	0193-5739		1979	10		2013	41		http://heinonline.org/HOL/Index?index=journals/laboemplo		laboemplo	P2Y	fulltext		American Bar Association	serial								P	4
"Labor Law Journal"	0023-6586		1949			1962			http://heinonline.org/HOL/Index?index=journals/labljo&collection=journals		labljo		fulltext		"CCH Incorporated"	serial								P	4
Lamplighter			1989			1996			http://heinonline.org/HOL/Index?index=journals/lmplgt&collection=journals		lmplgt		fulltext			serial								P	
"Land and Water Law Review"			1966			2000			http://heinonline.org/HOL/Index?index=journals/lawlr&collection=journals		lawlr		fulltext		"University of Wyoming College of Law"	serial								P	2
