	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_issue_online	num_first_vol_online	date_last_issue_online	num_last_issue_online	num_last_vol_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	title_availability
1632	African Motors: Technology, Gender, and the History of Development	9781478011712.0	9781478021278.0							http://doi.org/10.1215/9781478021278	Grace, Joshua			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1633	Archiving Mexican Masculinities in Diaspora	9781478014157.0	9781478021469.0							http://doi.org/10.1215/9781478021469	Guidotti-Hernández, Nicole			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1634	Moving Home: Gender, Place, and Travel Writing in the Early Black Atlantic	9781478014553.0	9781478021858.0							http://doi.org/10.1215/9781478021858	Gunning, Sandra			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1635	Decay	9781478014737.0	9781478022039.0							http://doi.org/10.1215/9781478022039	Hage, Ghassan			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1636	Writings on Media: History of the Present	9781478014713.0	9781478022015.0							http://doi.org/10.1215/9781478022015	Hall, Stuart			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1637	Selected Writings on Marxism	9781478000341.0	9781478002154.0							http://doi.org/10.1215/9781478002154	Hall, Stuart			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1638	Selected Writings on Race and Difference	9781478011668.0	9781478021223.0							http://doi.org/10.1215/9781478021223	Hall, Stuart			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1639	Capturing Finance: Arbitrage and Social Domination	9781478014294.0	9781478021605.0							http://doi.org/10.1215/9781478021605	Hardin, Carolyn			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1640	Right Here, Right Now: Life Stories from America's Death Row	9781478014119.0	9781478021421.0							http://doi.org/10.1215/9781478021421	Harris, Lynden			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1641	Long Term: Essays on Queer Commitment	9781478014232.0	9781478021544.0							http://doi.org/10.1215/9781478021544	Herring, Scott			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1642	Subversive Archaism: Troubling Traditionalists and the Politics of National Heritage	9781478017622.0	9781478022244.0							http://doi.org/10.1215/9781478022244	Herzfeld, Michael			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1643	See How We Roll: Enduring Exile between Desert and Urban Australia	9781478014775.0	9781478022077.0							http://doi.org/10.1215/9781478022077	Hinkson, Melinda			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1644	Becoming Palestine: Toward an Archival Imagination of the Future	9781478014829.0	9781478022138.0							http://doi.org/10.1215/9781478022138	Hochberg, Gil			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1645	Assembly Codes: The Logistics of Media	9781478010760.0	9781478013037.0							http://doi.org/10.1215/9781478013037	Hockenberry, Matthew			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1646	Art as Information Ecology: Artworks, Artworlds, and Complex Systems Aesthetics	9781478014386.0	9781478021681.0							http://doi.org/10.1215/9781478021681	Hoelscher, Jason			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1647	On Living with Television	9781478014751.0	9781478022060.0							http://doi.org/10.1215/9781478022060	Holdsworth, Amy			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1648	Magical Habits	9781478014171.0	9781478021483.0							http://doi.org/10.1215/9781478021483	Huerta, Monica			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1649	Maroon Choreography	9781478014256.0	9781478021568.0							http://doi.org/10.1215/9781478021568	ife, fahima			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1650	African Ecomedia: Network Forms, Planetary Politics	9781478014744.0	9781478022046.0							http://doi.org/10.1215/9781478022046	Iheka, Cajetan			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1651	The Genealogical Imagination: Two Studies of Life over Time	9781478014072.0	9781478021384.0							http://doi.org/10.1215/9781478021384	Jackson, Michael			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1652	Gods in the Time of Democracy	9781478011392.0	9781478012887.0							http://doi.org/10.1215/9781478012887	Jain, Kajri			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1653	The Work of Rape	9781478014508.0	9781478021797.0							http://doi.org/10.1215/9781478021797	Jaleel, Rana			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1654	Decolonizing Memory: Algeria and the Politics of Testimony	9781478014102.0	9781478021414.0							http://doi.org/10.1215/9781478021414	Jarvis, Jill			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1655	Saturation: An Elemental Politics	9781478011460.0	9781478013044.0							http://doi.org/10.1215/9781478013044	Jue, Melody			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1656	Antiblackness	9781478011811.0	9781478013167.0							http://doi.org/10.1215/9781478013167	Jung, Moon-Kie			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1657	Domestic Contradictions: Race and Gendered Citizenship from Reconstruction to Welfare Reform	9781478014317.0	9781478021629.0							http://doi.org/10.1215/9781478021629	Kandaswamy, Priya			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1658	A Black Intellectual's Odyssey: From a Pennsylvania Milltown to the Ivy League	9781478013297.0	9781478021513.0							http://doi.org/10.1215/9781478021513	Kilson, Martin			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1659	Hegemonic Mimicry: Korean Popular Culture of the Twenty-First Century	9781478014492.0	9781478021803.0							http://doi.org/10.1215/9781478021803	Kim, Kyung Hyun			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1660	Operation Valhalla: Writings on War, Weapons, and Media	9781478011842.0	9781478013181.0							http://doi.org/10.1215/9781478013181	Kittler, Friedrich			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1661	Millennials Killed the Video Star: MTV's Transition to Reality Programming	9781478011309.0	9781478012870.0							http://doi.org/10.1215/9781478012870	Klein, Amanda			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1662	Return Engagements: Contemporary Art's Traumas of Modernity and History in Sài Gòn and Phnom Penh	9781478010791.0	9781478012931.0							http://doi.org/10.1215/9781478012931	Lê, Viet			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1663	Plantation Life: Corporate Occupation in Indonesia's Oil Palm Zone	9781478014959.0	9781478022237.0							http://doi.org/10.1215/9781478022237	Li, Tania Murray			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1664	Pollution Is Colonialism	9781478014133.0	9781478021445.0							http://doi.org/10.1215/9781478021445	Liboiron, Max			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1665	The Stone and the Wireless: Mediating China, 18611906	9781478011477.0	9781478013051.0							http://doi.org/10.1215/9781478013051	Ma, Shaoling			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1666	Media Crossroads: Intersections of Space and Identity in Screen Cultures	9781478011743.0	9781478021308.0							http://doi.org/10.1215/9781478021308	Massood, Paula J.			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1667	Couplets: Travels in Speculative Pragmatism	9781478014669.0	9781478021964.0							http://doi.org/10.1215/9781478021964	Massumi, Brian			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1668	Parables for the Virtual: Movement, Affect, Sensation	9781478014676.0	9781478021971.0							http://doi.org/10.1215/9781478021971	Massumi, Brian			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1669	To Make Negro Literature: Writing, Literary Practice, and African American Authorship	9781478014515.0	9781478021810.0							http://doi.org/10.1215/9781478021810	McHenry, Elizabeth			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1670	Religion, Secularism, and Political Belonging	9781478010784.0	9781478012986.0							http://doi.org/10.1215/9781478012986	Medovoi, Leerom			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1671	The Lettered Barriada: Workers, Archival Power, and the Politics of Knowledge in  Puerto Rico	9781478014782.0	9781478022091.0							http://doi.org/10.1215/9781478022091	Meléndez-Badillo, Jorell			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1672	The Politics of Decolonial Investigations	9781478001492.0	9781478002574.0							http://doi.org/10.1215/9781478002574	Mignolo, Walter			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1673	Eating in Theory	9781478011415.0	9781478012924.0							http://doi.org/10.1215/9781478012924	Mol, Annemarie			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1674	Soundscapes of Liberation: African American Music in Postwar France	9781478014690.0	9781478021995.0							http://doi.org/10.1215/9781478021995	Moore, Celeste Day			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1675	Reckoning with Slavery: Gender, Kinship, and Capitalism in the Early Black Atlantic	9781478014140.0	9781478021452.0							http://doi.org/10.1215/9781478021452	Morgan, Jennifer			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1676	The Deconstruction of Sex	9781478014355.0	9781478021643.0							http://doi.org/10.1215/9781478021643	Nancy, Jean-Luc			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1677	Birthing Black Mothers	9781478014423.0	9781478021728.0							http://doi.org/10.1215/9781478021728	Nash, Jennifer			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1678	Reimagining Social Medicine from the South	9781478014270.0	9781478021582.0							http://doi.org/10.1215/9781478021582	Neely, Abigail			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1679	Tropical Aesthetics of Black Modernism	9781478011408.0	9781478012894.0							http://doi.org/10.1215/9781478012894	Noël, Samantha			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1680	Loss and Wonder at the Worlds End	9781478014560.0	9781478021865.0							http://doi.org/10.1215/9781478021865	Ogden, Laura			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1681	Unintended Lessons of Revolution: Student Teachers and Political Radicalism in Twentieth-Century Mexico	9781478014799.0	9781478022084.0							http://doi.org/10.1215/9781478022084	Padilla, Tanalís			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1682	Reactivating Elements: Chemistry, Ecology, Practice	9781478014362.0	9781478021674.0							http://doi.org/10.1215/9781478021674	Papadopoulos, Dimitris			fulltext		Duke University Press	Monograph	2022.0	2021.0						P	Forthcoming
1683	Policing Protest: The Post-Democratic State and the Figure of Black Insurrection	9781478011439.0	9781478013013.0							http://doi.org/10.1215/9781478013013	Passavant, Paul			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1684	The Jamaica Reader: History, Culture, Politics	9781478011514.0	9781478013099.0							http://doi.org/10.1215/9781478013099	Paton, Diana			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1685	Atmospheric Noise: The Indefinite Urbanism of Los Angeles	9781478011828.0	9781478013174.0							http://doi.org/10.1215/9781478013174	Peterson, Marina			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1686	Warring Visions: Photography and Vietnam	9781478010753.0	9781478012917.0							http://doi.org/10.1215/9781478012917	Phu, Thy			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1687	Interplay of Things: Religion, Art, and Presence Together	9781478014461.0	9781478021766.0							http://doi.org/10.1215/9781478021766	Pinn, Anthony			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1688	Another Aesthetics Is Possible: Arts of Rebellion in the Fourth World War	9781478011255.0	9781478012788.0							http://doi.org/10.1215/9781478012788	Ponce de León, Jennifer			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1689	Healing at the Periphery: Ethnographies of Tibetan Medicine in India	9781478014454.0	9781478021759.0							http://doi.org/10.1215/9781478021759	Pordié, Laurent			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1690	The Inheritance	9781478014034.0	9781478021346.0							http://doi.org/10.1215/9781478021346	Povinelli, Elizabeth			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1691	Between Gaia and Ground: Four Axioms of Existence and the Ancestral Catastrophe of Late Liberalism	9781478014577.0	9781478021872.0							http://doi.org/10.1215/9781478021872	Povinelli, Elizabeth			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1692	Black Aliveness, or A Poetics of Being	9781478014010.0	9781478021322.0							http://doi.org/10.1215/9781478021322	Quashie, Kevin			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1693	Palestine Is Throwing a Party and the Whole World Is Invited: Capital and State Building in the West Bank	9781478014096.0	9781478021407.0							http://doi.org/10.1215/9781478021407	Rabie, Kareem			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1694	Making Women Pay: Microfinance in Urban India	9781478014874.0	9781478022169.0							http://doi.org/10.1215/9781478022169	Radhakrishnan, Smitha			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1695	The Small Book of Hip Checks: On Queer Gender, Race, and Writing	9781478011484.0	9781478013075.0							http://doi.org/10.1215/9781478013075	Rand, Erica			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1696	Soundworks: Race, Sound, and Poetry in Production	9781478011279.0	9781478012795.0							http://doi.org/10.1215/9781478012795	Reed, Anthony			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1697	Emancipation's Daughters: Reimagining Black Femininity and the National Body	9781478010975.0	9781478012504.0							http://doi.org/10.1215/9781478012504	Richardson, Riché			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1698	Speaking for the People: Native Writing and the Question of Political Form	9781478014331.0	9781478021636.0							http://doi.org/10.1215/9781478021636	Rifkin, Mark			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1699	Borderwaters: Amid the Archipelagic States of America	9781478011859.0	9781478013204.0							http://doi.org/10.1215/9781478013204	Roberts, Brian Russell			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1700	Toward Camden	9781478014706.0	9781478022008.0							http://doi.org/10.1215/9781478022008	Romero, Mercy			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1701	How Do We Look?: Resisting Visual Biopolitics	9781478014607.0	9781478021902.0							http://doi.org/10.1215/9781478021902	Rony, Fatimah			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1702	Anthropology, Film Industries, Modularity	9781478014904.0	9781478022190.0							http://doi.org/10.1215/9781478022190	Rossoukh, Ramyar			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1703	Slow Disturbance: Infrastructural Mediation on the Settler Colonial Resource Frontier	9781478008507.0	9781478012139.0							http://doi.org/10.1215/9781478012139	Ruiz, Rafico			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1704	Spatial and Discursive Violence in the US Southwest	9781478011736.0	9781478021292.0							http://doi.org/10.1215/9781478021292	Sánchez, Rosaura			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1705	The Nature of Space	9781478014409.0	9781478021704.0							http://doi.org/10.1215/9781478021704	Santos, Milton			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1706	Queer in Translation: Sexual Politics under Neoliberal Islam	9781478011361.0	9781478012856.0							http://doi.org/10.1215/9781478012856	Savci, Evren			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1707	Around the Day in Eighty Worlds: Politics of the Pluriverse	9781478014126.0	9781478021438.0							http://doi.org/10.1215/9781478021438	Savransky, Martin			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1708	Coed Revolution: The Female Student in the Japanese New Left	9781478011453.0	9781478012979.0							http://doi.org/10.1215/9781478012979	Schieder, Chelsea			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1709	Radiation Sounds: Marshallese Music and Nuclear Silences	9781478014614.0	9781478021919.0							http://doi.org/10.1215/9781478021919	Schwartz, Jessica			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1710	Point of Reckoning: The Fight for Racial Justice at Duke University	9781478011422.0	9781478012955.0							http://doi.org/10.1215/9781478012955	Segal, Theodore			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1711	Hawai'i Is My Haven: Race and Indigeneity in the Black Pacific	9781478014379.0	9781478021667.0							http://doi.org/10.1215/9781478021667	Sharma, Nitasha			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1712	Rebel Imaginaries: Labor, Culture, and Politics in Depression-Era California	9781478011378.0	9781478012900.0							http://doi.org/10.1215/9781478012900	Sine, Elizabeth E.			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1713	Atmospheres of Violence: Structuring Antagonism and the Trans/Queer Ungovernable	9781478014218.0	9781478021520.0							http://doi.org/10.1215/9781478021520	Stanley, Eric			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1714	Media Hot and Cold	9781478014546.0	9781478021841.0							http://doi.org/10.1215/9781478021841	Starosielski, Nicole			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1715	Experts in Action: Transnational Hong KongStyle Stunt Work and Performance	9781478011705.0	9781478021261.0							http://doi.org/10.1215/9781478021261	Steimer, Lauren			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1716	Stories That Make History: Mexico through Elena Poniatowskas Crónicas	9781478014645.0	9781478021940.0							http://doi.org/10.1215/9781478021940	Stephen, Lynn			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1717	Diminished Faculties: A Political Phenomenology of Impairment	9781478017707.0	9781478022329.0							http://doi.org/10.1215/9781478022329	Sterne, Jonathan			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1718	The Ruse of Repair: US Neoliberal Empire and the Turn from Critique	9781478014263.0	9781478021575.0							http://doi.org/10.1215/9781478021575	Stuelke, Patricia			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1719	Multisituated: Ethnography as Diasporic Praxis	9781478014928.0	9781478022206.0							http://doi.org/10.1215/9781478022206	Sunder Rajan, Kaushik			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1720	Transnational Feminist Itineraries: Situating Theory and Activist Practice	9781478014430.0	9781478021735.0							http://doi.org/10.1215/9781478021735	Tambe, Ashwini			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1721	Kincraft: The Making of Black Evangelical Sociality	9781478011781.0	9781478013129.0							http://doi.org/10.1215/9781478013129	Thomas, Todne			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1722	Chosen Peoples: Christianity and Political Imagination in South Sudan	9781478011767.0	9781478013105.0							http://doi.org/10.1215/9781478013105	Tounsel, Christopher			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1723	City of Screens: Imagining Audiences in Manila's Alternative Film Culture	9781478011699.0	9781478021254.0							http://doi.org/10.1215/9781478021254	Trice, Jasmine			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1724	Trouillot Remixed: The Michel-Rolph Trouillot Reader	9781478014225.0	9781478021537.0							http://doi.org/10.1215/9781478021537	Trouillot, Michel-Rolph			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1725	Experiments in Skin: Race and Beauty in the Shadows of Vietnam	9781478011774.0	9781478013136.0							http://doi.org/10.1215/9781478013136	Tu, Thuy			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1726	History on the Run: Secrecy, Fugitivity, and Hmong Refugee Epistemologies	9781478011316.0	9781478012849.0							http://doi.org/10.1215/9781478012849	Vang, Ma			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1727	At the Limits of Cure	9781478014720.0	9781478022022.0							http://doi.org/10.1215/9781478022022	Venkat, Bharat Jayram			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1728	The Long Emancipation: Moving toward Black Freedom	9781478014058.0	9781478021360.0							http://doi.org/10.1215/9781478021360	Walcott, Rinaldo			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1729	Viapolitics: Borders, Migration, and the Power of Locomotion	9781478014287.0	9781478021599.0							http://doi.org/10.1215/9781478021599	Walters, William			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1730	Philosophy for Spiders: On the Low Theory of Kathy Acker	9781478014683.0	9781478021988.0							http://doi.org/10.1215/9781478021988	Wark, McKenzie			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1731	Songbooks: The Literature of American Popular Music	9781478014089.0	9781478021391.0							http://doi.org/10.1215/9781478021391	Weisbard, Eric			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1732	Collective Biologies: Healing Social Ills through Sexual Health Research in Mexico	9781478014881.0	9781478022176.0							http://doi.org/10.1215/9781478022176	Wentzell, Emily			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1733	Fighting and Writing: The Rhodesian Army at War and Postwar	9781478011729.0	9781478021285.0							http://doi.org/10.1215/9781478021285	White, Luise			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1734	Disaffected: The Cultural Politics of Unfeeling in Nineteenth-Century America	9781478014836.0	9781478022107.0							http://doi.org/10.1215/9781478022107	Yao, Xine			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1735	Minor China: Method, Materialisms, and the Aesthetic	9781478011552.0	9781478013068.0							http://doi.org/10.1215/9781478013068	Yapp, Hentyle			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Available
1736	Colonial Debts: The Case of Puerto Rico	9781478011835.0	9781478013198.0							http://doi.org/10.1215/9781478013198	Zambrana, Rocío			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1737	No One's Witness: A Monstrous Poetics	9781478014249.0	9781478021551.0							http://doi.org/10.1215/9781478021551	Zolf, Rachel			fulltext		Duke University Press	Monograph	2021.0	2021.0						P	Forthcoming
1738	The Body of War: Media, Ethnicity, and Gender in the Break-up of Yugoslavia	9780822339663.0	9780822390183.0							http://doi.org/10.1215/9780822390183	&#381;arkov, Dubravka			fulltext		Duke University Press	Monograph	2007.0							P	Available
1739	Screen Traffic: Movies, Multiplexes, and Global Culture	9780822331759.0	9780822384861.0							http://doi.org/10.1215/9780822384861	Acland, Charles			fulltext		Duke University Press	Monograph	2003.0							P	Available
1740	Animals and Women: Feminist Theoretical Explorations	9780822316671.0	9780822381952.0							http://doi.org/10.1215/9780822381952	Adams, Carol J.			fulltext		Duke University Press	Monograph	1995.0							P	Available
1741	A Foreign Policy in Transition: Moscow&rsquo;s Retreat from Central America and the Carribbean, 1985&ndash;1992	9780822312932.0	9780822383017.0							http://doi.org/10.1215/9780822383017	Adams, Jan			fulltext		Duke University Press	Monograph	1992.0							P	Available
1742	Remaking Modernity: Politics, History, and Sociology	9780822333630.0	9780822385882.0							http://doi.org/10.1215/9780822385882	Adams, Julia			fulltext		Duke University Press	Monograph	2005.0							P	Available
1743	Beyond Lines of Control: Performance and Politics on the Disputed Borders of Ladakh, India	9780822334286.0	9780822385899.0							http://doi.org/10.1215/9780822385899	Aggarwal, Ravina			fulltext		Duke University Press	Monograph	2004.0							P	Available
1744	Agrarian Environments: Resources, Representations, and Rule in India	9780822325741.0	9780822396062.0							http://doi.org/10.1215/9780822396062	Agrawal, Arun			fulltext		Duke University Press	Monograph	2000.0							P	Available
1745	Environmentality: Technologies of Government and the Making of Subjects	9780822334927.0	9780822386421.0							http://doi.org/10.1215/9780822386421	Agrawal, Arun			fulltext		Duke University Press	Monograph	2005.0							P	Available
1746	The Criminals of Lima and Their Worlds: The Prison Experience, 1850&ndash;1935	9780822334699.0	9780822386438.0							http://doi.org/10.1215/9780822386438	Aguirre, Carlos			fulltext		Duke University Press	Monograph	2005.0							P	Available
1747	Queer Phenomenology: Orientations, Objects, Others	9780822339144.0	9780822388074.0							http://doi.org/10.1215/9780822388074	Ahmed, Sara			fulltext		Duke University Press	Monograph	2006.0							P	Available
1748	New Science, New World	9780822317685.0	9780822378808.0							http://doi.org/10.1215/9780822378808	Albanese, Denise			fulltext		Duke University Press	Monograph	1996.0							P	Available
1749	Disrupting Savagism: Intersecting Chicana/o, Mexican Immigrant, and Native American Struggles for Self-Representation	9780822327516.0	9780822380016.0							http://doi.org/10.1215/9780822380016	Aldama, Arturo			fulltext		Duke University Press	Monograph	2001.0							P	Available
1750	The Rule of Rules: Morality, Rules, and the Dilemmas of Law	9780822327363.0	9780822380023.0							http://doi.org/10.1215/9780822380023	Alexander, Larry			fulltext		Duke University Press	Monograph	2001.0							P	Available
1751	Pedagogies of Crossing: Meditations on Feminism, Sexual Politics, Memory, and the Sacred	9780822336457.0	9780822386988.0							http://doi.org/10.1215/9780822386988	Alexander, M.			fulltext		Duke University Press	Monograph	2006.0							P	Available
1752	Blood Narrative: Indigenous Identity in American Indian and Maori Literary and Activist Texts	9780822329473.0	9780822383826.0							http://doi.org/10.1215/9780822383826	Allen, Chadwick			fulltext		Duke University Press	Monograph	2002.0							P	Available
1753	Central Asia: One Hundred Thirty Years of Russian Dominance, A Historical Overview	9780822315544.0	9780822396246.0							http://doi.org/10.1215/9780822396246	Allworth, Edward			fulltext		Duke University Press	Monograph	1995.0							P	Available
1754	The Tatars of Crimea: Return to the Homeland	9780822319948.0	9780822398691.0							http://doi.org/10.1215/9780822398691	Allworth, Edward			fulltext		Duke University Press	Monograph	1998.0							P	Available
1755	National Past-Times: Narrative, Representation, and Power in Modern China	9780822319696.0	9780822378402.0							http://doi.org/10.1215/9780822378402	Anagnost, Ann			fulltext		Duke University Press	Monograph	1997.0							P	Available
1756	Deep River: Music and Memory in Harlem Renaissance Thought	9780822325918.0	9780822383048.0							http://doi.org/10.1215/9780822383048	Anderson, Paul			fulltext		Duke University Press	Monograph	2001.0							P	Available
1757	Colonial Pathologies: American Tropical Medicine, Race, and Hygiene in the Philippines	9780822338437.0	9780822388081.0							http://doi.org/10.1215/9780822388081	Anderson, Warwick			fulltext		Duke University Press	Monograph	2006.0							P	Available
1758	Markedness Theory	9780822309598.0	9780822382881.0							http://doi.org/10.1215/9780822382881	Andrews, Edna			fulltext		Duke University Press	Monograph	1990.0							P	Available
1759	The Age of Beloveds: Love and the Beloved in Early-Modern Ottoman and European Culture and Society	9780822334507.0	9780822385905.0							http://doi.org/10.1215/9780822385905	Andrews, Walter			fulltext		Duke University Press	Monograph	2005.0							P	Available
1760	The Development of Spiritual Life in Bosnia under the Influence of Turkish Rule	9780822310631.0	9780822382553.0							http://doi.org/10.1215/9780822382553	Andric, Ivo			fulltext		Duke University Press	Monograph	1991.0							P	Available
1761	Virtual Migration: The Programming of Globalization	9780822336815.0	9780822387534.0							http://doi.org/10.1215/9780822387534	Aneesh, A.			fulltext		Duke University Press	Monograph	2006.0							P	Available
1762	Metamorphoses: Memoirs of a Life in Medicine	9780822333784.0	9780822385912.0							http://doi.org/10.1215/9780822385912	Anlyan, M. D., William			fulltext		Duke University Press	Monograph	2004.0							P	Available
1763	Native Moderns: American Indian Painting, 1940&ndash;1960	9780822338666.0	9780822388104.0							http://doi.org/10.1215/9780822388104	Anthes, Bill			fulltext		Duke University Press	Monograph	2006.0							P	Available
