publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
Multivariate Statistics: A Vector Space Approach	978-0-940600-69-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/multivariate-statistics/toc/10.1214/lnms/1196285102	Eaton	euclid.lnms/1196285102		fulltext		Institute of Mathematical Statistics	Monograph	2007	39414.0	53			euclid.lnms/0749-2170		F
A Festschrift for Herman Rubin	0-940600-61-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/a-festschrift-for-herman-rubin/toc/10.1214/lnms/1196285369		euclid.lnms/1196285369		fulltext		Institute of Mathematical Statistics	Monograph	2004	39414.0	45		DasGupta	euclid.lnms/0749-2170		F
Recent Developments in Multiple Comparison Procedures	0-940600-63-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/recent-developments-in-multiple-comparison-procedures/toc/10.1214/lnms/1196285619		euclid.lnms/1196285619		fulltext		Institute of Mathematical Statistics	Monograph	2004	39414.0	47		Benjamini	euclid.lnms/0749-2170		F
Dynamics & Stochastics: Festschrift in honor of M. S. Keane	0-940600-64-1								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/dynamics-stochastics/toc/10.1214/lnms/1196285797		euclid.lnms/1196285797		fulltext		Institute of Mathematical Statistics	Monograph	2006	39414.0	48		Denteneer	euclid.lnms/0749-2170		F
Time Series and Related Topics: In Memory of Ching-Zong Wei	978-0-940600-68-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/time-series-and-related-topics/toc/10.1214/lnms/1196285955		euclid.lnms/1196285955		fulltext		Institute of Mathematical Statistics	Monograph	2006	39414.0	52		Ho	euclid.lnms/0749-2170		F
Complex Datasets and Inverse Problems: Tomography, Networks and Beyond	978-0-940600-70-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/complex-datasets-and-inverse-problems/toc/10.1214/lnms/1196794933		euclid.lnms/1196794933		fulltext		Institute of Mathematical Statistics	Monograph	2007	39420.0	54		Liu	euclid.lnms/0749-2170		F
Asymptotics: Particles, Processes and Inverse Problems: Festschrift for Piet Groeneboom	978-0-940600-71-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/asymptotics-particles-processes-and-inverse-problems/toc/10.1214/lnms/1196797058		euclid.lnms/1196797058		fulltext		Institute of Mathematical Statistics	Monograph	2007	39420.0	55		Cator	euclid.lnms/0749-2170		F
Pac-Bayesian Supervised Classification: The Thermodynamics of Statistical Learning	978-0-940600-72-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/pac-bayesian-supervised-classification/toc/10.1214/074921707000000391	Catoni	euclid.lnms/1199996410		fulltext		Institute of Mathematical Statistics	Monograph	2007	39457.0	56			euclid.lnms/0749-2170		F
The First Erich L. Lehmann Symposium---Optimality: Papers from the symposium held in Guanajuato, May 23--25, 2002	0-940600-59-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/the-first-erich-l-lehmann-symposium-optimality/toc/10.1214/lnms/1215006758		euclid.lnms/1215006758		fulltext		Institute of Mathematical Statistics	Monograph	2004	39631.0	44		Rojo	euclid.lnms/0749-2170		F
Game theory, optimal stopping, probability and statistics: Papers in honor of Thomas S. Ferguson	0-940600-48-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/game-theory-optimal-stopping-probability-and-statistics/toc/10.1214/lnms/1215089731		euclid.lnms/1215089731		fulltext		Institute of Mathematical Statistics	Monograph	2000	39632.0	35		Bruss	euclid.lnms/0749-2170		F
State of the art in probability and statistics: Festschrift for Willem R. van Zwet, Papers from the symposium held at the University of Leiden, Leiden, March 23--26, 1999	0-940600-50-1								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/state-of-the-art-in-probability-and-statistics/toc/10.1214/lnms/1215090053		euclid.lnms/1215090053		fulltext		Institute of Mathematical Statistics	Monograph	2001	39632.0	36		de Gunst	euclid.lnms/0749-2170		F
Selected Proceedings of the Symposium on Inference for Stochastic Processes: Held at the University of Georgia, Athens, GA, May 10--12, 2000	0-940600-51-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/selected-proceedings-of-the-symposium-on-inference-for-stochastic-processes/toc/10.1214/lnms/1215090677		euclid.lnms/1215090677		fulltext		Institute of Mathematical Statistics	Monograph	2001	39632.0	37		Basawa	euclid.lnms/0749-2170		F
R. R. Bahadur's lectures on the theory of estimation: Edited and with a preface by Stephen M. Stigler, Wing Hung Wong and Daming Xu	0-940600-53-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/r-r-bahadur-s-lectures-on-the-theory-of-estimation/toc/10.1214/lnms/1215091005	Bahadur	euclid.lnms/1215091005		fulltext		Institute of Mathematical Statistics	Monograph	2002	39632.0	39		Stigler	euclid.lnms/0749-2170		F
Statistics and science: a Festschrift for Terry Speed	0-940600-56-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/statistics-and-science-a-festschrift-for-terry-speed/toc/10.1214/lnms/1215091126		euclid.lnms/1215091126		fulltext		Institute of Mathematical Statistics	Monograph	2003	39632.0	40		Goldstein	euclid.lnms/0749-2170		F
Probability, statistics and their applications: papers in honor of Rabi Bhattacharya	0-940600-55-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/probability-statistics-and-their-applications-papers-in-honor-of-rabi-bhattacharya/toc/10.1214/lnms/1215091650		euclid.lnms/1215091650		fulltext		Institute of Mathematical Statistics	Monograph	2003	39632.0	41		Athreya	euclid.lnms/0749-2170		F
Mathematical statistics and applications: Festschrift for Constance van Eeden	0-940600-57-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/mathematical-statistics-and-applications/toc/10.1214/lnms/1215091920		euclid.lnms/1215091920		fulltext		Institute of Mathematical Statistics	Monograph	2003	39632.0	42		Moore	euclid.lnms/0749-2170		F
Crossing boundaries: statistical essays in honor of Jack Hall	0-940600-58-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/crossing-boundaries-statistical-essays-in-honor-of-jack-hall/toc/10.1214/lnms/1215092381		euclid.lnms/1215092381		fulltext		Institute of Mathematical Statistics	Monograph	2003	39632.0	43		Kolassa	euclid.lnms/0749-2170		F
Adaptive designs: Papers from the Joint AMS-IMS-SIAM Summer Conference held at Mt. Holyoke College, South Hadley, MA, July 1992	0-940600-36-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/adaptive-designs/toc/10.1214/lnms/1215451468		euclid.lnms/1215451468		fulltext		Institute of Mathematical Statistics	Monograph	1995	39636.0	25		Flournoy	euclid.lnms/0749-2170		F
Stochastic differential equations in infinite-dimensional spaces: An extended version of the lectures delivered by Gopinath Kallianpur as part of the 1993 Barrett Lectures at the University of Tennessee, Knoxville, TN.	0-940600-38-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/stochastic-differential-equations-in-infinite-dimensional-spaces/toc/10.1214/lnms/1215451864	Kallianpur	euclid.lnms/1215451864		fulltext		Institute of Mathematical Statistics	Monograph	1995	39636.0	26			euclid.lnms/0749-2170		F
Analysis of censored data	0-940600-39-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/analysis-of-censored-data/toc/10.1214/lnms/1215452207		euclid.lnms/1215452207		fulltext		Institute of Mathematical Statistics	Monograph	1995	39636.0	27		Koul	euclid.lnms/0749-2170		F
Distributions with fixed marginals and related topics	0-940600-40-4								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/distributions-with-fixed-marginals-and-related-topics/toc/10.1214/lnms/1215452598		euclid.lnms/1215452598		fulltext		Institute of Mathematical Statistics	Monograph	1996	39636.0	28		Rüschendorf	euclid.lnms/0749-2170		F
Bayesian robustness	0-940600-41-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/bayesian-robustness/toc/10.1214/lnms/1215453054		euclid.lnms/1215453054		fulltext		Institute of Mathematical Statistics	Monograph	1996	39636.0	29		Berger	euclid.lnms/0749-2170		F
Statistics, probability and game theory: Papers in honor of David Blackwell	0-940600-42-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/statistics-probability-and-game-theory/toc/10.1214/lnms/1215453556		euclid.lnms/1215453556		fulltext		Institute of Mathematical Statistics	Monograph	1996	39636.0	30		Ferguson	euclid.lnms/0749-2170		F
$L\sb 1$-statistical procedures and related topics: Papers from the 3rd International Conference on $L\sb 1$-Norm and Related Methods held in Neuchâtel, August 11--15, 1997	0-940600-43-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/l-sb-1-statistical-procedures-and-related-topics/toc/10.1214/lnms/1215454115		euclid.lnms/1215454115		fulltext		Institute of Mathematical Statistics	Monograph	1997	39636.0	31		Dodge	euclid.lnms/0749-2170		F
Selected Proceedings of the Symposium on Estimating Functions: Held at the University of Georgia, Athens, GA, March 21--23, 1996	0-940600-44-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/selected-proceedings-of-the-symposium-on-estimating-functions/toc/10.1214/lnms/1215455031		euclid.lnms/1215455031		fulltext		Institute of Mathematical Statistics	Monograph	1997	39636.0	32		Basawa	euclid.lnms/0749-2170		F
Statistics in molecular biology and genetics: Selected proceedings of the Joint AMS-IMS-SIAM Summer Conference on Statistics in Molecular Biology held in Seattle, WA, June 22--26, 1997	0-940600-47-1								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/statistics-in-molecular-biology-and-genetics/toc/10.1214/lnms/1215455541		euclid.lnms/1215455541		fulltext		Institute of Mathematical Statistics	Monograph	1999	39636.0	33		Seillier-Moiseiwitsch	euclid.lnms/0749-2170		F
New developments and applications in experimental design	0-940600-46-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/new-developments-and-applications-in-experimental-design/toc/10.1214/lnms/1215456177		euclid.lnms/1215456177		fulltext		Institute of Mathematical Statistics	Monograph	1998	42313.0	34		Flournoy	euclid.lnms/0749-2170		F
Analytic statistical models	0-940600-20-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/analytic-statistical-models/toc/10.1214/lnms/1215456842	Skovgaard	euclid.lnms/1215456842		fulltext		Institute of Mathematical Statistics	Monograph	1990	39636.0	15			euclid.lnms/0749-2170		F
Topics in statistical dependence	0-940600-23-4								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/topics-in-statistical-dependence/toc/10.1214/lnms/1215457539		euclid.lnms/1215457539		fulltext		Institute of Mathematical Statistics	Monograph	1990	39636.0	16		Block	euclid.lnms/0749-2170		F
Current issues in statistical inference: Essays in honor of D. Basu	0-940600-24-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/current-issues-in-statistical-inference-essays-in-honor-of-d-basu/toc/10.1214/lnms/1215458833		euclid.lnms/1215458833		fulltext		Institute of Mathematical Statistics	Monograph	1992	39636.0	17		Ghosh	euclid.lnms/0749-2170		F
Selected Proceedings of the Sheffield Symposium on Applied Probability: Held at the University of Sheffield, Sheffield, August 16--19, 1989	0-940600-25-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/selected-proceedings-of-the-sheffield-symposium-on-applied-probability/toc/10.1214/lnms/1215459277		euclid.lnms/1215459277		fulltext		Institute of Mathematical Statistics	Monograph	1991	39636.0	18		Basawa	euclid.lnms/0749-2170		F
Stochastic orders and decision under risk: Papers from the International Workshop held in Hamburg, May 16--20, 1989	0-940600-26-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/stochastic-orders-and-decision-under-risk/toc/10.1214/lnms/1215459838		euclid.lnms/1215459838		fulltext		Institute of Mathematical Statistics	Monograph	1991	39636.0	19		Mosler	euclid.lnms/0749-2170		F
Spatial statistics and imaging: Papers from the Research Conference on Image Analysis and Spatial Statistics held at Bowdoin College, Brunswick, Maine, Summer 1988	0-940600-27-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/spatial-statistics-and-imaging/toc/10.1214/lnms/1215460484		euclid.lnms/1215460484		fulltext		Institute of Mathematical Statistics	Monograph	1991	39636.0	20		Possolo	euclid.lnms/0749-2170		F
Weighted empiricals and linear models	0-940600-28-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/weighted-empiricals-and-linear-models/toc/10.1214/lnms/1215461502	Koul	euclid.lnms/1215461502		fulltext		Institute of Mathematical Statistics	Monograph	1992	39636.0	21			euclid.lnms/0749-2170		F
Stochastic inequalities: Papers from the AMS-IMS-SIAM Joint Summer Research Conference held in Seattle, Washington, July 1991	0-940600-29-3								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/stochastic-inequalities/toc/10.1214/lnms/1215461930		euclid.lnms/1215461930		fulltext		Institute of Mathematical Statistics	Monograph	1992	39636.0	22		Shaked	euclid.lnms/0749-2170		F
Change-point problems: Papers from the AMS-IMS-SIAM Summer Research Conference held at Mt. Holyoke College, South Hadley, MA, July 11--16, 1992	0-940600-34-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/change-point-problems/toc/10.1214/lnms/1215463106		euclid.lnms/1215463106		fulltext		Institute of Mathematical Statistics	Monograph	1994	39636.0	23		Carlstein	euclid.lnms/0749-2170		F
Multivariate analysis and its applications	0-940600-35-8								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/multivariate-analysis-and-its-applications/toc/10.1214/lnms/1215463776		euclid.lnms/1215463776		fulltext		Institute of Mathematical Statistics	Monograph	1994	39636.0	24		Anderson	euclid.lnms/0749-2170		F
Essays on the prediction process	0-940600-00-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/essays-on-the-prediction-process/toc/10.1214/lnms/1215464503	Knight	euclid.lnms/1215464503		fulltext		Institute of Mathematical Statistics	Monograph	1981	39636.0	1		Gupta	euclid.lnms/0749-2170		F
Survival Analysis: Proceedings of the Special Topics Meeting sponsored by the Institute of Mathematical Statistics, October 26-28, 1981, Columbus, Ohio	0-940600-02-1								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/survival-analysis/toc/10.1214/lnms/1215464834		euclid.lnms/1215464834		fulltext		Institute of Mathematical Statistics	Monograph	1982	39636.0	2		Crowley	euclid.lnms/0749-2170		F
Empirical processes	0-940600-03-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/empirical-processes/toc/10.1214/lnms/1215465233	Gänssler	euclid.lnms/1215465233		fulltext		Institute of Mathematical Statistics	Monograph	1983	39636.0	3		Gupta	euclid.lnms/0749-2170		F
Zonal polynomials	0-940600-05-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/zonal-polynomials/toc/10.1214/lnms/1215465457	Takemura	euclid.lnms/1215465457		fulltext		Institute of Mathematical Statistics	Monograph	1984	39636.0	4		Gupta	euclid.lnms/0749-2170		F
Inequalities in Statistics and Probability: Proceedings of the Symposium on Inequalities in Statistics and Probability, October 27-30, 1982, Lincoln, Nebraska	0-940600-04-8								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/inequalities-in-statistics-and-probability/toc/10.1214/lnms/1215465617		euclid.lnms/1215465617		fulltext		Institute of Mathematical Statistics	Monograph	1984	39636.0	5		Tong	euclid.lnms/0749-2170		F
The likelihood principle: a review, generalizations, and statistical implications	0-940600-13-7								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/the-likelihood-principle/toc/10.1214/lnms/1215466210	Berger	euclid.lnms/1215466210		fulltext		Institute of Mathematical Statistics	Monograph	1988	39636.0	6		Gupta	euclid.lnms/0749-2170		F
Approximate computation of expectations	0-940600-08-0								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/approximate-computation-of-expectations/toc/10.1214/lnms/1215466568	Stein	euclid.lnms/1215466568		fulltext		Institute of Mathematical Statistics	Monograph	1986	39636.0	7		Gupta	euclid.lnms/0749-2170		F
Fundamentals of statistical exponential families with applications in statistical decision theory	0-940600-10-2								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/fundamentals-of-statistical-exponential-families-with-applications-in-statistical-decision-theory/toc/10.1214/lnms/1215466757	Brown	euclid.lnms/1215466757		fulltext		Institute of Mathematical Statistics	Monograph	1986	39636.0	9		Gupta	euclid.lnms/0749-2170		F
Differential geometry in statistical inference	0-940600-12-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/differential-geometry-in-statistical-inference/toc/10.1214/lnms/1215467056	Amari	euclid.lnms/1215467056		fulltext		Institute of Mathematical Statistics	Monograph	1987	39636.0	10		Gupta	euclid.lnms/0749-2170		F
Group representations in probability and statistics	0-940600-14-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/group-representations-in-probability-and-statistics/toc/10.1214/lnms/1215467407	Diaconis	euclid.lnms/1215467407		fulltext		Institute of Mathematical Statistics	Monograph	1988	39636.0	11		Gupta	euclid.lnms/0749-2170		F
An introduction to continuity, extrema, and related topics for general Gaussian processes	0-940600-17-X								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/an-introduction-to-continuity-extrema-and-related-topics-for-general-gaussian-processes/toc/10.1214/lnms/1215467924	Adler	euclid.lnms/1215467924		fulltext		Institute of Mathematical Statistics	Monograph	1990	39636.0	12			euclid.lnms/0749-2170		F
Small sample asymptotics	0-940600-18-8								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/small-sample-asymptotics/toc/10.1214/lnms/1215468235	Field	euclid.lnms/1215468235		fulltext		Institute of Mathematical Statistics	Monograph	1990	39636.0	13			euclid.lnms/0749-2170		F
Adaptive statistical procedures and related topics	0-940600-09-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/adaptive-statistical-procedures-and-related-topics/toc/10.1214/lnms/1215540282		euclid.lnms/1215540282		fulltext		Institute of Mathematical Statistics	Monograph	1986	39637.0	8		Van Ryzin	euclid.lnms/0749-2170		F
Invariant measures on groups and their use in statistics	0-940600-19-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/invariant-measures-on-groups-and-their-use-in-statistics/toc/10.1214/lnms/1215540653	Wijsman	euclid.lnms/1215540653		fulltext		Institute of Mathematical Statistics	Monograph	1990	39637.0	14			euclid.lnms/0749-2170		F
Model selection	0-940600-52-8								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/model-selection/toc/10.1214/lnms/1215540957		euclid.lnms/1215540957		fulltext		Institute of Mathematical Statistics	Monograph	2001	39637.0	38		Lahiri	euclid.lnms/0749-2170		F
Optimality: The Third Erich L. Lehmann Symposium	978-0-940600-77-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/optimality/toc/10.1214/09-LNMS57		euclid.lnms/1249305311		fulltext		Institute of Mathematical Statistics	Monograph	2009	40028.0	57		Rojo	euclid.lnms/0749-2170		F
Methods and Applications of Analysis	1073-2772	1945-0001	2002-09	9.0	3	2010-12-01	17.0	4	https://projecteuclid.org/journals/methods-and-applications-of-analysis		methods-and-applications-of-analysis		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Missouri Journal of Mathematical Sciences	0899-6180	1085-2581	1989-02	1.0	1				https://projecteuclid.org/journals/missouri-journal-of-mathematical-sciences		missouri-journal-of-mathematical-sciences		fulltext	Articles older than 5 years are open.	University of Central Missouri, Department of Mathematics and Computer Science	Serial								P
Michigan Mathematical Journal	0026-2285	1945-2365	1952-01	1.0	1				https://projecteuclid.org/journals/michigan-mathematical-journal		michigan-mathematical-journal		fulltext	Articles older than 5 years are open.	University of Michigan, Department of Mathematics	Serial								P
Moscow Journal of Combinatorics and Number Theory	2220-5438	2640-7361	2019-01-01	8.0	1				https://projecteuclid.org/journals/moscow-journal-of-combinatorics-and-number-theory		moscow-journal-of-combinatorics-and-number-theory		fulltext	Articles older than 5 years are open.	MSP	Serial								P
Lectures on Complements on Log Surfaces	978-4-931469-12-9								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/lectures-on-complements-on-log-surfaces/toc/10.2969/msjmemoirs/010010000	Prokhorov	euclid.msjm/1389800286		fulltext		Mathematical Society of Japan	Monograph	2001	41654.0	10			euclid.msjm/2189-1494		F
Theories of Types and Proofs	978-4-931469-02-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/theories-of-types-and-proofs/toc/10.2969/msjmemoirs/002010000		euclid.msjm/1389985695		fulltext		Mathematical Society of Japan	Monograph	1998	41656.0	2		Takahashi	euclid.msjm/2189-1494		F
Lecture Notes on Dunkl Operators for Real and Complex Reflection Groups	978-4-931469-08-2								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/lecture-notes-on-dunkl-operators-for-real-and-complex-reflection-groups/toc/10.2969/msjmemoirs/008010000	Opdam	euclid.msjm/1389985754		fulltext		Mathematical Society of Japan	Monograph	2000	41656.0	8			euclid.msjm/2189-1494		F
Quantum Many-Body Problems and Representation Theory	978-4-931469-01-3								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/quantum-many-body-problems-and-representation-theory/toc/10.2969/msjmemoirs/001010000	Cherednik	euclid.msjm/1389985789		fulltext		Mathematical Society of Japan	Monograph	1998	41656.0	1			euclid.msjm/2189-1494		F
Three-dimensional Orbifolds and Cone-Manifolds	978-4-931469-05-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/three-dimensional-orbifolds-and-cone-manifolds/toc/10.2969/msjmemoirs/005010000	Cooper	euclid.msjm/1389985812		fulltext		Mathematical Society of Japan	Monograph	2000	41656.0	5			euclid.msjm/2189-1494		F
Interaction of Combinatorics and Representation Theory	978-4-931469-14-3								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/interaction-of-combinatorics-and-representation-theory/toc/10.2969/msjmemoirs/011010000	Stembridge	euclid.msjm/1389985959		fulltext		Mathematical Society of Japan	Monograph	2001	41656.0	11			euclid.msjm/2189-1494		F
Cauchy Problem for Quasilinear Hyperbolic Systems	978-4-931469-06-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/cauchy-problem-for-quasilinear-hyperbolic-systems/toc/10.2969/msjmemoirs/006010000	De-xing	euclid.msjm/1389985988		fulltext		Mathematical Society of Japan	Monograph	2000	41656.0	6			euclid.msjm/2189-1494		F
Period mappings and differential equations. From $\mathbb{C}$ to $\mathbb{C}_{p}$: T?hoku-Hokkaid? lectures in arithmetic geometry	978-4-931469-22-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/period-mappings-and-differential-equations-from-mathbb-c-to-mathbb-c-p/toc/10.2969/msjmemoirs/012010000	André	euclid.msjm/1389986016		fulltext		Mathematical Society of Japan	Monograph	2003	41656.0	12			euclid.msjm/2189-1494		F
Zariski-decomposition and Abundance	978-4-931469-31-0								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/zariski-decomposition-and-abundance/toc/10.2969/msjmemoirs/014010000	Nakayama	euclid.msjm/1389986103		fulltext		Mathematical Society of Japan	Monograph	2004	41656.0	14			euclid.msjm/2189-1494		F
Arrangements and Hypergeometric Integrals	978-4-931469-10-5								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/arrangements-and-hypergeometric-integrals/toc/10.2969/msjmemoirs/009020000	Orlik	euclid.msjm/1390426233		fulltext		Mathematical Society of Japan	Monograph	2007	41661.0	9			euclid.msjm/2189-1494		F
Axioms for a Vertex Algebra and the Locality of Quantum Fields	978-4-931469-04-4								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/axioms-for-a-vertex-algebra-and-the-locality-of-quantum-fields/toc/10.2969/msjmemoirs/004010000	Matsuo	euclid.msjm/1390426253		fulltext		Mathematical Society of Japan	Monograph	1999	41661.0	4			euclid.msjm/2189-1494		F
Combinatorial Quantum Method in 3-dimensional Topology	978-4-931469-03-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/combinatorial-quantum-method-in-3-dimensional-topology/toc/10.2969/msjmemoirs/003010000	Ohtsuki	euclid.msjm/1390600531		fulltext		Mathematical Society of Japan	Monograph	1999	41663.0	3			euclid.msjm/2189-1494		F
Cauchy Problem for Noneffectively Hyperbolic Operators	978-4-86497-018-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/cauchy-problem-for-noneffectively-hyperbolic-operators/toc/10.2969/msjmemoirs/030010000	Nishitani	euclid.msjm/1411503742		fulltext		Mathematical Society of Japan	Monograph	2013	41905.0	30			euclid.msjm/2189-1494		F
Bohr-Jessen Limit Theorem, Revisited	978-4-86497-019-8								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/bohr-jessen-limit-theorem-revisited/toc/10.2969/msjmemoirs/031010000	Takanobu	euclid.msjm/1412101938		fulltext		Mathematical Society of Japan	Monograph	2013	41912.0	31			euclid.msjm/2189-1494		F
Fractional Calculus of Weyl Algebra and Fuchsian Differential Equations	978-4-86497-016-7								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/fractional-calculus-of-weyl-algebra-and-fuchsian-differential-equations/toc/10.2969/msjmemoirs/028010000	Oshima	euclid.msjm/1413220558		fulltext		Mathematical Society of Japan	Monograph	2012	41925.0	28			euclid.msjm/2189-1494		F
Projective Representations and Spin Characters of Complex Reflection Groups $G(m,p,n)$ and $G(m,p,\infty)$	978-4-86497-017-4								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/projective-representations-and-spin-characters-of-complex-reflection-groups-g-m-p-n-and-g-m-p-infty/toc/10.2969/msjmemoirs/029010000	Hirai	euclid.msjm/1413220871		fulltext		Mathematical Society of Japan	Monograph	2013	41925.0	29			euclid.msjm/2189-1494		F
Introduction to spectral theory and inverse problem on asymptotically hyperbolic manifolds	978-4-86497-021-1								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/introduction-to-spectral-theory-and-inverse-problem-on-asymptotically-hyperbolic-manifolds/toc/10.2969/msjmemoirs/032010000	Isozaki	euclid.msjm/1414003154		fulltext		Mathematical Society of Japan	Monograph	2014	41934.0	32			euclid.msjm/2189-1494		P
Semilinear Hyperbolic Equations	978-4-931469-07-5								https://projecteuclid.org/ebooks/mathematical-society-of-japan-memoirs/semilinear-hyperbolic-equations/toc/10.2969/msjmemoirs/007020000	Georgiev	euclid.msjm/1416320829		fulltext		Mathematical Society of Japan	Monograph	2005	41961.0	7			euclid.msjm/2189-1494		F
