publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
Adaptive statistical procedures and related topics	0-940600-09-9								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/adaptive-statistical-procedures-and-related-topics/toc/10.1214/lnms/1215540282		euclid.lnms/1215540282		fulltext		Institute of Mathematical Statistics	Monograph	1986.0	39637.0	8		Van Ryzin	euclid.lnms/0749-2170		F
Invariant measures on groups and their use in statistics	0-940600-19-6								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/invariant-measures-on-groups-and-their-use-in-statistics/toc/10.1214/lnms/1215540653	Wijsman	euclid.lnms/1215540653		fulltext		Institute of Mathematical Statistics	Monograph	1990.0	39637.0	14			euclid.lnms/0749-2170		F
Model selection	0-940600-52-8								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/model-selection/toc/10.1214/lnms/1215540957		euclid.lnms/1215540957		fulltext		Institute of Mathematical Statistics	Monograph	2001.0	39637.0	38		Lahiri	euclid.lnms/0749-2170		F
Optimality: The Third Erich L. Lehmann Symposium	978-0-940600-77-5								https://projecteuclid.org/ebooks/institute-of-mathematical-statistics-lecture-notes-monograph-series/optimality/toc/10.1214/09-LNMS57		euclid.lnms/1249305311		fulltext		Institute of Mathematical Statistics	Monograph	2009.0	40028.0	57		Rojo	euclid.lnms/0749-2170		F
Notre Dame Mathematical Lectures			1942	1.0		1992-01-01	12.0		https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures		euclid.ndml		fulltext	All content is open.	University of Notre Dame	Serial								F
On the Principles of Statistical Inference									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/on-the-principles-of-statistical-inference/toc/ndml/1175196978	Wald	euclid.ndml/1175196978		fulltext		University of Notre Dame	Monograph	1942.0	39170.0	1			euclid.ndml		F
Galois Theory: Lectures Delivered at the University of Notre Dame									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/galois-theory/toc/ndml/1175197001	Artin	euclid.ndml/1175197001		fulltext		University of Notre Dame	Monograph	1942.0	39170.0	2		Milgram	euclid.ndml		F
Galois Theory: Lectures Delivered at the University of Notre Dame									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/galois-theory/toc/ndml/1175197041	Artin	euclid.ndml/1175197041		fulltext		University of Notre Dame	Monograph	1971.0	39170.0	2	2nd edition	Milgram	euclid.ndml		F
Algebra of Analysis									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/algebra-of-analysis/toc/ndml/1175197100	Menger	euclid.ndml/1175197100		fulltext		University of Notre Dame	Monograph	1944.0	39170.0	3			euclid.ndml		F
Notre Dame Mathematical Lectures, Number 4									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/notre-dame-mathematical-lectures-number-4/toc/ndml/1175197121		euclid.ndml/1175197121		fulltext		University of Notre Dame	Monograph	1944.0	39170.0	4			euclid.ndml		F
A Theory of Formal Deducibility									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/a-theory-of-formal-deducibility/toc/ndml/1175197175	Curry	euclid.ndml/1175197175		fulltext		University of Notre Dame	Monograph	1950.0	39170.0	6			euclid.ndml		F
A Theory of Formal Deducibility									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/a-theory-of-formal-deducibility/toc/ndml/1175197293	Curry	euclid.ndml/1175197293		fulltext		University of Notre Dame	Monograph	1966.0	39170.0	6	2nd edition		euclid.ndml		F
Lectures on Diophantine Approximations									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/lectures-on-diophantine-approximations/toc/ndml/1175197407	Mahler	euclid.ndml/1175197407		fulltext		University of Notre Dame	Monograph	1961.0	39170.0	7			euclid.ndml		F
Abstract Set Theory									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/abstract-set-theory/toc/ndml/1175197470	Skolem	euclid.ndml/1175197470		fulltext		University of Notre Dame	Monograph	1962.0	39170.0	8			euclid.ndml		F
The Concept of Matter in Descartes and Leibniz									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/the-concept-of-matter-in-descartes-and-leibniz/toc/ndml/1175197520	Taliaferro	euclid.ndml/1175197520		fulltext		University of Notre Dame	Monograph	1964.0	39170.0	9			euclid.ndml		F
Topics in the Theory of Algebraic Groups	0-268-01843-X								https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/topics-in-the-theory-of-algebraic-groups/toc/ndml/1175197654		euclid.ndml/1175197654		fulltext		University of Notre Dame	Monograph	1982.0	39170.0	10[b]			euclid.ndml		F
The Model Theory of Groups	0-268-01371-3								https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/the-model-theory-of-groups/toc/ndml/1175197767		euclid.ndml/1175197767		fulltext		University of Notre Dame	Monograph	1989.0	39170.0	11		Nesin	euclid.ndml		F
Proceedings of the Symposium on Value Distribution Theory in Several Complex Variables: On the occasion of the Inauguration of Wilhelm Stoll as the Vincent F. Duncan and Annamarie Micus Duncan Professor of Mathematics, April 28-29, 1990, University of Notre Dame	0-268-01512-0								https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/proceedings-of-the-symposium-on-value-distribution-theory-in-several-complex-variables/toc/ndml/1175197930		euclid.ndml/1175197930		fulltext		University of Notre Dame	Monograph	1990.0	39170.0	12		Stoll	euclid.ndml		F
Topics in Local Algebra: Lectures Delivered at the University of Notre Dame									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/topics-in-local-algebra/toc/ndml/1175199897	Dieudonné	euclid.ndml/1175199897		fulltext		University of Notre Dame	Monograph	1967.0	39170.0	10[a]		Borelli	euclid.ndml		F
Direct Decompositions of Finite Algebraic Systems									https://projecteuclid.org/ebooks/notre-dame-mathematical-lectures/direct-decompositions-of-finite-algebraic-systems/toc/ndml/1175200122	Jónsson	euclid.ndml/1175200122		fulltext		University of Notre Dame	Monograph	1947.0	39170.0	5			euclid.ndml		F
Osaka Journal of Mathematics	0030-6126		1964	1.0	1				https://projecteuclid.org/journals/osaka-journal-of-mathematics		osaka-journal-of-mathematics		fulltext	All content is open.	Osaka University and Osaka City University, Departments of Mathematics	Serial							euclid.ojm/0388-0699	F
Journal of the Institute of Polytechnics, Osaka City University. Series A: Mathematics	0388-0516		1950	1.0	1	1960-01-01	11.0	2.0	https://projecteuclid.org/journals/osaka-journal-of-mathematics		osaka-journal-of-mathematics		fulltext		Osaka University and Osaka City University, Departments of Mathematics	Serial								F
Osaka Mathematical Journal	0388-0699		1949	1.0	1	1963-01-01	15.0	2.0	https://projecteuclid.org/journals/osaka-journal-of-mathematics		osaka-journal-of-mathematics		fulltext		Osaka University and Osaka City University, Departments of Mathematics	Serial							euclid.ojm/0449-2773	F
Journal of Mathematics, Osaka City University	0449-2773		1961	12.0	1-2	1963-01-01	14.0	2.0	https://projecteuclid.org/journals/osaka-journal-of-mathematics		osaka-journal-of-mathematics		fulltext		Osaka University and Osaka City University, Departments of Mathematics	Serial							euclid.ojm/0388-0516	F
Proceedings of the Centre for Mathematics and its Applications	1328-5076								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications		euclid.pcma/1328-5076		fulltext	All content is open.	Australian National University, Mathematical Sciences Institute	Serial								F
National Research Symposium on Geometric Analysis and Applications	0-7315-5203-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/national-research-symposium-on-geometric-analysis-and-applications/toc/pcma/1416260665		euclid.pcma/1416260665		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2001.0	41960.0	39		Isaev	euclid.pcma/1328-5076		F
The AMSIANU Workshop on Spectral Theory and Harmonic Analysis	0-7315-5208-3								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/the-amsi-anu-workshop-on-spectral-theory-and-harmonic-analysis/toc/pcma/1416320868		euclid.pcma/1416320868		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2010.0	41961.0	44		Hassell	euclid.pcma/1328-5076		F
The Japanese-Australian Workshop on Real and Complex Singularities: JARCS III	0-7315-5207-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/the-japanese-australian-workshop-on-real-and-complex-singularities-jarcs-iii/toc/pcma/1416320990		euclid.pcma/1416320990		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2010.0	41961.0	43		Fukui	euclid.pcma/1328-5076		F
CMA/AMSI Research Symposium Asymptotic Geometric Analysis, Harmonic Analysis and Related Topics	0-7315-5206-7								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/cma-amsi-research-symposium-asymptotic-geometric-analysis-harmonic-analysis-and-related-topics/toc/pcma/1416321163		euclid.pcma/1416321163		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2007.0	41961.0	42		McIntosh	euclid.pcma/1328-5076		F
International Conference on Harmonic Analysis and Related Topics	0-7315-5205-9								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/international-conference-on-harmonic-analysis-and-related-topics/toc/pcma/1416322419		euclid.pcma/1416322419		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2003.0	41961.0	41		Duong	euclid.pcma/1328-5076		F
Miniconference on Probability and Analysis	0-7315-0446-1								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-probability-and-analysis/toc/pcma/1416322687		euclid.pcma/1416322687		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1992.0	41961.0	29		Doust	euclid.pcma/1328-5076		F
Workshop on Design of Longitudinal Studies and Analysis of Repeated Measures Data	0-7315-0444-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/workshop-on-design-of-longitudinal-studies-and-analysis-of-repeated-measures-data/toc/pcma/1416322980		euclid.pcma/1416322980		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1991.0	41961.0	28		Wilson	euclid.pcma/1328-5076		F
Mini-Conference on Free and Moving Boundary and Diffusion Problems	0-7315-0446-1								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/mini-conference-on-free-and-moving-boundary-and-diffusion-problems/toc/pcma/1416323066		euclid.pcma/1416323066		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1992.0	41961.0	30		Pani	euclid.pcma/1328-5076		F
Surveys in Analysis and Operator Theory	0-7315-5204-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/surveys-in-analysis-and-operator-theory/toc/pcma/1416323094		euclid.pcma/1416323094		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2002.0	41961.0	40		Hassell	euclid.pcma/1328-5076		F
NEMACOM - New Methods in Applied and Computational Mathematics Workshop	0-7315-5202-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/nemacom-new-methods-in-applied-and-computational-mathematics-workshop/toc/pcma/1416323105		euclid.pcma/1416323105		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1999.0	41961.0	38		Melnik	euclid.pcma/1328-5076		F
Joint Australian-Taiwanese Workshop on Analysis and Applications	0-7315-5201-6								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/joint-australian-taiwanese-workshop-on-analysis-and-applications/toc/pcma/1416323117		euclid.pcma/1416323117		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1999.0	41961.0	37		Cranny	euclid.pcma/1328-5076		F
National Symposium on Functional Analysis, Optimization and Applications	0-7315-5200-8								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/national-symposium-on-functional-analysis-optimization-and-applications/toc/pcma/1416323139		euclid.pcma/1416323139		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1999.0	41961.0	36		Giles	euclid.pcma/1328-5076		F
On Uniqueness in the Large of Solutions of Einsteins Equations (Strong Cosmic Censorship)	0-7315-0443-7								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/on-uniqueness-in-the-large-of-solutions-of-einsteins-equations-strong-cosmic-censorship/toc/pcma/1416323346	Chrusciel	euclid.pcma/1416323346		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1991.0	41961.0	27			euclid.pcma/1328-5076		F
Mini Conference on Inverse Problems in Partial Differential Equations	0-7315-0447-X								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/mini-conference-on-inverse-problems-in-partial-differential-equations/toc/pcma/1416323366		euclid.pcma/1416323366		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1992.0	41961.0	31		Pani	euclid.pcma/1328-5076		F
Meschach: Matrix Computations in C	0-7315-1900-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/meschach-matrix-computations-in-c/toc/pcma/1416323405		euclid.pcma/1416323405		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1994.0	41961.0	32		Stewart	euclid.pcma/1328-5076		F
Miniconferences on Analysis and Applications	0-7315-2130-7								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconferences-on-analysis-and-applications/toc/pcma/1416323434		euclid.pcma/1416323434		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1994.0	41961.0	33		Marten	euclid.pcma/1328-5076		F
Instructional Workshop on Analysis and Geometry, Part 1	0-7315-2415-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/instructional-workshop-on-analysis-and-geometry-part-1/toc/pcma/1416323467		euclid.pcma/1416323467		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1996.0	41961.0	34, Part 1		Cranny	euclid.pcma/1328-5076		F
Instructional Workshop on Analysis and Geometry, Part 2	0-7315-2416-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/instructional-workshop-on-analysis-and-geometry-part-2/toc/pcma/1416323484		euclid.pcma/1416323484		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1996.0	41961.0	34, Part 2		Cranny	euclid.pcma/1328-5076		F
Instructional Workshop on Analysis and Geometry, Part 3	0-7315-2417-9								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/instructional-workshop-on-analysis-and-geometry-part-3/toc/pcma/1416323531		euclid.pcma/1416323531		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1996.0	41961.0	34, Part 3		Cranny	euclid.pcma/1328-5076		F
Theoretical and Numerical Aspects of Geometric Variational Problems	0-7315-0439-9								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/theoretical-and-numerical-aspects-of-geometric-variational-problems/toc/pcma/1416323548		euclid.pcma/1416323548		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1991.0	41961.0	26		Dziuk	euclid.pcma/1328-5076		F
IGBP Workshop 13 on Mathematical and Statistical Modelling of Global Change Processes	0-7315-0438-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/igbp-workshop-13-on-mathematical-and-statistical-modelling-of-global-change-processes/toc/pcma/1416323836		euclid.pcma/1416323836		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1990.0	41961.0	25		Latham	euclid.pcma/1328-5076		F
Lectures on Minimal Surfaces in $R^3$	0-7315-2443-8								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/lectures-on-minimal-surfaces-in-r-3/toc/pcma/1416324349		euclid.pcma/1416324349		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1996.0	41961.0	35		Fang	euclid.pcma/1328-5076		F
Miniconference on Operators in Analysis	0-7315-0875-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-operators-in-analysis/toc/pcma/1416335054		euclid.pcma/1416335054		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1990.0	41961.0	24		Doust	euclid.pcma/1328-5076		F
A Chinese-English Mathematics Primer	0-7315-0436-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/a-chinese-english-mathematics-primer/toc/pcma/1416335131		euclid.pcma/1416335131		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1989.0	41961.0	23		Coppel	euclid.pcma/1328-5076		F
Miniconference on Operators in Analysis	0-7315-0431-3								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-operators-in-analysis/toc/pcma/1416335143		euclid.pcma/1416335143		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1989.0	41961.0	21		Loy	euclid.pcma/1328-5076		F
Conference on Mathematical Relativity	0-7315-0429-1								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/conference-on-mathematical-relativity/toc/pcma/1416335838		euclid.pcma/1416335838		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1989.0	41961.0	19		Bartnik	euclid.pcma/1328-5076		F
Integration Structures	0-7315-0428-3								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/integration-structures/toc/pcma/1416335925	Kluvánek	euclid.pcma/1416335925		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1988.0	41961.0	18			euclid.pcma/1328-5076		F
Special Program on Inverse Problems	0-7315-0427-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/special-program-on-inverse-problems/toc/pcma/1416336175		euclid.pcma/1416336175		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1988.0	41961.0	17		Anderssen	euclid.pcma/1328-5076		F
Miniconference on Harmonic Analysis and Operator Algebras	0-86784-519-8								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-harmonic-analysis-and-operator-algebras/toc/pcma/1416336193		euclid.pcma/1416336193		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1987.0	41961.0	16		Cowling	euclid.pcma/1328-5076		F
Miniconference on Harmonic Analysis	0-86784-518-X								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-harmonic-analysis/toc/pcma/1416336448		euclid.pcma/1416336448		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1987.0	41961.0	15		Cowling	euclid.pcma/1328-5076		F
Miniconference on Operator Theory and Partial Differential Equations	0-86784-517-1								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-operator-theory-and-partial-differential-equations/toc/pcma/1416336582		euclid.pcma/1416336582		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1986.0	41961.0	14		Cowling	euclid.pcma/1328-5076		F
Miniconference on geometry/partial differential equations, 2	0-86784-515-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-geometry-partial-differential-equations-2/toc/pcma/1416336632		euclid.pcma/1416336632		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1987.0	41961.0	12		Hutchinson	euclid.pcma/1328-5076		F
Workshop on Inverse Problems	0-86784-514-7								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/workshop-on-inverse-problems/toc/pcma/1416336653		euclid.pcma/1416336653		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1986.0	41961.0	11		Anderson	euclid.pcma/1328-5076		F
Miniconference on Geometry and Partial Differential Equations	0-86784-511-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-geometry-and-partial-differential-equations/toc/pcma/1416336671		euclid.pcma/1416336671		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1986.0	41961.0	10		Simon	euclid.pcma/1328-5076		F
Miniconference on Linear Analysis and Functional Spaces	0-86784-510-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-linear-analysis-and-functional-spaces/toc/pcma/1416336944		euclid.pcma/1416336944		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1985.0	41961.0	9		McIntosh	euclid.pcma/1328-5076		F
Miniconference on nonlinear analysis	0-86784-509-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-nonlinear-analysis/toc/pcma/1416336974		euclid.pcma/1416336974		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984.0	41961.0	8		Trudinger	euclid.pcma/1328-5076		F
Contributions of Mathematical Analysis to the Numerical Solution of Partial Differential Equations	0-86784-508-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/contributions-of-mathematical-analysis-to-the-numerical-solution-of-partial-differential-equations/toc/pcma/1416337571		euclid.pcma/1416337571		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984.0	41961.0	7		Miller	euclid.pcma/1328-5076		F
Mathematical Programming and Numerical Analysis Workshop	0-86784-507-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/mathematical-programming-and-numerical-analysis-workshop/toc/pcma/1416337596		euclid.pcma/1416337596		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984.0	41961.0	6		Miller	euclid.pcma/1328-5076		F
Miniconference on Operator Theory and Partial Differential Equations	0-86784-438-8								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-operator-theory-and-partial-differential-equations/toc/pcma/1416337615		euclid.pcma/1416337615		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984.0	41961.0	5		Jefferies	euclid.pcma/1328-5076		F
Harmonic mappings between Riemannian manifolds	0-86784-403-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/harmonic-mappings-between-riemannian-manifolds/toc/pcma/1416337651	Jost	euclid.pcma/1416337651		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984.0	41961.0	4			euclid.pcma/1328-5076		F
Basic Theory of One-Parameter Semigroups	0-86784-202-4								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/basic-theory-of-one-parameter-semigroups/toc/pcma/1416337710	Robinson	euclid.pcma/1416337710		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1982.0	41961.0	2			euclid.pcma/1328-5076		F
Workshop/Miniconference on Functional Analysis and Optimization	0-7315-0430-5								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/workshop-miniconference-on-functional-analysis-and-optimization/toc/pcma/1416340096		euclid.pcma/1416340096		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1988.0	41961.0	20		Fitzpatrick	euclid.pcma/1328-5076		F
Spectral perturbation and approximation with numerical experiements	0-86784-516-3								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/spectral-perturbation-and-approximation-with-numerical-experiements/toc/pcma/1416340411	Limaye	euclid.pcma/1416340411		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1987.0	41961.0	13			euclid.pcma/1328-5076		F
Miniconference on Partial Differential Equations	0-86784-123-0								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-partial-differential-equations/toc/pcma/1416340502		euclid.pcma/1416340502		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1982.0	41961.0	1		Price	euclid.pcma/1328-5076		F
Miniconference on Geometry and Physics	0-7315-0435-6								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/miniconference-on-geometry-and-physics/toc/pcma/1416406249		euclid.pcma/1416406249		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1989.0	41962.0	22		Barber	euclid.pcma/1328-5076		F
Lectures on Geometric Measure Theory	0-86784-429-9								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/lectures-on-geometric-measure-theory/toc/pcma/1416406261	Simon	euclid.pcma/1416406261		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	1984.0	41962.0	3			euclid.pcma/1328-5076		F
AMSI International Conference on Harmonic Analysis and Applications									https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/amsi-international-conference-on-harmonic-analysis-and-applications/toc/pcma/1417630501		euclid.pcma/1417630501		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2013.0	41976.0	45		Duong	euclid.pcma/1328-5076		F
Proceedings of the 2014 Maui and 2015 Qinhuangdao Conferences in Honour of Vaughan F.R. Jones 60th Birthday	978-0-6481056-0-2								https://projecteuclid.org/proceedings/proceedings-of-the-centre-for-mathematics-and-its-applications/proceedings-of-the-2014-maui-and-2015-qinhuangdao-conferences-in-honour-of-vaughan-f-r-jones-60th-birthday/toc/pcma/1487646020		euclid.pcma/1487646020		fulltext		Australian National University, Mathematical Sciences Institute	Monograph	2017.0	42787.0	46		Morrison	euclid.pcma/1328-5076		F
Proceedings of the Japan Academy	0021-4280		1945	21.0	3	1977-01-01	53.0	3.0	https://projecteuclid.org/journals/proceedings-of-the-japan-academy-series-a-mathematical-sciences		proceedings-of-the-japan-academy-series-a-mathematical-sciences		fulltext		The Japan Academy	Serial							euclid.pja/0369-9846	F
Proceedings of the Imperial Academy	0369-9846		1912	1.0	1	1945-01-01	21.0	2.0	https://projecteuclid.org/journals/proceedings-of-the-japan-academy-series-a-mathematical-sciences		proceedings-of-the-japan-academy-series-a-mathematical-sciences		fulltext		The Japan Academy	Serial								F
Proceedings of the Japan Academy, Series A, Mathematical Sciences	0386-2194		1977-04	53.0	1				https://projecteuclid.org/journals/proceedings-of-the-japan-academy-series-a-mathematical-sciences		proceedings-of-the-japan-academy-series-a-mathematical-sciences		fulltext	All content is open.	The Japan Academy	Serial							euclid.pja/0021-4280	F
Pacific Journal of Mathematics	0030-8730		1951	1.0	1	1996-01-01	176.0	2.0	https://projecteuclid.org/journals/pacific-journal-of-mathematics		pacific-journal-of-mathematics		fulltext	All content is open.	Pacific Journal of Mathematics, A Non-profit Corporation	Serial								F
Perspectives in Logic			1975			1998-01-01			https://projecteuclid.org/ebooks/perspectives-in-logic		euclid.pl		fulltext	All content is open.	Association for Symbolic Logic	Serial								F
Fundamentals of Stability Theory	3-540-15298-9								https://projecteuclid.org/ebooks/perspectives-in-logic/fundamentals-of-stability-theory/toc/pl/1235414194	Baldwin	euclid.pl/1235414194		fulltext		Association for Symbolic Logic	Monograph	1988.0	39867.0	12			euclid.pl		F
Degrees of Unsolvability: Local and Global Theory	3-540-12155-2								https://projecteuclid.org/ebooks/perspectives-in-logic/degrees-of-unsolvability-local-and-global-theory/toc/pl/1235414874	Lerman	euclid.pl/1235414874		fulltext		Association for Symbolic Logic	Monograph	1983.0	39867.0	11			euclid.pl		F
General Recursion Theory: An Axiomatic Approach	3-540-09349-4								https://projecteuclid.org/ebooks/perspectives-in-logic/general-recursion-theory-an-axiomatic-approach/toc/pl/1235415280	Fenstad	euclid.pl/1235415280		fulltext		Association for Symbolic Logic	Monograph	1980.0	39867.0	10			euclid.pl		F
Recursion-Theoretic Hierarchies	3-540-07904-1								https://projecteuclid.org/ebooks/perspectives-in-logic/recursion-theoretic-hierarchies/toc/pl/1235415519	Hinman	euclid.pl/1235415519		fulltext		Association for Symbolic Logic	Monograph	1978.0	39867.0	9			euclid.pl		F
