publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id_	access_type
Proceedings of the Fifth International Conference on Geometry, Integrability and Quantization	954-84952-8-7								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-fifth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1434147914		euclid.pgiq/1434147914		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2004	43175.0	5		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Sixth International Conference on Geometry, Integrability and Quantization	954-84952-9-5								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-sixth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1434148341		euclid.pgiq/1434148341		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2005	43175.0	6		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Fourth International Conference on Geometry, Integrability and Quantization	954-90618-4-1								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-fourth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1434148593		euclid.pgiq/1434148593		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2003	43175.0	4		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Seventh International Conference on Geometry, Integrability and Quantization	954-8495-30-9								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-seventh-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436792586		euclid.pgiq/1436792586		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2006	43175.0	7		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Eighth International Conference on Geometry, Integrability and Quantization	978-954-8495-37-0								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-eighth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436792818		euclid.pgiq/1436792818		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2007	43175.0	8		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Ninth International Conference on Geometry, Integrability and Quantization	978-954-8495-42-4								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-ninth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436793138		euclid.pgiq/1436793138		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2008	43175.0	9		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Tenth International Conference on Geometry, Integrability and Quantization	978-954-323-531-5								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-tenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436793433		euclid.pgiq/1436793433		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2009	43175.0	10		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Eleventh International Conference on Geometry, Integrability and Quantization	978-954-323-714-2								https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-eleventh-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436794517		euclid.pgiq/1436794517		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2010	43175.0	11		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Fourteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-fourteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436795007		euclid.pgiq/1436795007		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2013	43175.0	14		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Thirteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-thirteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436815514		euclid.pgiq/1436815514		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2012	43175.0	13		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Twelfth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-twelfth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436815612		euclid.pgiq/1436815612		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2011	43175.0	12		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Fifteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-fifteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436815698		euclid.pgiq/1436815698		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2014	42928.0	15		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Sixteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-sixteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1436815733		euclid.pgiq/1436815733		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2015	43175.0	16		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Seventeenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-seventeenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1450194149		euclid.pgiq/1450194149		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2016	43175.0	17		Mladenov	euclid.pgiq/1314-3247		F
Proceedings of the Eighteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-eighteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1484362813		euclid.pgiq/1484362813		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2017	43175.0	18		Mladenov	euclid.pgiq/1314-3247		P
Proceedings of the Nineteenth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-nineteenth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1513998413		euclid.pgiq/1513998413		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2018	43175.0	19		Mladenov	euclid.pgiq/1314-3247		P
Proceedings of the Twentieth International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-twentieth-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1545361482		euclid.pgiq/1545361482		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2019	43455.0	20		Mladenov	euclid.pgiq/1314-3247		P
Proceedings of the Twenty-First International Conference on Geometry, Integrability and Quantization									https://projecteuclid.org/proceedings/geometry-integrability-and-quantization/proceedings-of-the-twenty-first-international-conference-on-geometry-integrability-and-quantization/toc/pgiq/1602640821		euclid.pgiq/160264		fulltext		Institute of Biophysics and Biomedical Engineering, Bulgarian Academy of Sciences	Monograph	2020		21		Mladenov	euclid.pgiq/1314-3247		P
Publicacions Matemàtiques	0214-1493	2014-4350	2007	51.0	2				https://projecteuclid.org/journals/publicacions-matematiques		publicacions-matematiques		fulltext	Articles older than 5 years are open.	Universitat Autònoma de Barcelona, Departament de Matemàtiques	Serial								P
Real Analysis Exchange	0147-1937	1930-1219	1995	21.0	1				https://projecteuclid.org/journals/real-analysis-exchange		real-analysis-exchange		fulltext	Articles older than 5 years are open.	Michigan State University Press	Serial								P
Rocky Mountain Journal of Mathematics	0035-7596		1971	1.0	1				https://projecteuclid.org/journals/rocky-mountain-journal-of-mathematics		rocky-mountain-journal-of-mathematics		fulltext	Articles older than 5 years are open.	Rocky Mountain Mathematics Consortium	Serial								P
Tbilisi Mathematical Journal	1875-158X	1512-0139	2008	1.0					https://projecteuclid.org/journals/tbilisi-mathematical-journal		tbilisi-mathematical-journal		fulltext	Articles older than 5 years are open.	Tbilisi Centre for Mathematical Sciences	Serial								P
Tokyo Journal of Mathematics	0387-3870		1978-06	1.0	1				https://projecteuclid.org/journals/tokyo-journal-of-mathematics		tokyo-journal-of-mathematics		fulltext	Articles older than 5 years are open.	Publication Committee for the Tokyo Journal of Mathematics	Serial								P
Tsukuba Journal of Mathematics	0387-4982	2423-821X	1977-12	1.0					https://projecteuclid.org/journals/tsukuba-journal-of-mathematics		tsukuba-journal-of-mathematics		fulltext	Articles older than 5 years are open.	University of Tsukuba, Institute of Mathematics	Serial								P
Tohoku Mathematical Journal	0040-8735	2186-585X	1949	1.0	1				https://projecteuclid.org/journals/tohoku-mathematical-journal		tohoku-mathematical-journal		fulltext	Articles older than 5 years are open.	Tohoku University, Mathematical Institute	Serial								P
Topological Methods in Nonlinear Analysis	1230-3429		1993	1.0	1				https://projecteuclid.org/journals/topological-methods-in-nonlinear-analysis		topological-methods-in-nonlinear-analysis		fulltext	Articles older than 5 years are open.	Nicolaus Copernicus University, Juliusz P. Schauder Centre for Nonlinear Studies	Serial								P
Asian Journal of Mathematics	1093-6106	1945-0036	2004-01	8.0	1	2014-11-01	18.0	5	https://projecteuclid.org/journals/asian-journal-of-mathematics		asian-journal-of-mathematics		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Advances in Theoretical and Mathematical Physics	1095-0761	1095-0753	2003-02	7.0	1	2014-12-01	18.0	6	https://projecteuclid.org/journals/advances-in-theoretical-and-mathematical-physics		advances-in-theoretical-and-mathematical-physics		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Current Developments in Mathematics, 2002	978-1-57146-102-5								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2002/toc/cdm/1088530396		euclid.cdm/1088530396		fulltext		International Press of Boston	Monograph	2003	38167.0	2002		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics	1089-6384		2002	2002.0		2011-01-01	2010.0	0	https://projecteuclid.org/proceedings/current-developments-in-mathematics		euclid.cdm/1089-6384		fulltext	Titles older than 5 years are open.	International Press of Boston	Monograph								F
Current Developments in Mathematics, 2003	978-1-57146-103-2								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2003/toc/cdm/1118755013		euclid.cdm/1118755013		fulltext		International Press of Boston	Monograph	2004	38517.0	2003		de Jong	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2004	978-1-57146-105-6								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2004/toc/cdm/1223654506		euclid.cdm/1223654506		fulltext		International Press of Boston	Monograph	2006-06	39731.0	2004		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2005	978-1-57146-166-7								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2005/toc/cdm/1223654522		euclid.cdm/1223654522		fulltext		International Press of Boston	Monograph	2007	39731.0	2005		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2006	978-1-57146-167-4								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2006/toc/cdm/1223654539		euclid.cdm/1223654539		fulltext		International Press of Boston	Monograph	2008-02	39731.0	2006		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2007	978-1-57146-134-6								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2007/toc/cdm/1254748600		euclid.cdm/1254748600		fulltext		International Press of Boston	Monograph	2009-04	40091.0	2007		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2008		978-1-57146-139-1							https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2008/toc/cdm/1254748653		euclid.cdm/1254748653		fulltext		International Press of Boston	Monograph	2009-10	40091.0	2008		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2009	978-1-57146-146-9								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2009/toc/cdm/1335196619		euclid.cdm/1335196619		fulltext		International Press of Boston	Monograph	2010-11	41022.0	2009		Jerison	euclid.cdm/1089-6384		F
Current Developments in Mathematics, 2010	978-1-57146-228-2								https://projecteuclid.org/ebooks/current-developments-in-mathematics/current-developments-in-mathematics-2010/toc/cdm/1335196630		euclid.cdm/1335196630		fulltext		International Press of Boston	Monograph	2011-11	41022.0	2010		Jerison	euclid.cdm/1089-6384		F
Communications in Information & Systems	1526-7555	2163-4548	2003	3.0	3	2010-01-01	10.0	4	https://projecteuclid.org/journals/communications-in-information-and-systems		communications-in-information-and-systems		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Communications in Mathematical Sciences	1539-6746	1945-0796	2003-03	1.0	1	2010-12-01	8.0	4	https://projecteuclid.org/journals/communications-in-mathematical-sciences		communications-in-mathematical-sciences		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Experimental Mathematics	1058-6458	1944-950X	1992	1.0	1	2012-01-01	21.0	4	https://projecteuclid.org/journals/experimental-mathematics		experimental-mathematics		fulltext	Articles older than 5 years are open.	A K Peters, Ltd.	Serial								F
Homology, Homotopy and Applications	1532-0073	1532-0081	1999	1.0	1	2014-01-01	16.0	2	https://projecteuclid.org/journals/homology-homotopy-and-applications		homology-homotopy-and-applications		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Internet Mathematics	1542-7951	1944-9488	2003	1.0	1	2012-01-01	8.0	4	https://projecteuclid.org/journals/internet-mathematics		internet-mathematics		fulltext	Articles older than 5 years are open.	A K Peters, Ltd.	Serial								F
Journal of Generalized Lie Theory and Applications	1736-5279	1736-4337	2009-03	3.0	1	2016-01-01	10.0	S2	https://projecteuclid.org/journals/journal-of-generalized-lie-theory-and-applications		journal-of-generalized-lie-theory-and-applications		fulltext	Articles older than 5 years are open.	Ashdin Publishing	Serial								F
Japan Journal of Industrial and Applied Mathematics	0916-7005		2006-02	23.0	1	2009-10-01	26.0	2-3	https://projecteuclid.org/journals/japan-journal-of-industrial-and-applied-mathematics		japan-journal-of-industrial-and-applied-mathematics		fulltext	Articles older than 5 years are open.	Japan Society for Industrial and Applied Mathematics	Serial								F
Journal of Physical Mathematics	2090-0899	2090-0902	2009-12	1.0		2016-01-01	7.0	4	https://projecteuclid.org/journals/journal-of-physical-mathematics		journal-of-physical-mathematics		fulltext	Articles older than 5 years are open.	Ashdin Publishing	Serial								F
Journal of Symplectic Geometry	1527-5256	1540-2347	2001-12	1.0	1	2014-12-01	12.0	4	https://projecteuclid.org/journals/journal-of-symplectic-geometry		journal-of-symplectic-geometry		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Methods and Applications of Analysis	1073-2772	1945-0001	2002-09	9.0	3	2010-12-01	17.0	4	https://projecteuclid.org/journals/methods-and-applications-of-analysis		methods-and-applications-of-analysis		fulltext	Articles older than 5 years are open.	International Press of Boston	Serial								F
Revista Matemática Iberoamericana	0213-2230		2002-03	18.0	1	2011-09-01	27.0	3	https://projecteuclid.org/journals/revista-matematica-iberoamericana		revista-matematica-iberoamericana		fulltext	Articles older than 5 years are open.	Real Sociedad Matemática Española	Serial								F
Modern Logic	1047-5982	1943-7390	1990	1.0	1	2001-01-01	8.0	3-4	https://projecteuclid.org/journals/review-of-modern-logic		review-of-modern-logic		fulltext		The Review of Modern Logic	Serial								F
Review of Modern Logic	1943-7404	1945-2586	2001-11	9.0	1-2	2007-01-01	11.0	1-2	https://projecteuclid.org/journals/review-of-modern-logic		review-of-modern-logic		fulltext	Articles older than 5 years are open.	The Review of Modern Logic	Serial							euclid.rml/1047-5982	F
																								
