publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	collection	notes	department_code	continent	country	places	people	topics
Administrative Reforms in the Asiatic Provinces of Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686935		FO 424/145						1888	1888							Confidential Print: Middle East		FO	Middle East		Aleppo, Anatolia, Ankara, Armenia, Baghdad, Baku, Beirut, Bethlehem, Black Sea, Bosnia, Bulgaria, Cairo, Caucasus, Damascus, Euphrates River, France, Georgia, Germany, Greece, India, Iran, Iraq, Istanbul, Italy, Jerusalem, Kurdistan, Lebanon, Levant, London, Mecca, Mediterranean Sea, Mosul, Ottoman Empire, Paris, Persian Gulf, Port Said, Russia, Sea of Galilee (Lake Tiberias), Sidon, Smyrna (Izmir), Suez Canal, Syria, Tabriz, Tblisi (Tiflis), Tehran, Turkey, United Kingdom, United States	Baring, Sir Evelyn, 1st Earl of Cromer; Bismarck, Otto von; Malet, Sir Edward, Bt; Wilson, Sir Arnold; Wolff, Sir (Henry) Drummond	arms trade, army, assassination, banking, British Government, British nationals, business, caliphate, Catholicism, Christianity, church, communications, concession, conquest, customs, diplomatic representation, disease, Druze, education, elections, execution, exile, expulsions, famine, firman (Ottoman imperial decree), international border, Islam, Judaism, judicial system, Kurds, loans, massacre, migration, military, mining, Orthodox Church, parliament, Protestantism, railway, refugees, revolt, riots, roads, Sublime Porte, telegraph lines, trade, treaty, war, women
Revision of the Commercial Treaty of 1861 between Great Britain and Turkey. Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686937		FO 424/146						1882-1883	1882-1883							Confidential Print: Middle East		FO	Middle East		Aleppo, Anatolia, Austria, Cairo, Crete, Egypt, France, Germany, Greece, Istanbul, Italy, Levant, London, Ottoman Empire, Paris, Port Said, Romania, Russia, Salonica, Serbia, Smyrna (Izmir), Turkey, United Kingdom, United States	Kimberley, 1st Earl of (Sir John Wodehouse, Bt)	British Government, British nationals, business, capitulations, communications, concession, customs, diplomatic representation, execution, parliament, quay dues, Sublime Porte, tariffs, telegraph lines, trade, treaty
Revision of the Commercial Treaty of 1861 between Great Britain and Turkey. Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686939		FO 424/147						1884	1884							Confidential Print: Middle East		FO	Middle East		Ankara, Austria, Bulgaria, France, Germany, Greece, India, Istanbul, Italy, Ottoman Empire, Port Said, Russia, Salonica, Smyrna (Izmir), Turkey, United Kingdom, United States		British Government, British nationals, business, capitulations, communications, concession, currency, customs, diplomatic representation, execution, international border, oil, parliament, railway, Sublime Porte, tariffs, trade, treaty, women
Revision of the Commercial Treaty of 1861 between Great Britain and Turkey. Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686941		FO 424/148						1885	1885							Confidential Print: Middle East		FO	Middle East		Austria, Black Sea, France, Germany, Greece, Istanbul, Italy, London, Ottoman Empire, Port Said, Russia, Serbia, Turkey, United Kingdom, United States		army, British Government, British nationals, business, capitulations, communications, concession, currency, customs, diplomatic representation, execution, railway, Sublime Porte, tariffs, telegraph lines, trade, treaty
Revision of the Commercial Treaty of 1861 between Great Britain and Turkey. Correspondence									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686943		FO 424/149						1886	1886							Confidential Print: Middle East		FO	Middle East		Germany, Istanbul, Ottoman Empire, Port Said, Turkey, United Kingdom	Bismarck, Otto von; Malet, Sir Edward, Bt; Rosebery, 5th Earl of (Archibald Primrose)	British Government, business, customs, diplomatic representation, mining, Sublime Porte, tariffs, treaty
Rights and Privileges of the Latin and Greek Churches in Turkey. Correspondence. Part VI.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686673		FO 424/15						1854 Dec.-1855 July	1854-1855							Confidential Print: Middle East		FO	Middle East		Aden, Adrianople (Erdine), Albania, Aleppo, Alexandretta (?skenderun), Anatolia, Armenia, Austria, Baghdad, Belgrade, Black Sea, Bosnia, Bosphorus, Bucharest, Bulgaria, Caucasus, Crete, Crimea, Damascus, Dardanelles, Egypt, Epirus, France, Germany, Greece, Iran, Istanbul, Italy, Kurdistan, Levant, London, Mediterranean Sea, Moldavia, Ottoman Empire, Paris, Port Said, Russia, Salonica, Sana'a, Serbia, Smyrna (Izmir), Suez Canal, Syria, Thessaly, Tigris River, Turkey, United Kingdom, United States, Varna, Wallachia, Yemen	Bismarck, Otto von; Fuad I of Egypt; Gort, 6th Viscount (John Vereker); Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Lansdowne, 5th Marquess of (Henry Petty-Fitzmaurice); Lesseps, Ferdinand Marie de, Vicomte de Lesseps; Malet, Sir Edward, Bt; Palmerston, 3rd Viscount (Henry Temple); Vivian, Hussey, 3rd Baron Vivian	Arabs, arms trade, army, banking, battle, bonds, British Government, British nationals, business, capitulations, Catholicism, Christianity, church, communications, concession, conquest, coup d'état, currency, customs, diplomacy, diplomatic representation, disease, education, elections, evacuation, execution, exile, expulsions, firman (Ottoman imperial decree), foreign policy, international border, Islam, Judaism, judicial system, Kurds, loans, mandate, massacre, military, mining, navy, oil, Orthodox Church, parliament, piracy, protectorate, Protestantism, railway, revolt, revolution, roads, Royal Navy, siege, slavery, slave trade, Sublime Porte, telegraph lines, trade, treaty, Treaty of Bucharest (1913), war, women
Revision of the Commercial Treaty of 1861 between Great Britain and Turkey. Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686945		FO 424/150						1887	1887							Confidential Print: Middle East		FO	Middle East		Austria, Bosphorus, Dardanelles, France, Germany, Greece, India, Istanbul, Italy, Ottoman Empire, Port Said, Russia, Turkey, United Kingdom, United States		arms trade, British Government, British nationals, business, capitulations, concession, customs, international border, military, railway, Sublime Porte, tariffs, trade, treaty, war
Revision of the Commercial Treaty of 1861 between Great Britain and Turkey. Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686947		FO 424/151						1888	1888							Confidential Print: Middle East		FO	Middle East		Austria, Bosphorus, Dardanelles, Egypt, France, Germany, Greece, Istanbul, Ottoman Empire, Port Said, Serbia, Turkey, United Kingdom		British Government, British nationals, business, capitulations, customs, diplomatic representation, railway, Sublime Porte, tariffs, trade, treaty
Finances of Turkey. Further Correspondence. Part III.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686949		FO 424/152						1883	1883							Confidential Print: Middle East		FO	Middle East		Austria, Bulgaria, Egypt, France, Greece, Istanbul, London, Montenegro, Ottoman Empire, Paris, Russia, Sana'a, Serbia, Thessaly, Turkey, United Kingdom		Anglo-Iranian Oil Company, army, banking, bonds, British Government, business, Christianity, concession, diplomatic representation, execution, loans, migration, military, oil, Ottoman Public Debt Administration, railway, Royal Air Force, Sublime Porte, telegraph lines, treaty, war
Finances of Turkey. Further Correspondence. Part IV.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686951		FO 424/153						1884	1884							Confidential Print: Middle East		FO	Middle East		Austria, Bulgaria, Egypt, France, Germany, Greece, Istanbul, London, Montenegro, Ottoman Empire, Paris, Russia, Serbia, Sofia, Turkey, United Kingdom, Varna		banking, bonds, British Government, British nationals, diplomatic representation, execution, loans, oil, Ottoman Public Debt Administration, railway, Sublime Porte, treaty, war
Finances of Turkey. Further Correspondence. Part VI.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686953		FO 424/154						1885	1885							Confidential Print: Middle East		FO	Middle East		Bulgaria, France, Germany, Greece, Istanbul, Italy, London, Montenegro, Ottoman Empire, Paris, Russia, Serbia, Sofia, Turkey, United Kingdom, Varna	Malet, Sir Edward, Bt	army, banking, British Government, diplomatic representation, execution, Islam, loans, navy, Ottoman Public Debt Administration, Sublime Porte, treaty, war
Finances of Turkey. Further Correspondence. Part VII.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686955		FO 424/155						1886	1886							Confidential Print: Middle East		FO	Middle East		Austria, Bulgaria, Egypt, France, Germany, Greece, Istanbul, London, Montenegro, Ottoman Empire, Paris, Russia, Serbia, Sofia, Turkey, United Kingdom, Varna	Churchill, Sir Winston; Malet, Sir Edward, Bt; Rosebery, 5th Earl of (Archibald Primrose)	army, banking, bonds, British Government, British nationals, business, customs, execution, foreign policy, international border, loans, military, Ottoman Public Debt Administration, parliament, railway, revolution, Rothschild, Sublime Porte, trade, treaty, war
Finances of Turkey. Further Correspondence. Part VIII.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686957		FO 424/156						1887	1887							Confidential Print: Middle East		FO	Middle East		Armenia, Bulgaria, Egypt, France, Germany, Greece, Istanbul, Italy, London, Montenegro, Ottoman Empire, Paris, Russia, Serbia, Sofia, Turkey, United Kingdom, United States, Varna	Bismarck, Otto von; Wolff, Sir (Henry) Drummond	Anglo-Iranian Oil Company, arms trade, banking, bonds, British Government, business, execution, firman (Ottoman imperial decree), loans, Ottoman Public Debt Administration, parliament, railway, Rothschild, Sublime Porte, telegraph lines, treaty, war
Finances of Turkey. Further Correspondence. Part IX.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686959		FO 424/157						1888	1888							Confidential Print: Middle East		FO	Middle East		Adrianople (Erdine), Ankara, Armenia, Austria, Baghdad, Egypt, France, Germany, Greece, Iran, Istanbul, Italy, London, Ottoman Empire, Paris, Port Said, Russia, Sana'a, Syria, Turkey, United Kingdom, United States	Bismarck, Otto von; Malet, Sir Edward, Bt	army, banking, bonds, British Government, British nationals, business, Catholicism, communications, concession, customs, diplomatic representation, execution, judicial system, loans, military, mining, oil, Ottoman Public Debt Administration, railway, Royal Navy, Sublime Porte, telegraph lines, trade, treaty, war
Construction of Turkish Railways in Asia Minor. Papers.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686961		FO 424/158						1887-1888	1887-1888							Confidential Print: Middle East		FO	Middle East		Afghanistan, Black Sea, Egypt, Euphrates River, France, Germany, India, Iran, Istanbul, Mediterranean Sea, Ottoman Empire, Paris, Persian Gulf, Port Said, Russia, Suez Canal, Turkey, United Kingdom	Chamberlain, Neville	army, British Government, communications, concession, diplomatic representation, international border, military, railway, Sublime Porte, war
Interpretation of Article 42 of the English Capitulations of 1675. Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686963		FO 424/159						1880-1889	1880-1889							Confidential Print: Middle East		FO	Middle East		France, Hejaz, India, Istanbul, Jeddah, Levant, Mecca, Moldavia, Ottoman Empire, Turkey, United Kingdom, United States	Palmerston, 3rd Viscount (Henry Temple); Wilson, Sir Arnold	British Government, British nationals, capitulations, diplomacy, diplomatic representation, execution, firman (Ottoman imperial decree), judicial system, Protestantism, siege, slave trade, Sublime Porte, telegraph lines, trade, treaty
Rights and Privileges of the Latin and Greek Churches in Turkey. Correspondence. Part VII.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686675		FO 424/16						1855 June-Nov.	1855							Confidential Print: Middle East		FO	Middle East		Adrianople (Erdine), Albania, Aleppo, Alexandretta (?skenderun), Armenia, Austria, Black Sea, Bosnia, Bosphorus, Bucharest, Bulgaria, Caucasus, Crimea, Damascus, Dardanelles, Egypt, France, Georgia, Germany, Greece, Iran, Istanbul, Italy, London, Moldavia, Ottoman Empire, Paris, Port Said, Russia, Salonica, Smyrna (Izmir), Syria, Tblisi (Tiflis), Turkey, United Kingdom, Varna, Wallachia	Fuad I of Egypt; Malet, Sir Edward, Bt; Palmerston, 3rd Viscount (Henry Temple); Vivian, Hussey, 3rd Baron Vivian	Arabs, arms trade, army, battle, British Government, business, caliphate, Christianity, church, communications, concession, conquest, diplomacy, diplomatic representation, disease, evacuation, execution, exile, firman (Ottoman imperial decree), fishing, international border, judicial system, loans, massacre, military, navy, oil, protectorate, Protestantism, religious persecution, revolt, revolution, roads, siege, slave trade, Sublime Porte, telegraph lines, trade, treaty, war
British Postal Service between Baghdad, Bussorah and Bombay. Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686965		FO 424/160						1888	1888							Confidential Print: Middle East		FO	Middle East		Baghdad, Damascus, Euphrates River, France, India, Istanbul, London, Mosul, Oman, Ottoman Empire, Paris, Persian Gulf, Port Said, Tigris River, Turkey, United Kingdom		Arabs, British Government, business, concession, customs, diplomatic representation, Sublime Porte, telegraph lines
Treatment of Christians in Turkey. Extract from the London Gazette of 5 November 1889.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686967		FO 424/161						1889	1889							Confidential Print: Middle East		FO	Middle East		Albania, Anatolia, Crete, Greece, Istanbul, London, Syria, Turkey, United Kingdom		arms trade, army, bonds, Christianity, church, exile, migration, military, oil, revolt, riots, roads, telegraph lines, women
Administrative Reforms in the Asiatic Provinces of Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686969		FO 424/162						1889	1889							Confidential Print: Middle East		FO	Middle East		Aleppo, Armenia, Austria, Baghdad, Beirut, Bulgaria, Caucasus, Damascus, Egypt, Euphrates River, France, Gaza, Greece, Iran, Istanbul, Jerusalem, Kurdistan, London, Mosul, Ottoman Empire, Port Said, Russia, Smyrna (Izmir), Syria, Tblisi (Tiflis), Tigris River, Tripoli, Turkey, United Kingdom, United States	Clayton, Sir Gilbert; Wilson, Sir Arnold	Arabs, arms trade, army, assassination, British Government, British nationals, business, Catholicism, Christianity, church, communications, concession, customs, diplomatic representation, education, elections, execution, exile, famine, firman (Ottoman imperial decree), international border, Islam, Judaism, judicial system, Kurds, massacre, military, oil, parliament, Protestantism, railway, revolt, roads, siege, Sublime Porte, telegraph lines, trade, treaty, war, women
Revision of the Commercial Treaty between Great Britain and Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686971		FO 424/163						1889	1889							Confidential Print: Middle East		FO	Middle East		Ankara, Austria, Belgrade, Bosphorus, Bulgaria, Cairo, Dardanelles, Egypt, France, Germany, Istanbul, Italy, Ottoman Empire, Paris, Port Said, Russia, Serbia, Turkey, United Kingdom, United States	Baring, Sir Evelyn, 1st Earl of Cromer	British Government, British nationals, business, capitulations, communications, concession, currency, customs, diplomatic representation, execution, oil, Ottoman Public Debt Administration, railway, slave trade, Sublime Porte, tariffs, telegraph lines, trade, treaty, war
Revision of the Commercial Treaty between Great Britain and Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686973		FO 424/164						1890	1890							Confidential Print: Middle East		FO	Middle East		Austria, Baghdad, Black Sea, Bosphorus, Bulgaria, Cairo, Dardanelles, Egypt, Euphrates River, France, Germany, Greece, India, Iran, Istanbul, Italy, Levant, London, Ottoman Empire, Paris, Persian Gulf, Port Said, Romania, Russia, Salonica, Serbia, Smyrna (Izmir), Sofia, Syria, Tigris River, Turkey, United Kingdom, United States	Baring, Sir Evelyn, 1st Earl of Cromer; Bismarck, Otto von; Malet, Sir Edward, Bt	arms trade, British Government, British nationals, business, capitulations, communications, concession, customs, diplomatic representation, execution, firman (Ottoman imperial decree), judicial system, military, mining, oil, opium, Ottoman Public Debt Administration, parliament, quay dues, railway, Sublime Porte, tariffs, telegraph lines, trade, treaty, war
British Protection in the Ottoman Dominions. Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686975		FO 424/165						1890	1890							Confidential Print: Middle East		FO	Middle East		Cairo, Greece, India, Ionian Islands, Istanbul, Ottoman Empire, Russia, Syria, Turkey, United Kingdom		British Government, British nationals, diplomatic representation, Judaism, treaty
Finances of Turkey. Further Correspondence. Part X.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686977		FO 424/166						1889	1889							Confidential Print: Middle East		FO	Middle East		Anatolia, Ankara, Austria, Crete, Egypt, France, Germany, Istanbul, Levant, London, Ottoman Empire, Port Said, Russia, Turkey, United Kingdom	Bismarck, Otto von; Malet, Sir Edward, Bt	banking, bonds, British Government, British nationals, business, communications, concession, customs, diplomatic representation, execution, firman (Ottoman imperial decree), judicial system, loans, military, Ottoman Public Debt Administration, railway, siege, Sublime Porte, tariffs, telegraph lines, trade, treaty, war
Finances of Turkey. Further Correspondence. Part XI.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686979		FO 424/167						1890	1890							Confidential Print: Middle East		FO	Middle East		Bulgaria, Egypt, Istanbul, London, Ottoman Empire, Paris, Russia, Turkey, United Kingdom		Anglo-Iranian Oil Company, banking, bonds, British Government, British nationals, business, concession, customs, diplomatic representation, execution, loans, Ottoman Public Debt Administration, railway, Sublime Porte, treaty, war
Finances of Turkey. Further Correspondence. Part XII.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686981		FO 424/168						1891	1891							Confidential Print: Middle East		FO	Middle East		Austria, Cairo, Egypt, France, Germany, Istanbul, Italy, London, Ottoman Empire, Paris, Turkey, United Kingdom	Baring, Sir Evelyn, 1st Earl of Cromer	banking, bonds, British Government, diplomatic representation, execution, loans, Ottoman Public Debt Administration, Rothschild, Sublime Porte, trade
Asiatic Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686983		FO 424/169						1891	1891							Confidential Print: Middle East		FO	Middle East		Aleppo, Anatolia, Armenia, Austria, Baghdad, Baku, Caucasus, France, Gaza, Germany, Greece, Iran, Istanbul, Jerusalem, Kurdistan, Levant, London, Mosul, Ottoman Empire, Port Said, Russia, Smyrna (Izmir), Syria, Tblisi (Tiflis), Turkey, United Kingdom, United States	Clayton, Sir Gilbert; Malet, Sir Edward, Bt; Wilson, Sir Arnold	Arabs, arms trade, army, assassination, British Government, business, Catholicism, Christianity, church, customs, diplomatic representation, disease, education, elections, execution, exile, international border, Islam, Judaism, judicial system, Kurds, massacre, migration, military, navy, oil, Orthodox Church, Ottoman Public Debt Administration, parliament, Protestantism, railway, religious persecution, revolt, roads, Sublime Porte, telegraph lines, trade, treaty, war, women
Rights and Privileges of the Latin and Greek Churches in Turkey. Correspondence. Part VIII.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686677		FO 424/17						1855 Nov.-1856 Mar.	1855-1856							Confidential Print: Middle East		FO	Middle East		Adrianople (Erdine), Armenia, Austria, Black Sea, Bosphorus, Bucharest, Crimea, Dardanelles, France, Georgia, Germany, Greece, Iran, Istanbul, Italy, Levant, London, Moldavia, Ottoman Empire, Paris, Port Said, Russia, Serbia, Turkey, United Kingdom, Wallachia	Bismarck, Otto von; Fuad I of Egypt; Malet, Sir Edward, Bt; Palmerston, 3rd Viscount (Henry Temple)	arms trade, army, banking, British Government, business, capitulations, Catholicism, Christianity, church, communications, concession, customs, diplomacy, diplomatic representation, elections, evacuation, execution, exile, expulsions, firman (Ottoman imperial decree), foreign policy, international border, Islam, Judaism, judicial system, loans, military, oil, Orthodox Church, protectorate, religious persecution, revolution, Royal Air Force, Sublime Porte, telegraph lines, trade, treaty, Treaty of Bucharest (1913), war
Regulations for Ships carrying Pilgrims to or from the Mahommedan Holy Places. Papers.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686985		FO 424/170						1889-1890	1889-1890							Confidential Print: Middle East		FO	Middle East		Aden, Alexandria, Austria, Bosphorus, Egypt, France, Germany, Greece, India, Iran, Istanbul, Italy, Jeddah, Mecca, Mediterranean Sea, Ottoman Empire, Persian Gulf, Port Said, Red Sea, Russia, Suez Canal, Syria, Turkey, United Kingdom, Yemen	Kimberley, 1st Earl of (Sir John Wodehouse, Bt)	British Government, British nationals, business, capitulations, disease, execution, judicial system, migration, Sublime Porte, trade
Turkish Coasting and Towing Trade. Memorandum.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686987		FO 424/171						1891	1891							Confidential Print: Middle East		FO	Middle East		Austria, Black Sea, Bosphorus, Dardanelles, France, Istanbul, Ottoman Empire, Port Said, Turkey, United Kingdom		British Government, British nationals, business, capitulations, Sublime Porte, trade
Asiatic Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686989		FO 424/172						1892	1892							Confidential Print: Middle East		FO	Middle East		Aden, Albania, Aleppo, Alexandretta (?skenderun), Armenia, Baghdad, Black Sea, Bushire (Bushehr), Damascus, France, Greece, India, Iran, Iraq, Istanbul, Kurdistan, London, Mosul, Ottoman Empire, Paris, Port Said, Russia, Sana'a, Syria, Tehran, Turkey, United Kingdom, United States, Washington, DC, Yemen	Gladstone, William; Rosebery, 5th Earl of (Archibald Primrose)	Arabs, arms trade, army, British Government, British nationals, business, Christianity, church, communications, customs, diplomatic representation, elections, execution, exile, international border, Islam, judicial system, Kurds, military, mining, oil, parliament, railway, religious persecution, revolt, roads, siege, Sublime Porte, telegraph lines, trade, treaty, war, women
Finances of Turkey. Further Correspondence. Part XIII.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686991		FO 424/173						1892	1892							Confidential Print: Middle East		FO	Middle East		Ankara, Austria, Baghdad, Black Sea, Bulgaria, Crete, Damascus, Egypt, France, Germany, Greece, Istanbul, Italy, London, Ottoman Empire, Paris, Russia, Salonica, Serbia, Smyrna (Izmir), Turkey, United Kingdom	Douglas-Home, Sir Alec, 14th Earl of Home; Malet, Sir Edward, Bt; Rosebery, 5th Earl of (Archibald Primrose); Vivian, Hussey, 3rd Baron Vivian	arms trade, banking, bonds, British Government, business, communications, concession, customs, diplomatic representation, execution, fishing, international border, loans, mandate, military, oil, Ottoman Public Debt Administration, railway, Sublime Porte, trade, treaty, war
Revision of the Commercial Treaties between Great Britain and Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686993		FO 424/174						1892	1892							Confidential Print: Middle East		FO	Middle East		Austria, Baghdad, Black Sea, Bosphorus, Bulgaria, Dardanelles, Egypt, France, Germany, Istanbul, Italy, London, Ottoman Empire, Port Said, Red Sea, Russia, Salonica, Smyrna (Izmir), Turkey, United Kingdom	Baring, Sir Evelyn, 1st Earl of Cromer; Rosebery, 5th Earl of (Archibald Primrose)	British Government, British nationals, business, capitulations, church, concession, customs, diplomatic representation, execution, oil, railway, Sublime Porte, tariffs, trade, treaty, war
Asiatic Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686995		FO 424/175						1893	1893							Confidential Print: Middle East		FO	Middle East		Aleppo, Alexandretta (?skenderun), Anatolia, Ankara, Armenia, Austria, Baghdad, Bethlehem, Black Sea, Caucasus, Damascus, Dardanelles, Euphrates River, France, Gaza, Georgia, Germany, Greece, Hejaz, India, Iran, Istanbul, Italy, Jerusalem, Kurdistan, Levant, London, Mosul, Ottoman Empire, Paris, Port Said, Rhodes, Russia, Salonica, Smyrna (Izmir), Syria, Tripoli, Turkey, United Kingdom, United States	Gladstone, William; Grey, Sir Edward, 1st Viscount Grey of Fallodon; Rosebery, 5th Earl of (Archibald Primrose)	Anglo-Iranian Oil Company, arms trade, army, assassination, banking, battle, British Government, business, Catholicism, Christianity, church, communications, concession, customs, diplomatic representation, disease, education, elections, execution, exile, famine, firman (Ottoman imperial decree), imam, international border, Islam, judicial system, Kurds, massacre, migration, military, mining, oil, Orthodox Church, Ottoman Public Debt Administration, parliament, Protestantism, railway, refugees, religious persecution, revolt, revolution, riots, roads, Royal Navy, siege, Sublime Porte, telegraph lines, trade, treaty, war, women
Finances of Turkey. Further Correspondence. Part XIV.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686997		FO 424/176						1893	1893							Confidential Print: Middle East		FO	Middle East		Ankara, Baghdad, Crete, Damascus, France, Germany, Istanbul, Italy, Ottoman Empire, Russia, Salonica, Smyrna (Izmir), Turkey, United Kingdom	Malet, Sir Edward, Bt; Rosebery, 5th Earl of (Archibald Primrose)	banking, bonds, British Government, business, concession, customs, diplomatic representation, loans, mandate, Ottoman Public Debt Administration, railway, Sublime Porte
Revision of the Commercial Treaties between Great Britain and Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=686999		FO 424/177						1893	1893							Confidential Print: Middle East		FO	Middle East		Austria, Baghdad, Belgrade, Black Sea, Bosphorus, Bulgaria, France, Istanbul, Italy, Ottoman Empire, Port Said, Russia, Serbia, Smyrna (Izmir), Turkey, United Kingdom	Grey, Sir Edward, 1st Viscount Grey of Fallodon; Rosebery, 5th Earl of (Archibald Primrose)	British Government, British nationals, business, church, concession, customs, diplomatic representation, Sublime Porte, tariffs, trade, treaty, war
Asiatic Turkey. Further Correspondence.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=687001		FO 424/178						1894	1894							Confidential Print: Middle East		FO	Middle East		Albania, Aleppo, Alexandretta (?skenderun), Anatolia, Ankara, Armenia, Austria, Baghdad, Beirut, Black Sea, Bulgaria, Caucasus, Damascus, Egypt, Epirus, Euphrates River, France, Gaza, Georgia, Germany, Greece, India, Iran, Istanbul, Italy, Jerusalem, Kurdistan, Lebanon, Levant, London, Mediterranean Sea, Mosul, Ottoman Empire, Paris, Port Said, Rhodes, Russia, Salonica, Sana'a, Sidon, Smyrna (Izmir), Sofia, Syria, Tblisi (Tiflis), Tehran, Tigris River, Turkey, United Kingdom, United States, Washington, DC	Fuad I of Egypt; Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Malet, Sir Edward, Bt; Rosebery, 5th Earl of (Archibald Primrose); Wolff, Sir (Henry) Drummond	Arabs, arms trade, army, assassination, banking, battle, bonds, British Government, British nationals, business, Catholicism, Christianity, church, Committee of Union and Progress ('Young Turks'), communications, concession, customs, diplomatic representation, education, elections, execution, exile, expulsions, famine, firman (Ottoman imperial decree), imam, international border, Islam, Judaism, judicial system, Kurds, massacre, migration, military, mining, oil, Orthodox Church, Ottoman Public Debt Administration, parliament, propaganda, Protestantism, railway, refugees, religious persecution, revolt, revolution, riots, roads, siege, slavery, Sublime Porte, Sunni Muslim, telegraph lines, trade, treaty, war, women
Finances of Turkey. Further Correspondence. Part XV.									http://www.archivesdirect.amdigital.co.uk/Contents/DocumentDetails.aspx?documentid=687003		FO 424/179						1894	1894							Confidential Print: Middle East		FO	Middle East		Anatolia, Ankara, Austria, Cairo, Egypt, France, Germany, Istanbul, Levant, London, Ottoman Empire, Paris, Smyrna (Izmir), Syria, Turkey, United Kingdom	Baring, Sir Evelyn, 1st Earl of Cromer; Kimberley, 1st Earl of (Sir John Wodehouse, Bt); Rosebery, 5th Earl of (Archibald Primrose)	banking, bonds, British Government, concession, customs, fishing, loans, military, mining, Ottoman Public Debt Administration, railway, Rothschild, Sublime Porte, telegraph lines, war
